LETTRE	lettre	NC	_
chaque	chaque	DET	_
organe	organe	NC	_
;	;	PONCT	_
et	et	CC	_
si	si	CS	_
les	le	DET	_
effets	effet	NC	_
que	que	CS	_
ces	ce	DET	_
organes	organe	NC	_
produisent	produire	V	_
ne	ne	ADV	_
sont	être	V	_
pas	pas	ADV	_
encore	encore	ADV	_
expliqués	expliquer	VPP	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
qu'	que	CS	_
il	il	CLS	_
y	y	CLO	_
a	avoir	V	_
dans	dans	P	_
les	le	DET	_
corps	corps	NC	_
vivans	vivant	ADJ	_
quelque	quelque	DET	_
chose	chose	NC	_
de	de	P	_
plus	plus	ADV	_
que	que	CS	_
ces	ce	DET	_
fibres	fibre	NC	_
,	,	PONCT	_
que	que	CS	_
ces	ce	DET	_
tissus	tissu	NC	_
qui	qui	PROREL	_
frappent	frapper	V	_
nos	notre	DET	_
yeux	œil	NC	_
;	;	PONCT	_
c'	ce	CLS	_
est	être	V	_
que	que	CS	_
la	le	DET	_
partie	partie	NC	_
mécanique	mécanique	ADJ	_
de	de	P	_
l'	le	DET	_
organisation	organisation	NC	_
n'	ne	ADV	_
est	être	V	_
,	,	PONCT	_
pour	pour	P	_
ainsi	ainsi	ADV	_
dire	dire	VINF	_
,	,	PONCT	_
que	que	CS	_
l'	le	DET	_
instrument	instrument	NC	_
passif	passif	ADJ	_
de	de	P	_
la	le	DET	_
vitalité	vitalité	NC	_
,	,	PONCT	_
et	et	CC	_
qu'	que	CS	_
entre	entre	P	_
le	le	DET	_
premier	premier	ADJ	_
ébranlement	ébranlement	NC	_
des	de_le	P+D	_
élémens	élément	NC	_
imperceptibles	imperceptible	ADJ	_
et	et	CC	_
le	le	DET	_
mouvement	mouvement	NC	_
sensible	sensible	ADJ	_
qui	qui	PROREL	_
en	en	CLO	_
est	être	V	_
le	le	DET	_
dernier	dernier	NC	_
résultat	résulter	V	_
,	,	PONCT	_
il	il	CLS	_
se	se	CLO	_
passe	passer	V	_
une	un	DET	_
multitude	multitude	NC	_
de	de	P	_
mouvemens	mouvement	NC	_
intermédiaires	intermédiaire	ADJ	_
dont	dont	PROREL	_
nous	nous	CLS	_
n'	ne	ADV	_
avons	avoir	V	_
aucune	aucun	DET	_
notion	notion	NC	_
.	.	PONCT	_
Combien	combien	PROWH	_
de	de	P	_
combinaisons	combinaison	NC	_
,	,	PONCT	_
de	de	P	_
décompositions	décomposition	NC	_
ont	avoir	V	_
eu	avoir	VPP	_
lieu	lieu	NC	_
dans	dans	P	_
cet	ce	DET	_
intervalle	intervalle	NC	_
?	?	PONCT	_
Combien	combien	PROWH	_
d'	de	P	_
affinités	affinité	NC	_
ont	avoir	V	_
joué	jouer	VPP	_
?	?	PONCT	_
Et	et	CC	_
quel	quel	PROWH	_
seroit	être	V	_
le	le	DET	_
physiologiste	physiologiste	NC	_
qui	qui	PROREL	_
oseroit	oser	V	_
seulement	seulement	ADV	_
hasarder	hasarder	VINF	_
quelques	quelque	DET	_
conjectures	conjecture	NC	_
sur	sur	P	_
le	le	DET	_
plus	plus	ADV	_
grand	grand	ADJ	_
nombre	nombre	NC	_
des	de_le	P+D	_
opérations	opération	NC	_
qui	qui	PROREL	_
se	se	CLO	_
passent	passer	V	_
dans	dans	P	_
cet	ce	DET	_
impénétrable	impénétrable	ADJ	_
laboratoire	laboratoire	NC	_
?	?	PONCT	_
Tant	tant	ADV	_
la	le	DET	_
chimie	chimie	NC	_
humaine	humain	ADJ	_
,	,	PONCT	_
malgré	malgré	P	_
les	le	DET	_
heureux	heureux	ADJ	_
efforts	effort	NC	_
de	de	P	_
nos	notre	DET	_
contemporains	contemporain	NC	_
,	,	PONCT	_
est	être	V	_
encore	encore	ADV	_
dans	dans	P	_
l'	le	DET	_
enfance	enfance	NC	_
,	,	PONCT	_
lorsqu'	lorsque	CS	_
on	on	CLS	_
la	il	CLO	_
compare	comparer	V	_
à	à	P	_
celle	celui	PRO	_
de	de	P	_
la	le	DET	_
nature	nature	NC	_
!	!	PONCT	_
Cependant	cependant	ADV	_
ces	ce	DET	_
ténèbres	ténèbre	NC	_
ne	ne	ADV	_
doivent	devoir	V	_
point	point	ADV	_
nous	nous	CLO	_
effrayer	effrayer	VINF	_
;	;	PONCT	_
c'	ce	CLS	_
est	être	V	_
à	à	P	_
l'	le	DET	_
anatomiste	anatomiste	NC	_
à	à	P	_
y	y	CLO	_
porter	porter	VINF	_
les	le	DET	_
premières	premier	ADJ	_
lueurs	lueur	NC	_
:	:	PONCT	_
c'	ce	CLS	_
est	être	V	_
à	à	P	_
lui	il	PRO	_
de	de	P	_
faire	faire	VINF	_
connoître	connaître	VINF	_
au	à_le	P+D	_
physiologiste	physiologiste	NC	_
la	le	DET	_
partie	partie	NC	_
matérielle	matériel	ADJ	_
des	de_le	P+D	_
phénomènes	phénomène	NC	_
et	et	CC	_
les	le	DET	_
instrumens	instrument	NC	_
des	de_le	P+D	_
opérations	opération	NC	_
;	;	PONCT	_
de	de	P	_
décrire	décrire	VINF	_
les	le	DET	_
canaux	canal	NC	_
que	que	ADV	_
les	le	DET	_
liquides	liquide	NC	_
parcourent	parcourir	V	_
,	,	PONCT	_
les	le	DET	_
conducteurs	conductrice	NC	_
qui	qui	PROREL	_
transmettent	transmettre	V	_
les	le	DET	_
fluides	fluide	NC	_
,	,	PONCT	_
d'	de	P	_
en	en	CLO	_
suivre	suivre	VINF	_
les	le	DET	_
embranchemens	embranchemens	NC	_
et	et	CC	_
d'	de	P	_
en	en	CLO	_
reconnoître	reconnaître	VINF	_
toutes	tout	ADJ	_
les	le	DET	_
communications	communication	NC	_
:	:	PONCT	_
c'	ce	CLS	_
est	être	V	_
à	à	P	_
lui	il	PRO	_
de	de	P	_
mesurer	mesurer	VINF	_
la	le	DET	_
vîtesse	vitesse	NC	_
de	de	P	_
chaquemouvement	chaquemouvement	NC	_
et	et	CC	_
d'	de	P	_
en	en	CLO	_
déterminer	déterminer	VINF	_
la	le	DET	_
direction	direction	NC	_
.	.	PONCT	_
Mais	mais	CC	_
,	,	PONCT	_
pour	pour	P	_
remplir	remplir	VINF	_
cette	ce	DET	_
tâche	tâche	NC	_
d'	de	P	_
une	un	DET	_
manière	manière	NC	_
satisfaisante	satisfaisant	ADJ	_
,	,	PONCT	_
il	il	CLS	_
ne	ne	ADV	_
doit	devoir	V	_
pas	pas	ADV	_
s'	se	CLO	_
arrêter	arrêter	VINF	_
uniquement	uniquement	ADV	_
à	à	P	_
ce	ce	PRO	_
que	que	PROREL	_
les	le	DET	_
phénomènes	phénomène	NC	_
ont	avoir	V	_
d'	un	DET	_
individuel	individuel	NC	_
;	;	PONCT	_
il	il	CLS	_
faut	falloir	V	_
qu'	que	CS	_
il	il	CLS	_
distingue	distinguer	V	_
sur-tout	sur-tout	ADV	_
ce	ce	PRO	_
qui	qui	PROREL	_
fait	faire	V	_
la	le	DET	_
condition	condition	NC	_
générale	général	ADJ	_
et	et	CC	_
nécessaire	nécessaire	ADJ	_
de	de	P	_
chacun	chacun	PRO	_
d'	de	P	_
eux	il	PRO	_
:	:	PONCT	_
et	et	CC	_
pour	pour	P	_
cela	cela	PRO	_
,	,	PONCT	_
il	il	CLS	_
faut	falloir	V	_
qu'	que	CS	_
il	il	CLS	_
les	il	CLO	_
examine	examiner	V	_
dans	dans	P	_
toutes	tout	ADJ	_
les	le	DET	_
modifications	modification	NC	_
que	que	PROREL	_
peuvent	pouvoir	V	_
y	y	CLO	_
apporter	apporter	VINF	_
leurs	leur	DET	_
combinaisons	combinaison	NC	_
avec	avec	P	_
d'	un	DET	_
autres	autre	ADJ	_
phénomènes	phénomène	NC	_
;	;	PONCT	_
il	il	CLS	_
faut	falloir	V	_
aussi	aussi	ADV	_
qu'	que	CS	_
il	il	CLS	_
les	il	CLO	_
isole	isoler	V	_
,	,	PONCT	_
qu'	que	CS	_
il	il	CLS	_
les	il	CLO	_
débarrasse	débarrasser	V	_
de	de	P	_
tous	tout	ADJ	_
les	le	DET	_
accessoires	accessoire	NC	_
qui	qui	PROREL	_
les	il	CLO	_
voilent	voiler	V	_
;	;	PONCT	_
en	en	P	_
un	un	DET	_
mot	mot	NC	_
,	,	PONCT	_
il	il	CLS	_
faut	falloir	V	_
qu'	que	CS	_
il	il	CLS	_
ne	ne	ADV	_
se	se	CLO	_
borne	borner	V	_
point	point	ADV	_
à	à	P	_
une	un	DET	_
seule	seul	ADJ	_
espèce	espèce	NC	_
de	de	P	_
corps	corps	NC	_
vivant	vivant	ADJ	_
,	,	PONCT	_
mais	mais	CC	_
qu'	que	CS	_
il	il	CLS	_
les	il	CLO	_
compare	comparer	V	_
toutes	tous	PRO	_
,	,	PONCT	_
et	et	CC	_
qu'	que	CS	_
il	il	CLS	_
poursuive	poursuivre	V	_
la	le	DET	_
vie	vie	NC	_
et	et	CC	_
les	le	DET	_
phénomènes	phénomène	NC	_
dont	dont	PROREL	_
elle	il	CLS	_
se	se	CLO	_
compose	composer	V	_
dans	dans	P	_
tous	tout	ADJ	_
les	le	DET	_
êtres	être	NC	_
qui	qui	PROREL	_
en	en	CLO	_
ont	avoir	V	_
reçu	recevoir	VPP	_
quelque	quelque	DET	_
parcelle	parcelle	NC	_
.	.	PONCT	_
Ce	ce	CLS	_
n'	ne	ADV	_
est	être	V	_
qu'	qu'	ADV	_
à	à	P	_
ce	ce	DET	_
prix	prix	NC	_
qu'	que	PROREL	_
il	il	CLS	_
peut	pouvoir	V	_
espérer	espérer	VINF	_
de	de	P	_
soulever	soulever	VINF	_
le	le	DET	_
voile	voile	NC	_
mystérieux	mystérieux	ADJ	_
qui	qui	PROREL	_
en	en	CLO	_
couvre	couvrir	V	_
l'	le	DET	_
essence	essence	NC	_
.	.	PONCT	_
En	en	P	_
effet	effet	NC	_
,	,	PONCT	_
la	le	DET	_
physiologie	physiologie	NC	_
doit	devoir	V	_
nécessairement	nécessairement	ADV	_
suivre	suivre	VINF	_
la	le	DET	_
même	même	ADJ	_
marche	marche	NC	_
que	que	CS	_
toutes	tout	ADJ	_
celles	celui	PRO	_
des	de_le	P+D	_
sciences	science	NC	_
physiques	physique	ADJ	_
que	que	CS	_
l'	le	DET	_
obscurité	obscurité	NC	_
et	et	CC	_
la	le	DET	_
complication	complication	NC	_
des	de_le	P+D	_
phénomènes	phénomène	NC	_
n'	ne	ADV	_
ont	avoir	V	_
point	point	ADV	_
encore	encore	ADV	_
permis	permettre	VPP	_
de	de	P	_
soumettre	soumettre	VINF	_
au	à_le	P+D	_
calcul	calcul	NC	_
;	;	PONCT	_
ne	ne	ADV	_
possédant	posséder	VPR	_
aucun	aucun	DET	_
principe	principe	NC	_
démontré	démontrer	VPP	_
,	,	PONCT	_
d'	de	P	_
où	où	PROREL	_
les	le	DET	_
faits	fait	NC	_
particuliers	particulier	ADJ	_
puissent	pouvoir	V	_
se	se	CLO	_
déduire	déduire	VINF	_
comme	comme	P	_
des	un	DET	_
conséquences	conséquence	NC	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
dans	dans	P	_
la	le	DET	_
série	série	NC	_
de	de	P	_
ces	ce	DET	_
faits	fait	NC	_
seulement	seulement	ADV	_
que	que	CS	_
la	le	DET	_
science	science	NC	_
consiste	consister	V	_
jusqu'	jusque	P	_
ici	ici	ADV	_
;	;	PONCT	_
et	et	CC	_
nous	nous	CLS	_
ne	ne	ADV	_
pouvons	pouvoir	V	_
espérer	espérer	VINF	_
de	de	P	_
remonter	remonter	VINF	_
à	à	P	_
des	un	DET	_
causes	cause	NC	_
générales	général	ADJ	_
qu'	que	PROREL	_
autant	autant	ADV	_
que	que	CS	_
nous	nous	CLS	_
aurons	avoir	V	_
classé	classer	VPP	_
les	le	DET	_
faits	fait	NC	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
nous	nous	CLS	_
serons	être	V	_
parvenus	parvenir	VPP	_
à	à	P	_
les	il	CLO	_
ranger	ranger	VINF	_
sous	sous	P	_
quelques	quelque	DET	_
lois	loi	NC	_
communes	commun	ADJ	_
:	:	PONCT	_
mais	mais	CC	_
la	le	DET	_
physiologie	physiologie	NC	_
n'	ne	ADV	_
a	avoir	V	_
pas	pas	ADV	_
pour	pour	P	_
cet	ce	DET	_
effet	effet	NC	_
le	le	DET	_
même	même	ADJ	_
avantage	avantage	NC	_
que	que	CS	_
les	le	DET	_
sciences	science	NC	_
qui	qui	PROREL	_
opèrent	opérer	V	_
sur	sur	P	_
des	un	DET	_
substances	substance	NC	_
non	non	ADV	_
organiques	organique	ADJ	_
;	;	PONCT	_
que	que	CS	_
la	le	DET	_
chimie	chimie	NC	_
et	et	CC	_
la	le	DET	_
physique	physique	NC	_
expérimentale	expérimental	ADJ	_
,	,	PONCT	_
par	par	P	_
exemple	exemple	NC	_
.	.	PONCT	_
Celles	celui	PRO	_
-ci	ci	ADV	_
peuvent	pouvoir	V	_
réduire	réduire	VINF	_
à	à	P	_
une	un	DET	_
simplicité	simplicité	NC	_
presque	presque	ADV	_
indéfinie	indéfini	ADJ	_
les	le	DET	_
problêmes	problème	NC	_
qu'	que	PROREL	_
elles	il	CLS	_
se	se	CLO	_
proposent	proposer	V	_
;	;	PONCT	_
elles	il	CLS	_
peuvent	pouvoir	V	_
isoler	isoler	VINF	_
les	le	DET	_
substances	substance	NC	_
dont	dont	PROREL	_
elles	il	CLS	_
veulent	vouloir	V	_
reconnoître	reconnaître	VINF	_
les	le	DET	_
rapports	rapport	NC	_
et	et	CC	_
la	le	DET	_
nature	nature	NC	_
,	,	PONCT	_
et	et	CC	_
les	il	CLO	_
combiner	combiner	VINF	_
ou	ou	CC	_
les	il	CLO	_
rapprocher	rapprocher	VINF	_
successivement	successivement	ADV	_
de	de	P	_
toutes	tout	ADJ	_
les	le	DET	_
autres	autre	NC	_
.	.	PONCT	_
Il	il	CLS	_
n'	ne	ADV	_
en	en	CLO	_
est	être	V	_
pas	pas	ADV	_
de	de	P	_
même	même	ADV	_
de	de	P	_
la	le	DET	_
physiologie	physiologie	NC	_
.	.	PONCT	_
Toutes	tout	ADJ	_
les	le	DET	_
parties	partie	NC	_
d'	de	P	_
un	un	DET	_
corps	corps	NC	_
vivant	vivant	ADJ	_
sont	être	V	_
liées	lier	VPP	_
;	;	PONCT	_
elles	il	CLS	_
ne	ne	ADV	_
peuvent	pouvoir	V	_
agir	agir	VINF	_
qu'	qu'	ADV	_
autant	autant	ADV	_
qu'	que	CS	_
elles	il	CLS	_
agissent	agir	V	_
toutes	tous	PRO	_
ensemble	ensemble	ADV	_
:	:	PONCT	_
vouloir	vouloir	VINF	_
en	en	CLO	_
séparer	séparer	VINF	_
une	un	PRO	_
de	de	P	_
la	le	DET	_
masse	masse	NC	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
la	le	DET	_
reporter	reporter	VINF	_
dans	dans	P	_
l'	le	DET	_
ordre	ordre	NC	_
des	de_le	P+D	_
substances	substance	NC	_
mortes	mort	ADJ	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
en	en	CLO	_
changer	changer	VINF	_
entièrement	entièrement	ADV	_
l'	le	DET	_
essence	essence	NC	_
.	.	PONCT	_
Les	le	DET	_
machines	machine	NC	_
qui	qui	PROREL	_
font	faire	V	_
l'	le	DET	_
objet	objet	NC	_
de	de	P	_
nos	notre	DET	_
recherches	recherche	NC	_
ne	ne	ADV	_
peuvent	pouvoir	V	_
être	être	VINF	_
démontées	démonter	VPP	_
sans	sans	P	_
être	être	VINF	_
détruites	détruire	VPP	_
;	;	PONCT	_
nous	nous	CLS	_
ne	ne	ADV	_
pouvons	pouvoir	V	_
connoître	connaître	VINF	_
ce	ce	PRO	_
qui	qui	PROREL	_
résulteroit	résulter	V	_
de	de	P	_
l'	le	DET	_
absence	absence	NC	_
d'	de	P	_
un	un	DET	_
ou	ou	CC	_
de	de	P	_
plusieurs	plusieurs	PRO	_
de	de	P	_
leurs	leur	DET	_
rouages	rouage	NC	_
,	,	PONCT	_
et	et	CC	_
par	par	P	_
conséquent	conséquent	NC	_
nous	nous	CLS	_
ne	ne	ADV	_
pouvons	pouvoir	V	_
savoir	savoir	VINF	_
quelle	il	PROWH	_
est	être	V	_
la	le	DET	_
part	part	NC	_
que	que	ADV	_
chacun	chacun	PRO	_
de	de	P	_
ces	ce	DET	_
rouages	rouage	NC	_
prend	prendre	V	_
à	à	P	_
l'	le	DET	_
effet	effet	NC	_
total	total	ADJ	_
.	.	PONCT	_
Heureusement	heureusement	ADV	_
la	le	DET	_
nature	nature	NC	_
semble	sembler	V	_
nous	nous	CLO	_
avoir	avoir	VINF	_
préparé	préparer	VPP	_
elle	il	PRO	_
-même	même	ADJ	_
des	de_le	P+D	_
moyens	moyen	NC	_
de	de	P	_
suppléer	suppléer	VINF	_
à	à	P	_
cette	ce	DET	_
impossibilité	impossibilité	NC	_
de	de	P	_
faire	faire	VINF	_
certaines	certain	DET	_
expériences	expérience	NC	_
sur	sur	P	_
les	le	DET	_
corps	corps	NC	_
vivans	vivant	ADJ	_
.	.	PONCT	_
Elle	il	CLS	_
nous	nous	CLO	_
présente	présenter	V	_
dans	dans	P	_
les	le	DET	_
différentes	différent	ADJ	_
classes	classe	NC	_
d'	de	P	_
animaux	animal	NC	_
presque	presque	ADV	_
toutes	tout	ADJ	_
les	le	DET	_
combinaisons	combinaison	NC	_
possibles	possible	ADJ	_
d'	de	P	_
organes	organe	NC	_
;	;	PONCT	_
elle	il	CLS	_
nous	nous	CLO	_
les	le	DET	_
montre	montre	NC	_
réunis	réunir	VPP	_
,	,	PONCT	_
deux	deux	DET	_
à	à	P	_
deux	deux	DET	_
,	,	PONCT	_
trois	trois	DET	_
à	à	P	_
trois	trois	NC	_
,	,	PONCT	_
et	et	CC	_
dans	dans	P	_
toutes	tout	ADJ	_
les	le	DET	_
proportions	proportion	NC	_
;	;	PONCT	_
il	il	CLS	_
n'	ne	ADV	_
en	en	CLO	_
est	être	V	_
,	,	PONCT	_
pour	pour	P	_
ainsi	ainsi	ADV	_
dire	dire	VINF	_
,	,	PONCT	_
aucun	aucun	PRO	_
dont	dont	PROREL	_
elle	il	CLS	_
n'	ne	ADV	_
ait	avoir	V	_
privé	priver	VPP	_
quelque	quelque	DET	_
classe	classe	NC	_
ou	ou	CC	_
quelque	quelque	DET	_
genre	genre	NC	_
;	;	PONCT	_
et	et	CC	_
il	il	CLS	_
suffit	suffire	V	_
de	de	P	_
bien	bien	ADV	_
examiner	examiner	VINF	_
les	le	DET	_
effets	effet	NC	_
produits	produire	VPP	_
par	par	P	_
ces	ce	DET	_
réunions	réunion	NC	_
,	,	PONCT	_
et	et	CC	_
ceux	celui	PRO	_
qui	qui	PROREL	_
résultent	résulter	V	_
de	de	P	_
ces	ce	DET	_
privations	privation	NC	_
,	,	PONCT	_
pour	pour	P	_
en	en	CLO	_
déduire	déduire	VINF	_
des	un	DET	_
conclusions	conclusion	NC	_
très	très	ADV	_
-	-	PONCT	_
vraisemblables	vraisemblable	ADJ	_
sur	sur	P	_
la	le	DET	_
nature	nature	NC	_
et	et	CC	_
l'	le	DET	_
usage	usage	NC	_
de	de	P	_
chaque	chaque	DET	_
organe	organe	NC	_
et	et	CC	_
de	de	P	_
chaque	chaque	DET	_
forme	forme	NC	_
d'	de	P	_
organe	organe	NC	_
.	.	PONCT	_
On	on	CLS	_
peut	pouvoir	V	_
observer	observer	VINF	_
la	le	DET	_
même	même	ADJ	_
marche	marche	NC	_
,	,	PONCT	_
pour	pour	P	_
déterminer	déterminer	VINF	_
l'	le	DET	_
usage	usage	NC	_
des	de_le	P+D	_
diverses	divers	DET	_
parties	partie	NC	_
d'	de	P	_
un	un	DET	_
organe	organe	NC	_
,	,	PONCT	_
et	et	CC	_
pour	pour	P	_
reconnoître	reconnaître	VINF	_
celles	celui	PRO	_
qui	qui	PROREL	_
sont	être	V	_
essentielles	essentiel	ADJ	_
,	,	PONCT	_
et	et	CC	_
les	il	CLO	_
distinguer	distinguer	VINF	_
de	de	P	_
celles	celui	PRO	_
qui	qui	PROREL	_
ne	ne	ADV	_
sont	être	V	_
qu'	qu'	ADV	_
accessoires	accessoire	ADJ	_
.	.	PONCT	_
Il	il	CLS	_
suffit	suffire	V	_
de	de	P	_
suivre	suivre	VINF	_
cet	ce	DET	_
organe	organe	NC	_
dans	dans	P	_
toutes	tout	ADJ	_
les	le	DET	_
classes	classe	NC	_
qui	qui	PROREL	_
l'	il	CLO	_
ont	avoir	V	_
reçu	recevoir	VPP	_
et	et	CC	_
d'	de	P	_
examiner	examiner	VINF	_
quelles	il	PROWH	_
sont	être	V	_
les	le	DET	_
parties	partie	NC	_
qui	qui	PROREL	_
s'	se	CLO	_
y	y	CLO	_
trouvent	trouver	V	_
toujours	toujours	ADV	_
,	,	PONCT	_
et	et	CC	_
quel	quel	DET	_
changement	changement	NC	_
opère	opérer	V	_
dans	dans	P	_
les	le	DET	_
fonctions	fonction	NC	_
relatives	relatif	ADJ	_
à	à	P	_
cet	ce	DET	_
organe	organe	NC	_
,	,	PONCT	_
l'	le	DET	_
absence	absence	NC	_
de	de	P	_
celles	celui	PRO	_
qui	qui	PROREL	_
manquent	manquer	V	_
dans	dans	P	_
certaines	certain	DET	_
classes	classe	NC	_
.	.	PONCT	_
Mais	mais	CC	_
il	il	CLS	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
permis	permettre	VPP	_
de	de	P	_
borner	borner	VINF	_
ses	son	DET	_
recherches	recherche	NC	_
à	à	P	_
quelques	quelque	DET	_
espèces	espèce	NC	_
:	:	PONCT	_
souvent	souvent	ADV	_
une	un	DET	_
seule	seul	ADJ	_
négligée	négligée	NC	_
recèle	receler	V	_
une	un	DET	_
exception	exception	NC	_
qui	qui	PROREL	_
détruit	détruire	V	_
tout	tout	ADJ	_
un	un	DET	_
systême	système	NC	_
.	.	PONCT	_
Cette	ce	DET	_
méthode	méthode	NC	_
de	de	P	_
raisonner	raisonner	VINF	_
en	en	P	_
physiologie	physiologie	NC	_
ne	ne	ADV	_
peut	pouvoir	V	_
devenir	devenir	VINF	_
rigoureuse	rigoureux	ADJ	_
qu'	qu'	ADV	_
autant	autant	ADV	_
qu'	que	CS	_
on	on	CLS	_
approchera	approcher	V	_
de	de	P	_
la	le	DET	_
connoissance	connaissance	NC	_
complète	complet	ADJ	_
de	de	P	_
l'	le	DET	_
anatomie	anatomie	NC	_
des	de_le	P+D	_
animaux	animal	NC	_
;	;	PONCT	_
cependant	cependant	ADV	_
,	,	PONCT	_
si	si	CS	_
dans	dans	P	_
son	son	DET	_
état	état	NC	_
actuel	actuel	ADJ	_
,	,	PONCT	_
cette	ce	DET	_
dernière	dernier	ADJ	_
science	science	NC	_
ne	ne	ADV	_
peut	pouvoir	V	_
nous	nous	CLO	_
conduire	conduire	VINF	_
encore	encore	ADV	_
directement	directement	ADV	_
à	à	P	_
des	un	DET	_
découvertes	découverte	NC	_
certaines	certain	PRO	_
,	,	PONCT	_
elle	il	CLS	_
est	être	V	_
déja	déja	NC	_
du	de_le	P+D	_
