DéDICACE	dédicace	NC	_
mon	mon	DET	_
coeur	cœur	NC	_
d'	de	P	_
une	un	DET	_
douce	doux	ADJ	_
joie	joie	NC	_
;	;	PONCT	_
la	le	DET	_
voix	voix	NC	_
de	de	P	_
l'	le	DET	_
étranger	étranger	NC	_
me	je	CLO	_
parut	paraître	V	_
plus	plus	ADV	_
mélodieuse	mélodieux	ADJ	_
que	que	CS	_
la	le	DET	_
musique	musique	NC	_
de	de	P	_
Mozart	Mozart	NP	_
,	,	PONCT	_
et	et	CC	_
je	je	CLS	_
dirigeai	diriger	V	_
vers	vers	P	_
ses	son	DET	_
lunettes	lunette	NC	_
d'	de	P	_
or	or	NC	_
un	un	DET	_
regard	regard	NC	_
étincelant	étincelant	ADJ	_
de	de	P	_
reconnaissance	reconnaissance	NC	_
.	.	PONCT	_
Vous	vous	CLS	_
ne	ne	ADV	_
sauriez	savoir	V	_
croire	croire	VINF	_
,	,	PONCT	_
ami	ami	ADJ	_
lecteur	lecteur	NC	_
,	,	PONCT	_
combien	combien	PROWH	_
nous	nous	CLS	_
aimons	aimer	V	_
ceux	celui	PRO	_
qui	qui	PROREL	_
ont	avoir	V	_
pris	prendre	VPP	_
la	le	DET	_
peine	peine	NC	_
de	de	P	_
déchiffrer	déchiffrer	VINF	_
notre	notre	DET	_
grimoire	grimoire	NC	_
.	.	PONCT	_
Quant_à	quant_à	P	_
moi	je	PRO	_
,	,	PONCT	_
si	si	CS	_
j'	je	CLS	_
ai	avoir	V	_
jamais	jamais	ADV	_
souhaité	souhaiter	VPP	_
d'	de	P	_
être	être	VINF	_
riche	riche	ADJ	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
pour	pour	P	_
assurer	assurer	VINF	_
des	un	DET	_
rentes	rente	NC	_
à	à	P	_
tous	tout	ADJ	_
ceux	celui	PRO	_
qui	qui	PROREL	_
m'	je	CLO	_
ont	avoir	V	_
lu	lire	VPP	_
.	.	PONCT	_
Je	je	CLS	_
le	il	CLO	_
pris	prendre	V	_
par	par	P	_
la	le	DET	_
main	main	NC	_
,	,	PONCT	_
cet	ce	DET	_
excellent	excellent	ADJ	_
jeune	jeune	ADJ	_
homme	homme	NC	_
.	.	PONCT	_
Je	je	CLS	_
le	il	CLO	_
fis	faire	V	_
asseoir	asseoir	VINF	_
sur	sur	P	_
le	le	DET	_
meilleur	meilleur	ADJ	_
banc	banc	NC	_
du	de_le	P+D	_
jardin	jardin	NC	_
,	,	PONCT	_
car	car	CC	_
nous	nous	CLS	_
en	en	CLO	_
avons	avoir	V	_
deux	il	PRO	_
.	.	PONCT	_
Il	il	CLS	_
m'	je	CLO	_
apprit	apprendre	V	_
qu'	que	CS	_
il	il	CLS	_
était	être	V	_
botaniste	botaniste	NC	_
et	et	CC	_
qu'	que	CS	_
il	il	CLS	_
avait	avoir	V	_
une	un	DET	_
mission	mission	NC	_
du	de_le	P+D	_
jardin	jardin	NC	_
des	de_le	P+D	_
plantes	plante	NC	_
de	de	P	_
Hambourg	Hambourg	NP	_
.	.	PONCT	_
Tout	tout	ADV	_
en	en	P	_
complétant	compléter	VPR	_
son	son	DET	_
herbier	herbier	NC	_
,	,	PONCT	_
il	il	CLS	_
avait	avoir	V	_
observé	observer	VPP	_
de	de	P	_
son	son	DET	_
mieux	mieux	NC	_
le	le	DET	_
pays	pays	NC	_
,	,	PONCT	_
les	le	DET	_
bêtes	bête	NC	_
et	et	CC	_
les	le	DET	_
gens	gens	NC	_
.	.	PONCT	_
Ses	son	DET	_
descriptions	description	NC	_
naïves	naïf	ADJ	_
,	,	PONCT	_
ses	son	DET	_
vues	vue	NC	_
courtes	court	ADJ	_
mais	mais	CC	_
justes	juste	ADJ	_
,	,	PONCT	_
me	je	CLO	_
rappelaient	rappeler	V	_
un	un	DET	_
peu	peu	NC	_
la	le	DET	_
manière	manière	NC	_
du	de_le	P+D	_
bonhomme	bonhomme	NC	_
Hérodote	Hérodote	NP	_
.	.	PONCT	_
Il	il	CLS	_
s'	se	CLO	_
exprimait	exprimer	V	_
lourdement	lourdement	ADV	_
,	,	PONCT	_
mais	mais	CC	_
avec	avec	P	_
une	un	DET	_
candeur	candeur	NC	_
qui	qui	PROREL	_
imposait	imposer	V	_
la	le	DET	_
confiance	confiance	NC	_
;	;	PONCT	_
il	il	CLS	_
appuyait	appuyer	V	_
sur	sur	P	_
ses	son	DET	_
paroles	parole	NC	_
du	de_le	P+D	_
ton	ton	NC	_
d'	de	P	_
un	un	DET	_
homme	homme	NC	_
profondément	profondément	ADV	_
convaincu	convaincre	VPP	_
.	.	PONCT	_
Il	il	CLS	_
put	pouvoir	V	_
me	je	CLO	_
donner	donner	VINF	_
des	un	DET	_
nouvelles	nouvelle	NC	_
,	,	PONCT	_
sinon	sinon	P	_
de	de	P	_
toute	tout	ADJ	_
la	le	DET	_
ville	ville	NC	_
d'	de	P	_
Athènes	Athènes	NP	_
,	,	PONCT	_
au	à_le	P+D	_
moins	moins	NC	_
des	de_le	P+D	_
principaux	principal	ADJ	_
personnages	personnage	NC	_
que	que	PROREL	_
j'	je	CLS	_
ai	avoir	V	_
nommés	nommer	VPP	_
dans	dans	P	_
mon	mon	DET	_
livre	livre	NC	_
.	.	PONCT	_
Dans	dans	P	_
le	le	DET	_
cous	cou	NC	_
de	de	P	_
la	le	DET	_
conversation	conversation	NC	_
,	,	PONCT	_
il	il	CLS	_
énonça	énoncer	V	_
quelques	quelque	DET	_
idées	idée	NC	_
générales	général	ADJ	_
qui	qui	PROREL	_
me	je	CLO	_
parurent	paraître	V	_
d'	de	P	_
autant	autant	ADV	_
plus	plus	ADV	_
judicieuses	judicieux	ADJ	_
que	que	CS	_
je	je	CLS	_
les	il	CLO	_
avais	avoir	V	_
développées	développer	VPP	_
avant	avant	P	_
lui	il	PRO	_
.	.	PONCT	_
Au	à_le	P+D	_
bout	bout	NC	_
d'	de	P	_
une	un	DET	_
heure	heure	NC	_
d'	de	P	_
entretien	entretien	NC	_
,	,	PONCT	_
nous	nous	CLS	_
étions	être	V	_
intimes	intime	ADJ	_
.	.	PONCT	_
Je	je	CLS	_
ne	ne	ADV	_
sais	savoir	V	_
lequel	lequel	PROREL	_
de	de	P	_
nous	nous	PRO	_
deux	deux	ADJ	_
prononça	prononcer	V	_
le	le	DET	_
premier	premier	NC	_
le	le	DET	_
mot	mot	NC	_
de	de	P	_
brigandage	brigandage	NC	_
.	.	PONCT	_
Les	le	DET	_
voyageurs	voyageur	NC	_
qui	qui	PROREL	_
ont	avoir	V	_
couru	courir	VPP	_
l'	le	DET	_
Italie	Italie	NP	_
parlent	parler	V	_
peinture	peinture	NC	_
.	.	PONCT	_
Ceux	celui	PRO	_
qui	qui	PROREL	_
ont	avoir	V	_
visité	visiter	VPP	_
l'	le	DET	_
Angleterre	Angleterre	NP	_
parlent	parler	V	_
industrie	industrie	NC	_
:	:	PONCT	_
chaque	chaque	DET	_
pays	pays	NC	_
a	avoir	V	_
sa	son	DET	_
spécialité	spécialité	NC	_
.	.	PONCT	_
"	"	PONCT	_
mon	mon	DET	_
cher	cher	ADJ	_
monsieur	monsieur	NC	_
,	,	PONCT	_
demandai	demander	V	_
-je	je	CLS	_
au	à_le	P+D	_
précieux	précieux	ADJ	_
inconnu	inconnu	NC	_
,	,	PONCT	_
avez	avoir	V	_
-vous	vous	CLS	_
rencontré	rencontrer	VPP	_
des	de_le	P+D	_
brigands	brigand	NC	_
?	?	PONCT	_
Est	être	V	_
-il	il	CLS	_
vrai	vrai	ADJ	_
,	,	PONCT	_
comme	comme	CS	_
on	on	CLS	_
l'	il	CLO	_
a	avoir	V	_
prétendu	prétendre	VPP	_
,	,	PONCT	_
qu'	que	CS	_
il	il	CLS	_
y	y	CLO	_
ait	avoir	V	_
encore	encore	ADV	_
des	un	DET	_
brigands	brigand	NC	_
en	en	P	_
Grèce	Grèce	NP	_
?	?	PONCT	_
-	-	X	_
il	il	CLS	_
n'	ne	ADV	_
est	être	V	_
que	que	ADV	_
trop	trop	ADV	_
vrai	vrai	ADJ	_
,	,	PONCT	_
répondit	répondre	V	_
-il	il	CLS	_
gravement	gravement	ADV	_
.	.	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
vécu	vivre	VPP	_
quinze	quinze	DET	_
jours	jour	NC	_
dans	dans	P	_
les	le	DET	_
mains	main	NC	_
du	de_le	P+D	_
terrible	terrible	ADJ	_
Hadgi	Hadgi	NP	_
-	-	PONCT	_
Stavros	Stavros	NP	_
,	,	PONCT	_
surnommé	surnommer	VPP	_
le	le	DET	_
roi	roi	NC	_
des	de_le	P+D	_
montagnes	montagne	NC	_
;	;	PONCT	_
j'	je	CLS	_
en	en	CLO	_
puis	pouvoir	V	_
donc	donc	ADV	_
parler	parler	VINF	_
par	par	P	_
expérience	expérience	NC	_
.	.	PONCT	_
Si	si	CS	_
vous	vous	CLS	_
êtes	être	V	_
de	de	P	_
loisir	loisir	NC	_
,	,	PONCT	_
et	et	CC	_
qu'	que	CS	_
un	un	DET	_
long	long	ADJ	_
récit	récit	NC	_
ne	ne	ADV	_
vous	vous	CLO	_
fasse	faire	V	_
pas	pas	ADV	_
peur	peur	NC	_
,	,	PONCT	_
je	je	CLS	_
suis	être	V	_
prêt	prêt	ADJ	_
à	à	P	_
vous	vous	CLO	_
donner	donner	VINF	_
les	le	DET	_
détails	détail	NC	_
de	de	P	_
mon	mon	DET	_
aventure	aventure	NC	_
.	.	PONCT	_
Vous	vous	CLS	_
en	en	CLO	_
ferez	faire	V	_
ce	ce	PRO	_
qu'	que	PROREL	_
il	il	CLS	_
vous	vous	CLO	_
plaira	plaire	V	_
:	:	PONCT	_
un	un	DET	_
roman	roman	NC	_
,	,	PONCT	_
une	un	DET	_
nouvelle	nouvelle	NC	_
,	,	PONCT	_
ou	ou	CC	_
plutôt	plutôt	ADV	_
(	(	PONCT	_
car	car	CC	_
c'	ce	CLS	_
est	être	V	_
de	de	X	_
l'	le	DET	_
histoire	histoire	NC	_
)	)	PONCT	_
un	un	DET	_
chapitre	chapitre	NC	_
additionnel	additionnel	ADJ	_
pour	pour	P	_
ce	ce	DET	_
petit	petit	ADJ	_
livre	livre	NC	_
où	où	PROREL	_
vous	vous	CLS	_
avez	avoir	V	_
entassé	entasser	VPP	_
de	un	DET	_
si	si	ADV	_
curieuses	curieux	ADJ	_
vérités	vérité	NC	_
.	.	PONCT	_
-	-	X	_
vous	vous	CLS	_
êtes	être	V	_
vraiment	vraiment	ADV	_
trop	trop	ADV	_
bon	bon	ADJ	_
,	,	PONCT	_
lui	il	CLO	_
dis	dire	V	_
-je	je	CLS	_
,	,	PONCT	_
et	et	CC	_
mes	mon	DET	_
deux	deux	ADJ	_
oreilles	oreille	NC	_
sont	être	V	_
à	à	P	_
vos	votre	DET	_
ordres	ordre	NC	_
.	.	PONCT	_
Entrons	entrer	V	_
dans	dans	P	_
mon	mon	DET	_
cabinet	cabinet	NC	_
de	de	P	_
travail	travail	NC	_
.	.	PONCT	_
Nous	nous	CLS	_
y	y	CLO	_
aurons	avoir	V	_
moins	moins	ADV	_
chaud	chaud	ADJ	_
qu'	que	CS	_
au	à_le	P+D	_
jardin	jardin	NC	_
,	,	PONCT	_
et	et	CC	_
cependant	cependant	ADV	_
l'	le	DET	_
odeur	odeur	NC	_
des	de_le	P+D	_
résédas	réséda	NC	_
et	et	CC	_
des	un	DET	_
pois	pois	NC	_
musqués	musquer	VPP	_
arrivera	arriver	V	_
jusqu'	jusque	P	_
à	à	P	_
nous	nous	PRO	_
.	.	PONCT	_
"	"	PONCT	_
il	il	CLS	_
me	je	CLO	_
suivit	suivre	V	_
de	de	P	_
fort	fort	ADV	_
bonne	bon	ADJ	_
grâce	grâce	NC	_
,	,	PONCT	_
et	et	CC	_
tout	tout	ADV	_
en	en	P	_
marchant	marcher	VPR	_
il	il	CLS	_
fredonnait	fredonner	V	_
en	en	P	_
grec	grec	NC	_
un	un	DET	_
chant	chant	NC	_
populaire	populaire	ADJ	_
:	:	PONCT	_
un	un	DET	_
clephte	clephte	NC	_
aux	à_le	P+D	_
yeux	œil	NC	_
noirs	noir	ADJ	_
descend	descendre	V	_
dans	dans	P	_
les	le	DET	_
plaines	plaine	NC	_
;	;	PONCT	_
son	son	DET	_
fusil	fusil	NC	_
doré	doré	ADJ	_
sonne	sonner	V	_
à	à	P	_
chaque	chaque	DET	_
pas	pas	NC	_
;	;	PONCT	_
il	il	CLS	_
dit	dire	V	_
aux	à_le	P+D	_
vautours	vautour	NC	_
:	:	PONCT	_
"	"	PONCT	_
ne	ne	ADV	_
me	je	CLO	_
quitez	quitez	V	_
pas	pas	ADV	_
;	;	PONCT	_
je	je	CLS	_
vous	vous	CLO	_
servirai	servir	V	_
le	le	DET	_
pacha	pacha	NC	_
d'	de	P	_
Athènes	Athènes	NP	_
!	!	PONCT	_
"	"	PONCT	_
il	il	CLS	_
s'	se	CLO	_
établit	établir	V	_
sur	sur	P	_
un	un	DET	_
divan	divan	NC	_
,	,	PONCT	_
replia	replier	V	_
ses	son	DET	_
jambes	jambe	NC	_
sous	sous	P	_
lui	il	PRO	_
,	,	PONCT	_
comme	comme	P	_
les	le	DET	_
conteurs	conteur	NC	_
arabes	arabe	ADJ	_
,	,	PONCT	_
ôta	ôter	V	_
son	son	DET	_
paletot	paletot	NC	_
pour	pour	P	_
se	se	CLO	_
mettre	mettre	VINF	_
au	à_le	P+D	_
frais	frais	NC	_
,	,	PONCT	_
alluma	allumer	V	_
sa	son	DET	_
pipe	pipe	NC	_
et	et	CC	_
commença	commencer	V	_
le	le	DET	_
récit	récit	NC	_
de	de	P	_
son	son	DET	_
histoire	histoire	NC	_
.	.	PONCT	_
J'	je	CLS	_
étais	être	V	_
à	à	P	_
mon	mon	DET	_
bureau	bureau	NC	_
,	,	PONCT	_
et	et	CC	_
je	je	CLS	_
sténographiais	sténographier	V	_
sous	sous	P	_
sa	son	DET	_
dictée	dictée	NC	_
.	.	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
toujours	toujours	ADV	_
été	être	VPP	_
sans	sans	P	_
défiance	défiance	NC	_
,	,	PONCT	_
surtout	surtout	ADV	_
avec	avec	P	_
ceux	celui	PRO	_
qui	qui	PROREL	_
me	je	CLO	_
font	faire	V	_
des	un	DET	_
compliments	compliment	NC	_
.	.	PONCT	_
Toutefois	toutefois	ADV	_
l'	le	DET	_
aimable	aimable	NC	_
étranger	étranger	ADJ	_
me	je	CLO	_
contait	conter	V	_
des	un	DET	_
choses	chose	NC	_
si	si	ADV	_
surprenantes	surprenant	ADJ	_
,	,	PONCT	_
que	que	PROREL	_
je	je	CLS	_
me	je	CLO	_
demandai	demander	V	_
à	à	P	_
plusieurs	plusieurs	DET	_
reprises	reprise	NC	_
s'	si	CS	_
il	il	CLS	_
ne	ne	ADV	_
se	se	CLO	_
moquait	moquer	V	_
pas	pas	ADV	_
de	de	P	_
moi	je	PRO	_
.	.	PONCT	_
Mais	mais	CC	_
sa	son	DET	_
parole	parole	NC	_
était	être	V	_
si	si	ADV	_
assurée	assuré	ADJ	_
,	,	PONCT	_
ses	son	DET	_
yeux	œil	NC	_
bleus	bleu	ADJ	_
m'	je	CLO	_
envoyaient	envoyer	V	_
un	un	DET	_
regard	regard	NC	_
si	si	ADV	_
limpide	limpide	ADJ	_
,	,	PONCT	_
que	que	PROREL	_
mes	mon	DET	_
éclairs	éclair	NC	_
de	de	P	_
scepticisme	scepticisme	NC	_
s'	se	CLO	_
éteignaient	éteindre	V	_
au	à_le	P+D	_
même	même	ADV	_
instant	instant	NC	_
.	.	PONCT	_
Il	il	CLS	_
parla	parler	V	_
sans	sans	P	_
désemparer	désemparer	VINF	_
,	,	PONCT	_
jusqu'	jusque	P	_
à	à	P	_
midi	midi	NC	_
et	et	CC	_
demi	demi	NC	_
.	.	PONCT	_
S'	si	CS	_
il	il	CLS	_
s'	se	CLO	_
interrompit	interrompre	V	_
deux	deux	DET	_
ou	ou	CC	_
trois	trois	DET	_
fois	fois	NC	_
,	,	PONCT	_
ce	ce	CLS	_
fut	être	V	_
pour	pour	P	_
rallumer	rallumer	VINF	_
sa	son	DET	_
pipe	pipe	NC	_
.	.	PONCT	_
Il	il	CLS	_
fumait	fumer	V	_
régulièrement	régulièrement	ADV	_
,	,	PONCT	_
par	par	P	_
bouffées	bouffée	NC	_
égales	égal	ADJ	_
,	,	PONCT	_
comme	comme	P	_
la	le	DET	_
cheminée	cheminée	NC	_
d'	de	P	_
une	un	DET	_
machine	machine	NC	_
à	à	P	_
vapeur	vapeur	NC	_
.	.	PONCT	_
Chaque	chaque	DET	_
fois	fois	NC	_
qu'	que	CS	_
il	il	CLS	_
m'	je	CLO	_
arrivait	arriver	V	_
de	de	P	_
lever	lever	VINF	_
les	le	DET	_
yeux	œil	NC	_
sur	sur	P	_
lui	il	PRO	_
,	,	PONCT	_
je	je	CLS	_
le	il	CLO	_
voyais	voir	V	_
tranquille	tranquille	ADJ	_
et	et	CC	_
souriant	sourire	VPR	_
au	à_le	P+D	_
milieu	milieu	NC	_
d'	de	P	_
un	un	DET	_
nuage	nuage	NC	_
,	,	PONCT	_
comme	comme	P	_
Jupiter	Jupiter	NP	_
au	à_le	P+D	_
cinquième	cinquième	ADJ	_
acte	acte	NC	_
d'	de	P	_
amphitryon	amphitryon	NC	_
.	.	PONCT	_
on	on	CLS	_
vint	venir	V	_
nous	nous	CLO	_
annoncer	annoncer	VINF	_
que	que	CS	_
le	le	DET	_
déjeuner	déjeuner	NC	_
était	être	V	_
servi	servir	VPP	_
.	.	PONCT	_
Hermann	Hermann	NP	_
s'	se	CLO	_
assit	asseoir	V	_
en	en	P	_
face	face	NC	_
de	de	P	_
moi	je	PRO	_
,	,	PONCT	_
et	et	CC	_
les	le	DET	_
légers	léger	ADJ	_
soupçons	soupçon	NC	_
qui	qui	PROREL	_
me	je	CLO	_
trottaient	trotter	V	_
par	par	P	_
la	le	DET	_
tête	tête	NC	_
ne	ne	ADV	_
tinrent	tenir	V	_
pas	pas	ADV	_
devant	devant	P	_
son	son	DET	_
appétit	appétit	NC	_
.	.	PONCT	_
Je	je	CLS	_
me	je	CLO	_
disais	dire	V	_
qu'	que	CS	_
un	un	DET	_
bon	bon	ADJ	_
estomac	estomac	NC	_
accompagne	accompagner	V	_
rarement	rarement	ADV	_
une	un	DET	_
mauvaise	mauvais	ADJ	_
conscience	conscience	NC	_
.	.	PONCT	_
Le	le	DET	_
jeune	jeune	ADJ	_
allemand	allemand	NC	_
était	être	V	_
trop	trop	ADV	_
bon	bon	ADJ	_
convive	convive	NC	_
pour	pour	P	_
être	être	VINF	_
narrateur	narrateur	NC	_
infidèle	infidèle	ADJ	_
,	,	PONCT	_
et	et	CC	_
sa	son	DET	_
voracité	voracité	NC	_
me	je	CLO	_
répondait	répondre	V	_
de	de	P	_
sa	son	DET	_
véracité	véracité	NC	_
.	.	PONCT	_
Frappé	frapper	VPP	_
de	de	P	_
cette	ce	DET	_
idée	idée	NC	_
,	,	PONCT	_
je	je	CLS	_
confessai	confesser	V	_
,	,	PONCT	_
