PERSONNAGES	personnage	NC	_
du	de_le	P+D	_
château	château	NC	_
.	.	PONCT	_
Troupe	troupe	NC	_
d'	de	P	_
indépendans	indépendant	NC	_
.	.	PONCT	_
Troupes	troupe	NC	_
allemandes	allemand	ADJ	_
.	.	PONCT	_
La	le	DET	_
scène	scène	NC	_
est	être	V	_
en	en	P	_
*	*	PONCT	_
bohême	bohème	ADJ	_
.	.	PONCT	_
ACTE	acte	NC	_
PREMIER	PREMIER	ADJ	_
.	.	PONCT	_
ACTE	acte	NC	_
PREMIER	PREMIER	ADJ	_
.	.	PONCT	_
Le	le	DET	_
théâtre	théâtre	NC	_
représente	représenter	V	_
le	le	DET	_
jardin	jardin	NC	_
d'	de	P	_
un	un	DET	_
château	château	NC	_
fort	fort	ADJ	_
;	;	PONCT	_
il	il	CLS	_
se	se	CLO	_
termine	terminer	V	_
dans	dans	P	_
le	le	DET	_
fond	fond	NC	_
par	par	P	_
le	le	DET	_
fossé	fossé	NC	_
,	,	PONCT	_
et	et	CC	_
à	à	P	_
droite	droite	NC	_
par	par	P	_
un	un	DET	_
mur	mur	NC	_
épais	épais	ADJ	_
,	,	PONCT	_
dans	dans	P	_
lequel	lequel	PROREL	_
est	être	V	_
une	un	DET	_
petite	petit	ADJ	_
porte	porte	NC	_
qui	qui	PROREL	_
donne	donner	V	_
de	de	P	_
plein	plein	ADJ	_
-	-	PONCT	_
pied	pied	NC	_
dans	dans	P	_
la	le	DET	_
campagne	campagne	NC	_
.	.	PONCT	_
À	à	P	_
gauche	gauche	NC	_
on	on	CLS	_
apperçoit	apercevoir	V	_
le	le	DET	_
dernier	dernier	ADJ	_
corps	corps	NC	_
-	-	PONCT	_
de	de	P	_
-	-	PONCT	_
logis	logis	NC	_
d'	de	P	_
un	un	DET	_
château	château	NC	_
gothique	gothique	ADJ	_
surmonté	surmonter	VPP	_
de	de	P	_
tourelles	tourelle	NC	_
.	.	PONCT	_
Du	de_le	P+D	_
même	même	ADV	_
côté	côté	NC	_
,	,	PONCT	_
sur	sur	P	_
le	le	DET	_
devant	devant	P	_
,	,	PONCT	_
une	un	DET	_
arcade	arcade	NC	_
ruinée	ruiner	VPP	_
,	,	PONCT	_
au-dessous	au-dessous	ADV	_
de	de	P	_
laquelle	il	PROREL	_
est	être	V	_
un	un	DET	_
berceau	berceau	NC	_
de	de	P	_
verdure	verdure	NC	_
.	.	PONCT	_
Dans	dans	P	_
le	le	DET	_
lointain	lointain	NC	_
la	le	DET	_
campagne	campagne	NC	_
.	.	PONCT	_
ACTE	acte	NC	_
PREMIER	premier	ADJ	_
,	,	PONCT	_
SCÈNE	scène	NC	_
PREMIÈRE	premier	ADJ	_
.	.	PONCT	_
SCÈNE	scène	NC	_
PREMIÈRE	PREMIÈRE	ADJ	_
.	.	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
,	,	PONCT	_
(	(	PONCT	_
se	se	CLO	_
promenant	promener	VPR	_
,	,	PONCT	_
et	et	CC	_
plongé	plonger	VPP	_
dans	dans	P	_
une	un	DET	_
profonde	profond	ADJ	_
rêverie	rêverie	NC	_
.	.	PONCT	_
)	)	PONCT	_
OUI	OUI	V	_
,	,	PONCT	_
je	je	CLS	_
dois	devoir	V	_
fuir	fuir	VINF	_
ce	ce	DET	_
séjour	séjour	NC	_
;	;	PONCT	_
l'	le	DET	_
honneur	honneur	NC	_
l'	il	CLO	_
exige	exiger	V	_
.	.	PONCT	_
Ce	ce	DET	_
château	château	NC	_
où	où	PROREL	_
l'on	on	CLS	_
éleva	élever	V	_
mon	mon	DET	_
enfance	enfance	NC	_
;	;	PONCT	_
ce	ce	DET	_
jardin	jardin	NC	_
où	où	PROREL	_
je	je	CLS	_
reçus	reçus	V	_
cent	cent	DET	_
fois	fois	NC	_
les	le	DET	_
innocentes	innocent	ADJ	_
caresses	caresse	NC	_
de	de	P	_
ma	mon	DET	_
Clémence	Clémence	NP	_
,	,	PONCT	_
de	de	P	_
Clémence	Clémence	NP	_
,	,	PONCT	_
qui	qui	PROREL	_
ne	ne	ADV	_
voit	voir	V	_
qu'	qu'	ADV	_
un	un	DET	_
frère	frère	NC	_
dans	dans	P	_
celui	celui	PRO	_
que	que	PROREL	_
le	le	DET	_
plus	plus	ADV	_
violent	violent	ADJ	_
amour	amour	NC	_
consume	consume	NC	_
;	;	PONCT	_
je	je	CLS	_
quitterai	quitter	V	_
tout	tout	PRO	_
...	…	PONCT	_
oui	oui	I	_
,	,	PONCT	_
tout	tout	PRO	_
.	.	PONCT	_
Mais	mais	CC	_
mon	mon	DET	_
protecteur	protecteur	NC	_
!...	!...	PONCT	_
cet	ce	DET	_
homme	homme	NC	_
respectable	respectable	ADJ	_
et	et	CC	_
vertueux	vertueux	ADJ	_
qui	qui	PROREL	_
compte	compter	V	_
sur	sur	P	_
moi	je	PRO	_
pour	pour	P	_
adoucir	adoucir	VINF	_
les	le	DET	_
ennuis	ennui	NC	_
de	de	P	_
sa	son	DET	_
vieillesse	vieillesse	NC	_
;	;	PONCT	_
aurai	avoir	V	_
-je	je	CLS	_
bien	bien	ADV	_
le	le	DET	_
courage	courage	NC	_
de	de	P	_
l'	il	CLO	_
abandonner	abandonner	VINF	_
?...	?...	PONCT	_
Ingrat	ingrat	ADJ	_
Victor	Victor	NP	_
!	!	PONCT	_
l'	le	DET	_
as	as	NC	_
-tu	tu	CLS	_
pu	pouvoir	VPP	_
concevoir	concevoir	VINF	_
cet	ce	DET	_
affreux	affreux	ADJ	_
projet	projet	NC	_
?...	?...	PONCT	_
et	et	CC	_
pourquoi	pourquoi	PROWH	_
fuir	fuir	VINF	_
?...	?...	PONCT	_
Si	si	CS	_
je	je	CLS	_
lui	il	CLO	_
déclarois	déclarer	V	_
mon	mon	DET	_
amour	amour	NC	_
pour	pour	P	_
sa	son	DET	_
fille	fille	NC	_
,	,	PONCT	_
cet	ce	DET	_
amour	amour	NC	_
pur	pur	ADJ	_
et	et	CC	_
fondé	fonder	VPP	_
sur	sur	P	_
la	le	DET	_
reconnoissance	reconnaissance	NC	_
,	,	PONCT	_
pourroit	pouvoir	V	_
-il	il	CLS	_
me	je	CLO	_
repousser	repousser	VINF	_
de	de	P	_
son	son	DET	_
sein	sein	NC	_
après	après	P	_
m'	je	CLO	_
avoir	avoir	VINF	_
tant	tant	ADV	_
de	de	P	_
fois	fois	NC	_
accablé	accabler	VPP	_
des	de_le	P+D	_
bontés	bonté	NC	_
les	le	DET	_
plus	plus	ADV	_
touchantes	touchant	ADJ	_
?...	?...	PONCT	_
Non	non	I	_
.	.	PONCT	_
Le	le	DET	_
baron	baron	NC	_
de	de	P	_
Fritzierne	Fritzierne	NP	_
est	être	V	_
sage	sage	ADJ	_
,	,	PONCT	_
il	il	CLS	_
fait	faire	V	_
peu	peu	ADV	_
de	de	P	_
cas	cas	NC	_
de	de	P	_
la	le	DET	_
naissance	naissance	NC	_
,	,	PONCT	_
des	un	DET	_
dons	don	NC	_
de	de	P	_
la	le	DET	_
fortune	fortune	NC	_
;	;	PONCT	_
il	il	CLS	_
n'	ne	ADV	_
estime	estimer	V	_
que	que	ADV	_
l'	le	DET	_
honneur	honneur	NC	_
et	et	CC	_
la	le	DET	_
probité	probité	NC	_
;	;	PONCT	_
il	il	CLS	_
me	je	CLO	_
jugera	juger	V	_
digne	digne	ADJ	_
de	de	P	_
sa	son	DET	_
fille	fille	NC	_
,	,	PONCT	_
il	il	CLS	_
nous	nous	CLO	_
unira	unir	V	_
!...	!...	PONCT	_
Ô	ô	I	_
ma	mon	DET	_
Clémence	Clémence	NP	_
!...	!...	PONCT	_
et	et	CC	_
que	que	CS	_
dis	dire	V	_
-je	je	CLS	_
,	,	PONCT	_
insensé	insensé	ADJ	_
?...	?...	PONCT	_
toi	tu	PRO	_
,	,	PONCT	_
malheureux	malheureux	ADJ	_
enfant	enfant	NC	_
,	,	PONCT	_
trouvé	trouver	VPP	_
dans	dans	P	_
une	un	DET	_
forêt	forêt	NC	_
;	;	PONCT	_
toi	tu	PRO	_
,	,	PONCT	_
sans	sans	P	_
parens	parent	NC	_
,	,	PONCT	_
sans	sans	P	_
amis	ami	NC	_
,	,	PONCT	_
sans	sans	P	_
appui	appui	NC	_
sur	sur	P	_
la	le	DET	_
terre	terre	NC	_
,	,	PONCT	_
tu	tu	CLS	_
deviendrois	devenir	V	_
le	le	DET	_
gendre	gendre	NC	_
de	de	P	_
l'	le	DET	_
un	un	NC	_
des	de_le	P+D	_
plus	plus	ADV	_
riches	riche	ADJ	_
seigneurs	seigneur	NC	_
d'	de	P	_
allemagne	Allemagne	NP	_
!...	!...	PONCT	_
Non	non	I	_
,	,	PONCT	_
non	non	I	_
,	,	PONCT	_
*	*	X	_
Victor	Victor	NP	_
,	,	PONCT	_
cesse	cesse	NC	_
de	de	P	_
t'	tu	CLO	_
abuser	abuser	VINF	_
;	;	PONCT	_
ce	ce	DET	_
bonheur	bonheur	NC	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
fait	faire	VPP	_
pour	pour	P	_
toi	tu	PRO	_
.	.	PONCT	_
Fuis	fuir	V	_
,	,	PONCT	_
malheureux	malheureux	ADJ	_
!...	!...	PONCT	_
fuis	fuir	VPP	_
des	de_le	P+D	_
lieux	lieu	NC	_
que	que	CS	_
ta	ton	DET	_
présence	présence	NC	_
ne	ne	ADV	_
tarderoit	tarder	V	_
point	point	ADV	_
à	à	P	_
troubler	troubler	VINF	_
.	.	PONCT	_
(	(	PONCT	_
Il	il	CLS	_
s'	se	CLO	_
assied	asseoir	V	_
sous	sous	P	_
le	le	DET	_
berceau	berceau	NC	_
et	et	CC	_
retombe	retombe	NC	_
dans	dans	P	_
la	le	DET	_
rêverie	rêverie	NC	_
.	.	PONCT	_
)	)	PONCT	_
ACTE	acte	NC	_
PREMIER	premier	ADJ	_
,	,	PONCT	_
SCÈNE	scène	NC	_
ii	ii	ADJ	_
.	.	PONCT	_
SCÈNE	scène	NC	_
ii	ii	ADJ	_
.	.	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
,	,	PONCT	_
*	*	PONCT	_
CLÉMENCE	CLÉMENCE	NC	_
.	.	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
,	,	PONCT	_
(	(	PONCT	_
s'	se	CLO	_
approche	approcher	V	_
doucement	doucement	ADV	_
de	de	P	_
Victor	Victor	NP	_
et	et	CC	_
va	aller	V	_
pour	pour	P	_
l'	il	CLO	_
embrasser	embrasser	VINF	_
.	.	PONCT	_
)	)	PONCT	_
BONJOUR	BONJOUR	NC	_
Victor	Victor	NP	_
.	.	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
,	,	PONCT	_
(	(	PONCT	_
se	se	CLO	_
relève	relever	V	_
vivement	vivement	ADV	_
et	et	CC	_
la	le	DET	_
repousse	repousse	NC	_
.	.	PONCT	_
)	)	PONCT	_
Que	Que	NC	_
vas	aller	V	_
-tu	tu	CLS	_
faire	faire	VINF	_
?	?	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Est	être	V	_
-ce	ce	CLS	_
que	que	PROREL	_
mes	mon	DET	_
caresses	caresse	NC	_
te	tu	CLO	_
déplaisent	déplaire	V	_
?	?	PONCT	_
tu	tu	CLS	_
n'	ne	ADV	_
aimes	aimer	V	_
donc	donc	ADV	_
plus	plus	ADV	_
ta	ton	DET	_
soeur	sœur	NC	_
?	?	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
,	,	PONCT	_
(	(	PONCT	_
à	à	P	_
part	part	NC	_
et	et	CC	_
douloureusement	douloureusement	ADV	_
.	.	PONCT	_
)	)	PONCT	_
Ma	Ma	V	_
soeur	sœur	NC	_
!	!	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Y	y	CLO	_
a	avoir	V	_
-t-il	il	CLS	_
du	de_le	P+D	_
mal	mal	NC	_
à	à	P	_
embrasser	embrasser	VINF	_
son	son	DET	_
frère	frère	NC	_
?	?	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
.	.	PONCT	_
Ton	ton	DET	_
frère	frère	NC	_
,	,	PONCT	_
Clémence	Clémence	NP	_
!	!	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Eh	eh	I	_
oui	oui	I	_
,	,	PONCT	_
mon	mon	DET	_
frère	frère	NC	_
.	.	PONCT	_
Mais	mais	CC	_
voyez	voir	V	_
donc	donc	ADV	_
comme	comme	CS	_
il	il	CLS	_
me	je	CLO	_
parle	parler	V	_
aujourd'hui	aujourd'hui	ADV	_
!	!	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
,	,	PONCT	_
(	(	PONCT	_
la	il	CLO	_
repoussant	repousser	VPR	_
doucement	doucement	ADV	_
.	.	PONCT	_
)	)	PONCT	_
Laisse	Laisse	V	_
-moi	je	CLO	_
.	.	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Je	je	CLS	_
te	tu	CLO	_
suis	être	V	_
donc	donc	ADV	_
importune	importun	ADJ	_
?	?	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
.	.	PONCT	_
Non	non	ADV	_
pas	pas	ADV	_
.	.	PONCT	_
Mais	mais	CC	_
...	…	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Tu	tu	CLS	_
as	avoir	V	_
du	du	DET	_
chagrin	chagrin	NC	_
,	,	PONCT	_
n'	ne	ADV	_
est	être	V	_
-ce	ce	CLS	_
pas	pas	ADV	_
?	?	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
.	.	PONCT	_
Hélas	hélas	I	_
!	!	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Oui	oui	I	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
pour	pour	P	_
cela	cela	PRO	_
que	que	PROREL	_
tu	tu	CLS	_
as	avoir	V	_
besoin	besoin	NC	_
de	de	P	_
moi	je	PRO	_
;	;	PONCT	_
qui	qui	PROREL	_
adoucira	adoucir	V	_
tes	ton	DET	_
peines	peine	NC	_
?	?	PONCT	_
qui	qui	PROREL	_
les	il	CLO	_
partagera	partager	V	_
?	?	PONCT	_
qui	qui	PROREL	_
te	tu	CLO	_
consolera	consoler	V	_
?	?	PONCT	_
si	si	CS	_
ce	ce	CLS	_
n'	ne	ADV	_
est	être	V	_
ta	ton	DET	_
soeur	sœur	NC	_
...	…	PONCT	_
ta	ton	DET	_
soeur	sœur	NC	_
qui	qui	PROREL	_
t'	tu	CLO	_
aime	aimer	V	_
!...	!...	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
,	,	PONCT	_
(	(	PONCT	_
avec	avec	P	_
une	un	DET	_
sorte	sorte	NC	_
d'	de	P	_
effroi	effroi	NC	_
.	.	PONCT	_
)	)	PONCT	_
Tu	Tu	NP	_
m'	je	CLO	_
aimes	aimer	V	_
,	,	PONCT	_
Clémence	Clémence	NP	_
?	?	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Tenez	tenir	V	_
!...	!...	PONCT	_
il	il	CLS	_
en	en	CLO	_
doute	douter	V	_
à	à	P	_
présent	présent	NC	_
!	!	PONCT	_
tu	tu	CLS	_
sais	savoir	V	_
combien	combien	PROWH	_
je	je	CLS	_
chéris	chérir	V	_
mon	mon	DET	_
pere	père	NC	_
;	;	PONCT	_
et	et	CC	_
bien	bien	ADV	_
,	,	PONCT	_
je	je	CLS	_
ne	ne	ADV	_
sais	savoir	V	_
pourquoi	pourquoi	PROWH	_
,	,	PONCT	_
il	il	CLS	_
me	je	CLO	_
semble	sembler	V	_
que	que	ADV	_
tu	tu	CLS	_
m'	je	CLO	_
es	être	V	_
encore	encore	ADV	_
plus	plus	ADV	_
cher	cher	ADJ	_
que	que	CS	_
lui	il	PRO	_
;	;	PONCT	_
c'	ce	CLS	_
est	être	V	_
peut-être	peut-être	ADV	_
mal	mal	ADV	_
à	à	P	_
moi	je	PRO	_
,	,	PONCT	_
mais	mais	CC	_
mon	mon	DET	_
coeur	cœur	NC	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
maître	maître	NC	_
de	de	P	_
surmonter	surmonter	VINF	_
cet	ce	DET	_
excès	excès	NC	_
de	de	P	_
tendresse	tendresse	NC	_
.	.	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
,	,	PONCT	_
(	(	PONCT	_
avec	avec	P	_
peine	peine	NC	_
.	.	PONCT	_
)	)	PONCT	_
Que	Que	V	_
me	je	CLO	_
dis	dire	V	_
-tu	tu	CLS	_
?	?	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
La	le	DET	_
vérité	vérité	NC	_
.	.	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
.	.	PONCT	_
Ah	ah	I	_
!	!	PONCT	_
par	par	P	_
pitié	pitié	NC	_
,	,	PONCT	_
Clémence	Clémence	NP	_
,	,	PONCT	_
éloigne	éloigner	V	_
-toi	tu	CLO	_
,	,	PONCT	_
laisse	laisser	V	_
-moi	je	CLO	_
te	tu	CLO	_
fuir	fuir	VINF	_
.	.	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
,	,	PONCT	_
(	(	PONCT	_
vivement	vivement	ADV	_
.	.	PONCT	_
)	)	PONCT	_
Toi	tu	V	_
,	,	PONCT	_
nous	nous	CLO	_
fuir	fuir	VINF	_
!...	!...	PONCT	_
tu	tu	CLS	_
n'	ne	ADV	_
y	y	CLO	_
songes	songer	V	_
pas	pas	ADV	_
...	…	PONCT	_
(	(	PONCT	_
avec	avec	P	_
beaucoup	beaucoup	PRO	_
d'	de	P	_
intérêt	intérêt	NC	_
.	.	PONCT	_
)	)	PONCT	_
N'	N'	NC	_
est	être	V	_
-ce	ce	CLS	_
pas	pas	ADV	_
Victor	Victor	NP	_
,	,	PONCT	_
que	que	CS	_
tu	tu	CLS	_
n'	ne	ADV	_
en	en	CLO	_
as	avoir	V	_
pas	pas	ADV	_
envie	envie	NC	_
!...	!...	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
,	,	PONCT	_
(	(	PONCT	_
froidement	froidement	ADV	_
.	.	PONCT	_
)	)	PONCT	_
Laisse	Laisse	V	_
-moi	je	CLO	_
,	,	PONCT	_
laisse	laisser	V	_
-moi	je	CLO	_
seul	seul	ADJ	_
avec	avec	P	_
ma	mon	DET	_
douleur	douleur	NC	_
.	.	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Mais	mais	CC	_
,	,	PONCT	_
que	que	CS	_
t'	tu	CLO	_
ai	avoir	V	_
-je	je	CLS	_
donc	donc	ADV	_
fait	faire	VPP	_
pour	pour	P	_
me	je	CLO	_
traiter	traiter	VINF	_
avec	avec	P	_
tant	tant	ADV	_
de	de	P	_
froideur	froideur	NC	_
?	?	PONCT	_
depuis	depuis	P	_
quelque	quelque	DET	_
tems	temps	NC	_
tu	tu	CLS	_
m'	je	CLO	_
évites	éviter	V	_
,	,	PONCT	_
tu	tu	CLS	_
repousses	repousser	V	_
mes	mon	DET	_
caresses	caresse	NC	_
,	,	PONCT	_
tout	tout	PRO	_
-	-	PONCT	_
à	à	P	_
-	-	PONCT	_
l'	le	DET	_
heure	heure	NC	_
,	,	PONCT	_
encore	encore	ADV	_
...	…	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
,	,	PONCT	_
(	(	PONCT	_
agité	agité	NC	_
.	.	PONCT	_
)	)	PONCT	_
Ah	Ah	I	_
!	!	PONCT	_
Clémence	Clémence	NP	_
,	,	PONCT	_
si	si	CS	_
tu	tu	CLS	_
savois	savoir	V	_
...	…	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Parle	parler	V	_
,	,	PONCT	_
mon	mon	DET	_
cher	cher	NC	_
Victor	Victor	NP	_
,	,	PONCT	_
si	si	CS	_
tu	tu	CLS	_
as	avoir	V	_
quelque	quelque	DET	_
secret	secret	NC	_
,	,	PONCT	_
dis	dire	V	_
le	le	DET	_
moi	je	NC	_
.	.	PONCT	_
Je	je	CLS	_
suis	être	V	_
jeune	jeune	ADJ	_
encore	encore	ADV	_
,	,	PONCT	_
mais	mais	CC	_
digne	digne	ADJ	_
de	de	P	_
toute	tout	ADJ	_
ta	ton	DET	_
confiance	confiance	NC	_
.	.	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
.	.	PONCT	_
Tu	tu	CLS	_
l'	il	CLO	_
apprendras	apprendre	V	_
trop	trop	ADV	_
tôt	tôt	ADV	_
ce	ce	DET	_
fatal	fatal	ADJ	_
secret	secret	NC	_
.	.	PONCT	_
(	(	PONCT	_
il	il	CLS	_
s'	se	CLO	_
éloigne	éloigner	V	_
.	.	PONCT	_
)	)	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
,	,	PONCT	_
(	(	PONCT	_
l'	il	CLO	_
arrêtant	arrêter	VPR	_
.	.	PONCT	_
)	)	PONCT	_
Peux	Peux	V	_
-tu	tu	CLS	_
me	je	CLO	_
refuser	refuser	VINF	_
?...	?...	PONCT	_
mon	mon	DET	_
frere	frère	NC	_
...	…	PONCT	_
mon	mon	DET	_
cher	cher	ADJ	_
*	*	X	_
Victor	Victor	NP	_
...	…	PONCT	_
Tu	tu	CLS	_
ne	ne	ADV	_
m'	je	CLO	_
aimes	aimer	V	_
donc	donc	ADV	_
plus	plus	ADV	_
?	?	PONCT	_
(	(	PONCT	_
Elle	il	CLS	_
passe	passer	V	_
son	son	DET	_
bras	bras	NC	_
autour	autour	ADV	_
du	de_le	P+D	_
col	col	NC	_
de	de	P	_
Victor	Victor	NP	_
,	,	PONCT	_
et	et	CC	_
dans	dans	P	_
l'	le	DET	_
attitude	attitude	NC	_
la	le	DET	_
plus	plus	ADV	_
supliante	supliante	ADJ	_
et	et	CC	_
la	le	DET	_
plus	plus	ADV	_
expressive	expressif	ADJ	_
,	,	PONCT	_
le	le	DET	_
presse	presse	NC	_
de	de	P	_
lui	il	CLO	_
apprendre	apprendre	VINF	_
son	son	DET	_
secret	secret	NC	_
.	.	PONCT	_
*	*	X	_
Victor	Victor	NP	_
hésite	hésiter	V	_
long-	long-	X	_
tems	long-temps	ADV	_
,	,	PONCT	_
mais	mais	CC	_
l'	le	DET	_
amour	amour	NC	_
l'	il	CLO	_
emporte	emporter	V	_
.	.	PONCT	_
)	)	PONCT	_
*	*	X	_
VICTOR	VICTOR	NC	_
.	.	PONCT	_
*	*	X	_
Clémence	clémence	NC	_
,	,	PONCT	_
promets	promettre	V	_
-moi	je	CLO	_
de	de	P	_
garder	garder	VINF	_
dans	dans	P	_
ton	ton	DET	_
sein	sein	NC	_
l'	le	DET	_
aveu	aveu	NC	_
que	que	PROREL	_
je	je	CLS	_
vais	aller	V	_
te	tu	CLO	_
faire	faire	VINF	_
.	.	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
.	.	PONCT	_
Parle	parler	V	_
,	,	PONCT	_
parle	parler	V	_
,	,	PONCT	_
Victor	Victor	NP	_
.	.	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
.	.	PONCT	_
Jure	jurer	V	_
moi	je	PRO	_
...	…	PONCT	_
*	*	X	_
CLÉMENCE	clémence	NC	_
,	,	PONCT	_
(	(	PONCT	_
avec	avec	P	_
abandon	abandon	NC	_
.	.	PONCT	_
)	)	PONCT	_
Qu'	Qu'	NC	_
est	être	V	_
-il	il	CLS	_
besoin	besoin	NC	_
de	de	P	_
serment	serment	NC	_
?	?	PONCT	_
ton	ton	DET	_
coeur	cœur	NC	_
et	et	CC	_
le	le	DET	_
mien	mien	NC	_
ne	ne	ADV	_
font	faire	V	_
qu'	qu'	ADV	_
un	un	DET	_
.	.	PONCT	_
*	*	X	_
VICTOR	Victor	NP	_
.	.	PONCT	_
