élémens	_
INTRODUCTION	introduction	NC	_
juste	juste	ADJ	_
que	que	CS	_
cette	ce	DET	_
observation	observation	NC	_
de	de	P	_
*	*	X	_
hobbes	Hobbes	NP	_
.	.	PONCT	_
Peut-être	peut-être	ADV	_
verrons	voir	V	_
-nous	nous	CLS	_
bientôt	bientôt	ADV	_
ensemble	ensemble	ADV	_
la	le	DET	_
raison	raison	NC	_
de	de	P	_
ce	ce	DET	_
fait	fait	NC	_
;	;	PONCT	_
mais	mais	CC	_
,	,	PONCT	_
en	en	P	_
attendant	attendre	VPR	_
,	,	PONCT	_
vous	vous	CLS	_
pouvez	pouvoir	V	_
le	il	CLO	_
tenir	tenir	VINF	_
pour	pour	P	_
très	très	ADV	_
-	-	PONCT	_
certain	certain	ADJ	_
.	.	PONCT	_
Je	je	CLS	_
serais	être	V	_
même	même	ADV	_
fort	fort	ADV	_
surpris	surpris	ADJ	_
si	si	CS	_
votre	votre	DET	_
petite	petit	ADJ	_
expérience	expérience	NC	_
personnelle	personnel	ADJ	_
,	,	PONCT	_
quelque	quelque	DET	_
peu	peu	NC	_
étendue	étendu	ADJ	_
qu'	que	PROREL	_
elle	il	CLS	_
soit	être	V	_
,	,	PONCT	_
ne	ne	ADV	_
vous	vous	CLO	_
en	en	CLO	_
avait	avoir	V	_
pas	pas	ADV	_
déjà	déjà	ADV	_
offert	offrir	VPP	_
la	le	DET	_
preuve	preuve	NC	_
.	.	PONCT	_
En	en	P	_
tout	tout	DET	_
cas	cas	NC	_
,	,	PONCT	_
la	le	DET	_
première	premier	ADJ	_
fois	fois	NC	_
qu'	que	PROREL	_
il	il	CLS	_
arrivera	arriver	V	_
à	à	P	_
un	un	PRO	_
de	de	P	_
vos	votre	DET	_
camarades	camarade	NC	_
de	de	P	_
s'	se	CLO	_
attacher	attacher	VINF	_
obstinément	obstinément	ADV	_
à	à	P	_
une	un	DET	_
idée	idée	NC	_
quelconque	quelconque	ADJ	_
qui	qui	PROREL	_
paraîtra	paraître	V	_
évidemment	évidemment	ADV	_
absurde	absurde	ADJ	_
à	à	P	_
tous	tout	ADJ	_
les	le	DET	_
autres	autre	NC	_
,	,	PONCT	_
observez	observer	V	_
-le	il	CLO	_
avec	avec	P	_
soin	soin	NC	_
,	,	PONCT	_
et	et	CC	_
vous	vous	CLS	_
verrez	voir	V	_
qu'	que	CS	_
il	il	CLS	_
est	être	V	_
dans	dans	P	_
une	un	DET	_
disposition	disposition	NC	_
d'	de	P	_
esprit	esprit	NC	_
telle	tel	ADJ	_
qu'	que	CS	_
il	il	CLS	_
lui	il	CLO	_
est	être	V	_
impossible	impossible	ADJ	_
de	de	P	_
comprendre	comprendre	VINF	_
les	le	DET	_
raisons	raison	NC	_
qui	qui	PROREL	_
vous	vous	CLO	_
semblent	sembler	V	_
les	le	DET	_
plus	plus	ADV	_
claires	clair	ADJ	_
:	:	PONCT	_
c'	ce	CLS	_
est	être	V	_
que	que	CS	_
les	le	DET	_
mêmes	même	ADJ	_
idées	idée	NC	_
se	se	CLO	_
sont	être	V	_
arrangées	arranger	VPP	_
d'	de	P	_
avance	avance	NC	_
dans	dans	P	_
sa	son	DET	_
tête	tête	NC	_
dans	dans	P	_
un	un	DET	_
tout	tout	ADV	_
autre	autre	ADJ	_
ordre	ordre	NC	_
que	que	CS	_
dans	dans	P	_
la	le	DET	_
vôtre	vôtre	NC	_
,	,	PONCT	_
et	et	CC	_
qu'	que	CS	_
elles	il	CLS	_
tiennent	tenir	V	_
à	à	P	_
une	un	DET	_
infinité	infinité	NC	_
d'	de	P	_
autres	autre	ADJ	_
idées	idée	NC	_
qu'	que	PROREL	_
il	il	CLS	_
faudrait	falloir	V	_
déranger	déranger	VINF	_
avant	avant	P	_
de	de	P	_
rectifier	rectifier	VINF	_
celles	celui	PRO	_
-là	là	ADV	_
.	.	PONCT	_
Dans	dans	P	_
une	un	DET	_
autre	autre	ADJ	_
occasion	occasion	NC	_
vous	vous	CLS	_
lui	il	CLO	_
donnerez	donner	V	_
peut-être	peut-être	ADV	_
sa	son	DET	_
revanche	revanche	NC	_
.	.	PONCT	_
Eh_bien	eh_bien	I	_
,	,	PONCT	_
mes	mon	DET	_
amis	ami	NC	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
de	de	X	_
la	le	DET	_
même	même	ADJ	_
manière	manière	NC	_
et	et	CC	_
par	par	P	_
les	le	DET	_
mêmes	même	ADJ	_
causes	cause	NC	_
que	que	PROREL	_
l'on	on	CLS	_
s'	se	CLO	_
attache	attacher	V	_
à	à	P	_
un	un	DET	_
faux	faux	ADJ	_
systême	système	NC	_
de	de	P	_
philosophie	philosophie	NC	_
et	et	CC	_
à	à	P	_
une	un	DET	_
fausse	faux	ADJ	_
combinaison	combinaison	NC	_
dans	dans	P	_
un	un	DET	_
jeu	jeu	NC	_
d'	de	P	_
enfans	enfant	NC	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
pour	pour	P	_
vous	vous	CLO	_
préserver	préserver	VINF	_
de	de	P	_
l'	le	DET	_
un	un	NC	_
et	et	CC	_
de	de	P	_
l'	le	DET	_
autre	autre	NC	_
que	que	PROREL	_
je	je	CLS	_
veux	vouloir	V	_
dans	dans	P	_
cet	ce	DET	_
écrit	écrit	NC	_
,	,	PONCT	_
non	non	ADV	_
pas	pas	ADV	_
vous	vous	CLO	_
enseigner	enseigner	VINF	_
,	,	PONCT	_
mais	mais	CC	_
vous	vous	CLO	_
faire	faire	VINF	_
remarquer	remarquer	VINF	_
tout	tout	ADJ	_
ce	ce	PRO	_
qui	qui	PROREL	_
se	se	CLO	_
passe	passer	V	_
en	en	P	_
vous	vous	PRO	_
quand	quand	CS	_
vous	vous	CLS	_
pensez	penser	V	_
,	,	PONCT	_
parlez	parler	V	_
,	,	PONCT	_
et	et	CC	_
raisonnez	raisonner	V	_
.	.	PONCT	_
Avoir	avoir	VINF	_
des	un	DET	_
idées	idée	NC	_
,	,	PONCT	_
les	il	CLO	_
exprimer	exprimer	VINF	_
,	,	PONCT	_
les	il	CLO	_
combiner	combiner	VINF	_
,	,	PONCT	_
sont	être	V	_
trois	trois	DET	_
choses	chose	NC	_
différentes	différent	ADJ	_
,	,	PONCT	_
mais	mais	CC	_
étroitement	étroitement	ADV	_
liées	lier	VPP	_
entre	entre	P	_
elles	il	PRO	_
.	.	PONCT	_
Dans	dans	P	_
la	le	DET	_
moindre	moindre	ADJ	_
phrase	phrase	NC	_
ces	ce	DET	_
trois	trois	ADJ	_
opérations	opération	NC	_
se	se	CLO	_
trouvent	trouver	V	_
:	:	PONCT	_
elles	il	CLS	_
sont	être	V	_
si	si	ADV	_
mêlées	mêler	VPP	_
,	,	PONCT	_
elles	il	CLS	_
s'	se	CLO	_
exécutent	exécuter	V	_
si	si	ADV	_
rapidement	rapidement	ADV	_
,	,	PONCT	_
elles	il	CLS	_
se	se	CLO	_
renouvellent	renouveler	V	_
tant	tant	ADV	_
de	de	P	_
fois	fois	NC	_
dans	dans	P	_
un	un	DET	_
jour	jour	NC	_
,	,	PONCT	_
dans	dans	P	_
une	un	DET	_
heure	heure	NC	_
,	,	PONCT	_
dans	dans	P	_
un	un	DET	_
moment	moment	NC	_
,	,	PONCT	_
qu'	que	CS	_
il	il	CLS	_
paraît	paraître	V	_
d'	de	P	_
abord	abord	NC	_
fort	fort	ADV	_
difficile	difficile	ADJ	_
de	de	P	_
débrouiller	débrouiller	VINF	_
comment	comment	PROWH	_
cela	cela	PRO	_
se	se	CLO	_
passe	passer	V	_
en	en	P	_
nous	nous	PRO	_
.	.	PONCT	_
Cependant	cependant	ADV	_
vous	vous	CLS	_
verrez	voir	V	_
bientôt	bientôt	ADV	_
que	que	CS	_
ce	ce	DET	_
mécanisme	mécanisme	NC	_
n'	ne	ADV	_
est	être	V	_
point	point	ADV	_
si	si	ADV	_
compliqué	compliqué	ADJ	_
que	que	CS	_
vous	vous	CLS	_
le	il	CLO	_
croyez	croire	V	_
peut-être	peut-être	ADV	_
.	.	PONCT	_
Pour	pour	P	_
y	y	CLO	_
voir	voir	VINF	_
clair	clair	ADJ	_
,	,	PONCT	_
il	il	CLS	_
suffit	suffire	V	_
de	de	P	_
l'	il	CLO	_
examiner	examiner	VINF	_
en	en	P	_
détail	détail	NC	_
;	;	PONCT	_
et	et	CC	_
déjà	déjà	ADV	_
vous	vous	CLS	_
sentez	sentir	V	_
qu'	que	CS	_
il	il	CLS	_
est	être	V	_
nécessaire	nécessaire	ADJ	_
de	de	P	_
le	il	CLO	_
connaître	connaître	VINF	_
pour	pour	P	_
être	être	VINF	_
sûr	sûr	ADJ	_
de	de	P	_
se	se	CLO	_
faire	faire	VINF	_
des	un	DET	_
idées	idée	NC	_
vraies	vrai	ADJ	_
,	,	PONCT	_
de	de	P	_
les	il	CLO	_
exprimer	exprimer	VINF	_
avec	avec	P	_
exactitude	exactitude	NC	_
,	,	PONCT	_
et	et	CC	_
de	de	P	_
les	il	CLO	_
combiner	combiner	VINF	_
avec	avec	P	_
justesse	justesse	NC	_
;	;	PONCT	_
trois	trois	DET	_
conditions	condition	NC	_
sans	sans	P	_
lesquelles	il	PROREL	_
on	on	CLS	_
ne	ne	ADV	_
raisonne	raisonner	V	_
pourtant	pourtant	ADV	_
qu'	que	CS	_
au	à_le	P+D	_
hasard	hasard	NC	_
.	.	PONCT	_
étudions	étudier	V	_
donc	donc	ADV	_
ensemble	ensemble	ADV	_
notre	notre	DET	_
intelligence	intelligence	NC	_
;	;	PONCT	_
et	et	CC	_
que	que	CS	_
je	je	CLS	_
sois	être	V	_
seulement	seulement	ADV	_
votre	votre	DET	_
guide	guide	NC	_
,	,	PONCT	_
non	non	ADV	_
parceque	parceque	ADJ	_
j'	je	CLS	_
ai	avoir	V	_
déjà	déjà	ADV	_
pensé	penser	VPP	_
plus	plus	ADV	_
que	que	CS	_
vous	vous	PRO	_
,	,	PONCT	_
car	car	CC	_
cela	cela	PRO	_
pourrait	pouvoir	V	_
bien	bien	ADV	_
ne	ne	ADV	_
m'	je	CLO	_
avoir	avoir	VINF	_
servi	servir	VPP	_
de	de	P	_
rien	rien	PRO	_
,	,	PONCT	_
mais	mais	CC	_
parceque	parceque	NP	_
j'	je	CLS	_
ai	avoir	V	_
beaucoup	beaucoup	ADV	_
observé	observer	VPP	_
comment	comment	PROWH	_
l'on	on	CLS	_
pense	penser	V	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
c'	ce	CLS	_
est	être	V	_
cela	cela	PRO	_
qu'	que	PROREL	_
il	il	CLS	_
s'	se	CLO	_
agit	agir	V	_
de	de	P	_
vous	vous	CLO	_
faire	faire	VINF	_
voir	voir	VINF	_
.	.	PONCT	_
On	on	CLS	_
donne	donner	V	_
différens	différent	DET	_
noms	nom	NC	_
à	à	P	_
la	le	DET	_
science	science	NC	_
dont	dont	PROREL	_
nous	nous	CLS	_
allons	aller	V	_
parler	parler	VINF	_
:	:	PONCT	_
mais	mais	CC	_
quand	quand	CS	_
nous	nous	CLS	_
serons	être	V	_
un	un	DET	_
peu	peu	NC	_
plus	plus	ADV	_
avancés	avancé	ADJ	_
et	et	CC	_
que	que	CS	_
vous	vous	CLS	_
aurez	avoir	V	_
une	un	DET	_
idée	idée	NC	_
nette	net	ADJ	_
du	de_le	P+D	_
sujet	sujet	NC	_
,	,	PONCT	_
vous	vous	CLS	_
verrez	voir	V	_
bien	bien	ADV	_
clairement	clairement	ADV	_
quel	quel	DET	_
nom	nom	NC	_
on	on	CLS	_
doit	devoir	V	_
lui	il	CLO	_
donner	donner	VINF	_
.	.	PONCT	_
Jusque-là	jusque-là	ADV	_
tous	tout	ADJ	_
ceux	celui	PRO	_
que	que	PROREL	_
je	je	CLS	_
vous	vous	CLO	_
suggérerais	suggérer	V	_
ne	ne	ADV	_
vous	vous	CLO	_
apprendraient	apprendre	V	_
rien	rien	PRO	_
;	;	PONCT	_
ou	ou	CC	_
peut-être	peut-être	ADV	_
même	même	ADV	_
vous	vous	CLS	_
égareraient	égarer	V	_
,	,	PONCT	_
en	en	P	_
vous	vous	CLO	_
indiquant	indiquer	VPR	_
des	un	DET	_
choses	chose	NC	_
dont	dont	PROREL	_
il	il	CLS	_
ne	ne	ADV	_
sera	être	V	_
point	point	ADV	_
question	question	NC	_
ici	ici	ADV	_
.	.	PONCT	_
étudions	étudier	V	_
donc	donc	ADV	_
,	,	PONCT	_
et	et	CC	_
nous	nous	CLS	_
trouverons	trouver	V	_
ensuite	ensuite	ADV	_
comment	comment	PROWH	_
s'	se	CLO	_
appelle	appeler	V	_
ce	ce	PRO	_
que	que	PROREL	_
nous	nous	CLS	_
aurons	avoir	V	_
appris	apprendre	VPP	_
.	.	PONCT	_
Bien	bien	ADV	_
des	un	DET	_
gens	gens	NC	_
croient	croire	V	_
qu'	que	CS	_
à	à	P	_
votre	votre	DET	_
âge	âge	NC	_
on	on	CLS	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
capable	capable	ADJ	_
de	de	P	_
l'	le	DET	_
étude	étude	NC	_
à	à	P	_
laquelle	il	PROREL	_
je	je	CLS	_
veux	vouloir	V	_
vous	vous	CLO	_
engager	engager	VINF	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
une	un	DET	_
erreur	erreur	NC	_
;	;	PONCT	_
et	et	CC	_
,	,	PONCT	_
pour	pour	P	_
le	il	CLO	_
prouver	prouver	VINF	_
,	,	PONCT	_
je	je	CLS	_
pourrais	pouvoir	V	_
me	je	CLO	_
contenter	contenter	VINF	_
de	de	P	_
vous	vous	CLO	_
citer	citer	VINF	_
mon	mon	DET	_
expérience	expérience	NC	_
personnelle	personnel	ADJ	_
,	,	PONCT	_
et	et	CC	_
de	de	P	_
vous	vous	CLO	_
dire	dire	VINF	_
que	que	CS	_
j'	je	CLS	_
ai	avoir	V	_
souvent	souvent	ADV	_
exposé	exposer	VPP	_
à	à	P	_
des	un	DET	_
enfans	enfant	NC	_
aussi	aussi	ADV	_
jeunes	jeune	ADJ	_
qu'	que	CS	_
aucun	aucun	PRO	_
de	de	P	_
vous	vous	PRO	_
et	et	CC	_
qui	qui	PROREL	_
n'	ne	ADV	_
avaient	avoir	V	_
rien	rien	PRO	_
de	de	P	_
remarquable	remarquable	ADJ	_
pour	pour	P	_
l'	le	DET	_
intelligence	intelligence	NC	_
,	,	PONCT	_
toutes	tout	ADJ	_
les	le	DET	_
idées	idée	NC	_
dont	dont	PROREL	_
je	je	CLS	_
vais	aller	V	_
vous	vous	CLO	_
entretenir	entretenir	VINF	_
,	,	PONCT	_
et	et	CC	_
qu'	que	CS	_
ils	il	CLS	_
les	il	CLO	_
ont	avoir	V	_
saisies	saisir	VPP	_
avec	avec	P	_
facilité	facilité	NC	_
et	et	CC	_
avec	avec	P	_
plaisir	plaisir	NC	_
;	;	PONCT	_
mais	mais	CC	_
je	je	CLS	_
vous	vous	CLO	_
dois	devoir	V	_
quelques	quelque	DET	_
explications	explication	NC	_
de	de	P	_
plus	plus	ADV	_
;	;	PONCT	_
elles	il	CLS	_
ne	ne	ADV	_
seront	être	V	_
pas	pas	ADV	_
inutiles	inutile	ADJ	_
par	par	P	_
la	le	DET	_
suite	suite	NC	_
.	.	PONCT	_
Premièrement	premièrement	ADV	_
,	,	PONCT	_
il	il	CLS	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
douteux	douteux	ADJ	_
que	que	CS	_
nos	notre	DET	_
forces	force	NC	_
intellectuelles	intellectuel	ADJ	_
,	,	PONCT	_
comme	comme	P	_
nos	notre	DET	_
forces	force	NC	_
physiques	physique	ADJ	_
,	,	PONCT	_
s'	se	CLO	_
accroissent	accroître	V	_
et	et	CC	_
augmentent	augmenter	V	_
avec	avec	P	_
le	le	DET	_
développement	développement	NC	_
de	de	P	_
nos	notre	DET	_
organes	organe	NC	_
:	:	PONCT	_
ainsi	ainsi	ADV	_
dans	dans	P	_
quelques	quelque	DET	_
années	année	NC	_
vous	vous	CLS	_
serez	être	V	_
certainement	certainement	ADV	_
susceptibles	susceptible	ADJ	_
d'	de	P	_
une	un	DET	_
attention	attention	NC	_
plus	plus	ADV	_
forte	fort	ADJ	_
et	et	CC	_
plus	plus	ADV	_
longue	long	ADJ	_
qu'	que	CS	_
aujourd'hui	aujourd'hui	ADV	_
,	,	PONCT	_
comme	comme	CS	_
vous	vous	CLS	_
serez	être	V	_
capables	capable	ADJ	_
de	de	P	_
remuer	remuer	VINF	_
et	et	CC	_
de	de	P	_
soutenir	soutenir	VINF	_
des	un	DET	_
fardeaux	fardeau	NC	_
plus	plus	ADV	_
lourds	lourd	ADJ	_
.	.	PONCT	_
Secondement	secondement	ADV	_
,	,	PONCT	_
il	il	CLS	_
est	être	V	_
tout	tout	ADV	_
aussi	aussi	ADV	_
sûr	sûr	ADJ	_
que	que	CS	_
certaines	certain	DET	_
facultés	faculté	NC	_
se	se	CLO	_
développent	développer	V	_
avant	avant	P	_
d'	un	DET	_
autres	autre	NC	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
,	,	PONCT	_
comme	comme	P	_
la	le	DET	_
souplesse	souplesse	NC	_
du	de_le	P+D	_
corps	corps	NC	_
précède	précéder	V	_
sa	son	DET	_
plus	plus	ADV	_
grande	grand	ADJ	_
vigueur	vigueur	NC	_
,	,	PONCT	_
de	de	P	_
même	même	ADV	_
la	le	DET	_
faculté	faculté	NC	_
de	de	P	_
recevoir	recevoir	VINF	_
des	un	DET	_
impressions	impression	NC	_
et	et	CC	_
celle	celui	PRO	_
de	de	P	_
se	se	CLO	_
les	il	CLO	_
rappeler	rappeler	VINF	_
se	se	CLO	_
manifestent	manifester	V	_
avant	avant	P	_
la	le	DET	_
force	force	NC	_
nécessaire	nécessaire	ADJ	_
pour	pour	P	_
bien	bien	ADV	_
juger	juger	VINF	_
et	et	CC	_
combiner	combiner	VINF	_
ces	ce	DET	_
sensations	sensation	NC	_
et	et	CC	_
ces	ce	DET	_
souvenirs	souvenir	NC	_
;	;	PONCT	_
c'est-à-dire	c'est-à-dire	CC	_
que	que	CS	_
la	le	DET	_
sensibilité	sensibilité	NC	_
et	et	CC	_
la	le	DET	_
mémoire	mémoire	NC	_
précèdent	précéder	V	_
l'	le	DET	_
action	action	NC	_
énergique	énergique	ADJ	_
du	de_le	P+D	_
jugement	jugement	NC	_
.	.	PONCT	_
Une	un	DET	_
autre	autre	ADJ	_
vérité	vérité	NC	_
d'	de	P	_
observation	observation	NC	_
constante	constant	ADJ	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
que	que	CS	_
toutes	tout	ADJ	_
ces	ce	DET	_
facultés	faculté	NC	_
physiques	physique	ADJ	_
ou	ou	CC	_
intellectuelles	intellectuel	ADJ	_
languissent	languir	V	_
dans	dans	P	_
l'	le	DET	_
inaction	inaction	NC	_
,	,	PONCT	_
se	se	CLO	_
fortifient	fortifier	V	_
par	par	P	_
l'	le	DET	_
exercice	exercice	NC	_
,	,	PONCT	_
et	et	CC	_
s'	se	CLO	_
énervent	énerver	V	_
quand	quand	CS	_
on	on	CLS	_
en	en	CLO	_
abuse	abuser	V	_
.	.	PONCT	_
Voilà	voilà	V	_
les	le	DET	_
faits	fait	NC	_
:	:	PONCT	_
c'	ce	CLS	_
est	être	V	_
toujours	toujours	ADV	_
d'	de	P	_
eux	il	PRO	_
que	que	PROREL	_
nous	nous	CLS	_
devons	devoir	V	_
partir	partir	VINF	_
;	;	PONCT	_
car	car	CC	_
ce	ce	CLS	_
sont	être	V	_
eux	il	PRO	_
seuls	seul	ADJ	_
qui	qui	PROREL	_
nous	nous	CLO	_
instruisent	instruire	V	_
de	de	P	_
ce	ce	PRO	_
qui	qui	PROREL	_
est	être	V	_
;	;	PONCT	_
les	le	DET	_
vérités	vérité	NC	_
les	le	DET	_
plus	plus	ADV	_
abstraites	abstrait	ADJ	_
ne	ne	ADV	_
sont	être	V	_
que	que	ADV	_
des	un	DET	_
conséquences	conséquence	NC	_
de	de	P	_
l'	le	DET	_
observation	observation	NC	_
des	de_le	P+D	_
faits	fait	NC	_
.	.	PONCT	_
Mais	mais	CC	_
que	que	CS	_
conclure	conclure	VINF	_
de	de	P	_
ceux	celui	PRO	_
-ci	ci	ADV	_
?	?	PONCT	_
Rien	rien	PRO	_
autre	autre	ADJ	_
chose	chose	NC	_
,	,	PONCT	_
si	si	CS	_
ce	ce	CLS	_
n'	ne	ADV	_
est	être	V	_
que	que	ADV	_
dans	dans	P	_
tous	tout	ADJ	_
les	le	DET	_
genres	genre	NC	_
il	il	CLS	_
faut	falloir	V	_
exercer	exercer	VINF	_
vos	votre	DET	_
forces	force	NC	_
et	et	CC	_
ne	ne	ADV	_
pas	pas	ADV	_
les	il	CLO	_
excéder	excéder	VINF	_
;	;	PONCT	_
qu'	que	CS	_
actuellement	actuellement	ADV	_
vos	votre	DET	_
leçons	leçon	NC	_
doivent	devoir	V	_
être	être	VINF	_
courtes	court	ADJ	_
et	et	CC	_
répétées	répéter	VPP	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
dans	dans	P	_
quelque	quelque	DET	_
tems	temps	NC	_
vous	vous	CLO	_
ferez	faire	V	_
en	en	P	_
un	un	DET	_
mois	mois	NC	_
ce	ce	PRO	_
que	que	PROREL	_
vous	vous	CLS	_
ne	ne	ADV	_
faites	faire	V	_
à	à	P	_
cette	ce	DET	_
heure	heure	NC	_
qu'	qu'	ADV	_
en	en	P	_
deux	deux	NC	_
.	.	PONCT	_
Mais	mais	CC	_
cela	cela	PRO	_
s'	se	CLO	_
applique	appliquer	V	_
-t-il	il	CLS	_
plus	plus	ADV	_
particulièrement	particulièrement	ADV	_
à	à	P	_
l'	le	DET	_
étude	étude	NC	_
qui	qui	PROREL	_
nous	nous	CLO	_
occupe	occuper	V	_
qu'	que	CS	_
à	à	P	_
une	un	DET	_
autre	autre	NC	_
?	?	PONCT	_
Cela	cela	PRO	_
doit	devoir	V	_
-il	il	CLS	_
la	il	CLO	_
faire	faire	VINF	_
écarter	écarter	VINF	_
plus	plus	ADV	_
que	que	CS	_
toute	tout	DET	_
autre	autre	NC	_
?	?	PONCT	_
Non	non	ADV	_
assurément	assurément	ADV	_
.	.	PONCT	_
En	en	P	_
effet	effet	NC	_
,	,	PONCT	_
tout	tout	ADV	_
jeunes	jeune	ADJ	_
que	que	CS	_
vous	vous	CLS	_
êtes	être	V	_
,	,	PONCT	_
on	on	CLS	_
vous	vous	CLO	_
a	avoir	V	_
déjà	déjà	ADV	_
donné	donner	VPP	_
des	un	DET	_
notions	notion	NC	_
élémentaires	élémentaire	ADJ	_
de	de	P	_
physique	physique	NC	_
et	et	CC	_
d'	de	P	_
histoire	histoire	NC	_
naturelle	naturel	ADJ	_
;	;	PONCT	_
on	on	CLS	_
vous	vous	CLO	_
a	avoir	V	_
fait	faire	VPP	_
connaître	connaître	VINF	_
les	le	DET	_
principales	principal	ADJ	_
espèces	espèce	NC	_
de	de	P	_
corps	corps	NC	_
qui	qui	PROREL	_
composent	composer	V	_
cet	ce	DET	_
univers	univers	NC	_
;	;	PONCT	_
on	on	CLS	_
vous	vous	CLO	_
a	avoir	V	_
donné	donner	VPP	_
une	un	DET	_
idée	idée	NC	_
de	de	P	_
leurs	leur	DET	_
combinaisons	combinaison	NC	_
,	,	PONCT	_
de	de	P	_
leur	leur	DET	_
arrangement	arrangement	NC	_
,	,	PONCT	_
des	un	DET	_
mouvemens	mouvement	NC	_
des	de_le	P+D	_
corps	corps	NC	_
célestes	céleste	ADJ	_
,	,	PONCT	_
de	de	P	_
la	le	DET	_
végétation	végétation	NC	_
,	,	PONCT	_
de	de	P	_
l'	le	DET	_
