PRÉFACE	préface	NC	_
faire	faire	VINF	_
trouver	trouver	VINF	_
invraisemblable	invraisemblable	ADJ	_
ce	ce	PRO	_
qui	qui	PROREL	_
pourtant	pourtant	ADV	_
n'	ne	ADV	_
était	être	V	_
que	que	ADV	_
vrai	vrai	ADJ	_
.	.	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
tâché	tâcher	VPP	_
d'	de	P	_
imiter	imiter	VINF	_
la	le	DET	_
langue	langue	NC	_
simple	simple	ADJ	_
et	et	CC	_
passionnée	passionné	ADJ	_
de	de	P	_
Gustave	Gustave	NP	_
.	.	PONCT	_
Si	si	CS	_
j'	je	CLS	_
avais	avoir	V	_
réussi	réussir	VPP	_
,	,	PONCT	_
je	je	CLS	_
ne	ne	ADV	_
douterais	douter	V	_
pas	pas	ADV	_
de	de	P	_
l'	le	DET	_
impression	impression	NC	_
que	que	CS	_
je	je	CLS	_
pourrais	pouvoir	V	_
produire	produire	VINF	_
;	;	PONCT	_
car	car	CC	_
,	,	PONCT	_
au	à_le	P+D	_
milieu	milieu	NC	_
des	de_le	P+D	_
plaisirs	plaisir	NC	_
et	et	CC	_
de	de	P	_
la	le	DET	_
dissipation	dissipation	NC	_
qui	qui	PROREL	_
absorbent	absorber	V	_
la	le	DET	_
vie	vie	NC	_
,	,	PONCT	_
les	le	DET	_
accens	accent	NC	_
qui	qui	PROREL	_
nous	nous	CLO	_
rendent	rendre	V	_
quelque	quelque	DET	_
chose	chose	NC	_
de	de	P	_
notre	notre	DET	_
jeunesse	jeunesse	NC	_
ou	ou	CC	_
de	de	P	_
nos	notre	DET	_
souvenirs	souvenir	NC	_
ne	ne	ADV	_
nous	nous	CLO	_
sont	être	V	_
pas	pas	ADV	_
indifférens	indifférent	ADJ	_
,	,	PONCT	_
et	et	CC	_
nous	nous	CLS	_
aimons	aimer	V	_
à	à	P	_
être	être	VINF	_
ramenés	ramener	VPP	_
dans	dans	P	_
des	un	DET	_
émotions	émotion	NC	_
qui	qui	PROREL	_
valent	valoir	V	_
mieux	mieux	ADV	_
que	que	CS	_
ce	ce	PRO	_
que	que	PROREL	_
le	le	DET	_
monde	monde	NC	_
peut	pouvoir	V	_
nous	nous	CLO	_
offrir	offrir	VINF	_
.	.	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
senti	sentir	VPP	_
d'	de	P	_
avance	avance	NC	_
tous	tout	ADJ	_
les	le	DET	_
reproches	reproche	NC	_
qu'	que	PROREL	_
on	on	CLS	_
pourrait	pouvoir	V	_
faire	faire	VINF	_
à	à	P	_
cet	ce	DET	_
ouvrage	ouvrage	NC	_
.	.	PONCT	_
Une	un	DET	_
passion	passion	NC	_
qui	qui	PROREL	_
n'	ne	ADV	_
est	être	V	_
point	point	ADV	_
partagée	partager	VPP	_
intéresse	intéresser	V	_
rarement	rarement	ADV	_
:	:	PONCT	_
il	il	CLS	_
n'	ne	ADV	_
y	y	CLO	_
a	avoir	V	_
pas	pas	ADV	_
d'	un	DET	_
événemens	événement	NC	_
qui	qui	PROREL	_
fassent	faire	V	_
ressortir	ressortir	VINF	_
les	le	DET	_
situations	situation	NC	_
;	;	PONCT	_
les	le	DET	_
caractères	caractère	NC	_
n'	ne	ADV	_
offrent	offrir	V	_
point	point	ADV	_
de	de	P	_
contrastes	contraste	NC	_
frappans	frappant	ADJ	_
;	;	PONCT	_
tout	tout	PRO	_
est	être	V	_
renfermé	renfermer	VPP	_
dans	dans	P	_
un	un	DET	_
seul	seul	ADJ	_
développement	développement	NC	_
,	,	PONCT	_
un	un	DET	_
amour	amour	NC	_
ardent	ardent	ADJ	_
et	et	CC	_
combattu	combattre	VPP	_
dans	dans	P	_
le	le	DET	_
coeur	cœur	NC	_
d'	de	P	_
un	un	DET	_
jeune	jeune	ADJ	_
homme	homme	NC	_
.	.	PONCT	_
De	de	P	_
là	là	ADV	_
ces	ce	DET	_
répétitions	répétition	NC	_
continuelles	continuel	ADJ	_
;	;	PONCT	_
car	car	CC	_
les	le	DET	_
fortes	fort	ADJ	_
passions	passion	NC	_
,	,	PONCT	_
on	on	CLS	_
le	il	CLO	_
sait	savoir	V	_
bien	bien	ADV	_
,	,	PONCT	_
ne	ne	ADV	_
peuvent	pouvoir	V	_
être	être	VINF	_
distraites	distrait	ADJ	_
,	,	PONCT	_
et	et	CC	_
reviennent	revenir	V	_
toujours	toujours	ADV	_
sur	sur	P	_
elles	il	PRO	_
-mêmes	même	ADJ	_
:	:	PONCT	_
de	de	P	_
là	là	ADV	_
ces	ce	DET	_
tableaux	tableau	NC	_
peut-être	peut-être	ADV	_
trop	trop	ADV	_
souvent	souvent	ADV	_
tirés	tirer	VPP	_
de	de	P	_
la	le	DET	_
nature	nature	NC	_
.	.	PONCT	_
Le	le	DET	_
solitaire	solitaire	NC	_
Gustave	Gustave	NP	_
,	,	PONCT	_
étranger	étranger	ADJ	_
au	à_le	P+D	_
monde	monde	NC	_
,	,	PONCT	_
a	avoir	V	_
besoin	besoin	NC	_
de	de	P	_
converser	converser	VINF	_
avec	avec	P	_
cette	ce	DET	_
amie	ami	NC	_
;	;	PONCT	_
il	il	CLS	_
est	être	V	_
d'	de	P	_
ailleurs	ailleurs	NC	_
suédois	suédois	ADJ	_
;	;	PONCT	_
et	et	CC	_
les	le	DET	_
peuples	peuple	NC	_
du	de_le	P+D	_
nord	nord	NC	_
,	,	PONCT	_
ainsi	ainsi	ADV	_
qu'	que	CS	_
on	on	CLS	_
peut	pouvoir	V	_
le	il	CLO	_
remarquer	remarquer	VINF	_
dans	dans	P	_
leur	leur	DET	_
littérature	littérature	NC	_
,	,	PONCT	_
vivent	vivre	V	_
plus	plus	ADV	_
avec	avec	P	_
la	le	DET	_
nature	nature	NC	_
;	;	PONCT	_
ils	il	CLS	_
l'	il	CLO	_
observent	observer	V	_
davantage	davantage	ADV	_
,	,	PONCT	_
et	et	CC	_
peut-être	peut-être	ADV	_
l'	il	CLO	_
aiment	aimer	V	_
-ils	il	CLS	_
mieux	mieux	ADV	_
.	.	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
voulu	vouloir	VPP	_
rester	rester	VINF	_
fidèle	fidèle	ADJ	_
à	à	P	_
toutes	tout	ADJ	_
ces	ce	DET	_
convenances	convenance	NC	_
;	;	PONCT	_
persuadée	persuader	VPP	_
d'	de	P	_
ailleurs	ailleurs	NC	_
que	que	CS	_
,	,	PONCT	_
si	si	CS	_
les	le	DET	_
passions	passion	NC	_
sont	être	V	_
les	le	DET	_
mêmes	même	NC	_
dans	dans	P	_
tous	tout	ADJ	_
les	le	DET	_
pays	pays	NC	_
,	,	PONCT	_
leur	leur	DET	_
langage	langage	NC	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
le	le	DET	_
même	même	NC	_
;	;	PONCT	_
qu'	que	CS	_
il	il	CLS	_
se	se	CLO	_
ressent	ressentir	V	_
toujours	toujours	ADV	_
des	un	DET	_
moeurs	mœurs	NC	_
et	et	CC	_
des	un	DET	_
habitudes	habitude	NC	_
d'	de	P	_
un	un	DET	_
peuple	peuple	NC	_
;	;	PONCT	_
et	et	CC	_
qu'	que	CS	_
en	en	P	_
France	France	NP	_
il	il	CLS	_
est	être	V	_
plus	plus	ADV	_
modifié	modifier	VPP	_
par	par	P	_
la	le	DET	_
crainte	crainte	NC	_
du	de_le	P+D	_
ridicule	ridicule	NC	_
,	,	PONCT	_
ou	ou	CC	_
par	par	P	_
d'	un	DET	_
autres	autre	ADJ	_
considérations	considération	NC	_
qui	qui	PROREL	_
n'	ne	ADV	_
existent	exister	V	_
pas	pas	ADV	_
ailleurs	ailleurs	ADV	_
.	.	PONCT	_
Qu'	que	CS	_
on	on	CLS	_
ne	ne	ADV	_
s'	se	CLO	_
étonne	étonner	V	_
pas	pas	ADV	_
aussi	aussi	ADV	_
de	de	P	_
voir	voir	VINF	_
Gustave	Gustave	NP	_
revenir	revenir	VINF	_
si	si	ADV	_
souvent	souvent	ADV	_
aux	à_le	P+D	_
idées	idée	NC	_
religieuses	religieux	ADJ	_
:	:	PONCT	_
son	son	DET	_
amour	amour	NC	_
est	être	V	_
combattu	combattre	VPP	_
par	par	P	_
la	le	DET	_
vertu	vertu	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
a	avoir	V	_
besoin	besoin	NC	_
des	de_le	P+D	_
secours	secours	NC	_
de	de	P	_
la	le	DET	_
religion	religion	NC	_
;	;	PONCT	_
et	et	CC	_
,	,	PONCT	_
d'	de	P	_
ailleurs	ailleurs	NC	_
,	,	PONCT	_
n'	ne	ADV	_
est	être	V	_
-il	il	CLS	_
pas	pas	ADV	_
naturel	naturel	ADJ	_
d'	de	P	_
attacher	attacher	VINF	_
au	à_le	P+D	_
ciel	ciel	NC	_
des	de_le	P+D	_
jours	jour	NC	_
qui	qui	PROREL	_
ont	avoir	V	_
été	être	VPP	_
troublés	troubler	VPP	_
sur	sur	P	_
la	le	DET	_
terre	terre	NC	_
?	?	PONCT	_
Mon	mon	DET	_
sincère	sincère	ADJ	_
désir	désir	NC	_
a	avoir	V	_
été	être	VPP	_
celui	celui	PRO	_
de	de	P	_
présenter	présenter	VINF	_
un	un	DET	_
ouvrage	ouvrage	NC	_
moral	moral	ADJ	_
,	,	PONCT	_
de	de	P	_
peindre	peindre	VINF	_
cette	ce	DET	_
pureté	pureté	NC	_
de	de	P	_
moeurs	mœurs	NC	_
dont	dont	PROREL	_
on	on	CLS	_
n'	ne	ADV	_
offre	offrir	V	_
pas	pas	ADV	_
assez	assez	ADV	_
de	de	P	_
tableaux	tableau	NC	_
,	,	PONCT	_
et	et	CC	_
qui	qui	PROREL	_
est	être	V	_
si	si	ADV	_
étroitement	étroitement	ADV	_
liée	lier	VPP	_
au	à_le	P+D	_
bonheur	bonheur	NC	_
véritable	véritable	ADJ	_
.	.	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
pensé	penser	VPP	_
qu'	que	CS	_
il	il	CLS	_
pouvait	pouvoir	V	_
être	être	VINF	_
utile	utile	ADJ	_
de	de	P	_
montrer	montrer	VINF	_
que	que	CS	_
les	le	DET	_
âmes	âme	NC	_
les	le	DET	_
plus	plus	ADV	_
sujettes	sujet	ADJ	_
à	à	P	_
être	être	VINF	_
entraînées	entraîner	VPP	_
par	par	P	_
de	un	DET	_
fortes	fort	ADJ	_
passions	passion	NC	_
sont	être	V	_
aussi	aussi	ADV	_
celles	celui	PRO	_
qui	qui	PROREL	_
ont	avoir	V	_
reçu	recevoir	VPP	_
le	le	DET	_
plus	plus	NC	_
de	de	P	_
moyens	moyen	NC	_
pour	pour	P	_
leur	il	CLO	_
résister	résister	VINF	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
le	le	DET	_
secret	secret	NC	_
de	de	P	_
la	le	DET	_
sagesse	sagesse	NC	_
est	être	V	_
de	de	P	_
les	il	CLO	_
employer	employer	VINF	_
à	à	P	_
temps	temps	NC	_
.	.	PONCT	_
Tout	tout	ADV	_
cela	cela	PRO	_
avait	avoir	V	_
été	être	VPP	_
bien	bien	ADV	_
mieux	mieux	ADV	_
dit	dire	VPP	_
,	,	PONCT	_
bien	bien	ADV	_
mieux	mieux	ADV	_
démontré	démontrer	VPP	_
avant	avant	P	_
moi	je	PRO	_
;	;	PONCT	_
mais	mais	CC	_
on	on	CLS	_
ne	ne	ADV	_
résiste	résister	V	_
guère	guère	ADV	_
à	à	P	_
l'	le	DET	_
envie	envie	NC	_
de	de	P	_
communiquer	communiquer	VINF	_
aux	à_le	P+D	_
autres	autre	NC	_
ce	ce	PRO	_
qui	qui	PROREL	_
nous	nous	CLO	_
a	avoir	V	_
profondément	profondément	ADV	_
émus	émouvoir	VPP	_
nous	nous	PRO	_
-mêmes	même	ADJ	_
.	.	PONCT	_
Il	il	CLS	_
est	être	V	_
un	un	DET	_
enthousiasme	enthousiasme	NC	_
qui	qui	PROREL	_
est	être	V	_
à	à	P	_
l'	le	DET	_
âme	âme	NC	_
ce	ce	PRO	_
que	que	PROREL	_
le	le	DET	_
printemps	printemps	NC	_
est	être	V	_
à	à	P	_
la	le	DET	_
nature	nature	NC	_
:	:	PONCT	_
il	il	CLS	_
fait	faire	V	_
éclore	éclore	VINF	_
mille	mille	DET	_
sentimens	sentiment	NC	_
;	;	PONCT	_
il	il	CLS	_
fait	faire	V	_
verser	verser	VINF	_
des	un	DET	_
larmes	larme	NC	_
auxquelles	il	PROREL	_
on	on	CLS	_
croit	croire	V	_
le	le	DET	_
pouvoir	pouvoir	NC	_
d'	de	P	_
en	en	CLO	_
faire	faire	VINF	_
répandre	répandre	VINF	_
d'	un	DET	_
autres	autre	NC	_
.	.	PONCT	_
C'	ce	CLS	_
était	être	V	_
là	là	ADV	_
ma	mon	DET	_
situation	situation	NC	_
en	en	P	_
lisant	lire	VPR	_
les	le	DET	_
fragmens	fragment	NC	_
de	de	P	_
Gustave	Gustave	NP	_
;	;	PONCT	_
et	et	CC	_
si	si	CS	_
quelques	quelque	DET	_
regards	regard	NC	_
attendris	attendrir	VPP	_
s'	se	CLO	_
attachent	attacher	V	_
sur	sur	P	_
cet	ce	DET	_
ouvrage	ouvrage	NC	_
,	,	PONCT	_
comme	comme	P	_
sur	sur	P	_
un	un	DET	_
ami	ami	NC	_
qui	qui	PROREL	_
nous	nous	CLO	_
a	avoir	V	_
révélé	révéler	VPP	_
notre	notre	DET	_
propre	propre	ADJ	_
coeur	cœur	NC	_
,	,	PONCT	_
ils	il	CLS	_
sauront	savoir	V	_
tout	tout	ADV	_
à	à	P	_
la	le	DET	_
fois	fois	NC	_
et	et	CC	_
m'	je	CLO	_
excuser	excuser	VINF	_
et	et	CC	_
me	je	CLO	_
défendre	défendre	VINF	_
.	.	PONCT	_
Lettre	lettre	NC	_
première	premier	ADJ	_
.	.	PONCT	_
*	*	X	_
Eichstadt	Eichstadt	NP	_
,	,	PONCT	_
le	le	DET	_
10	10	ADJ	_
mars	mars	NC	_
.	.	PONCT	_
Tu	tu	CLS	_
dois	devoir	V	_
avoir	avoir	VINF	_
reçu	recevoir	VPP	_
toutes	tout	ADJ	_
mes	mon	DET	_
lettres	lettre	NC	_
,	,	PONCT	_
Ernest	Ernest	NP	_
:	:	PONCT	_
depuis	depuis	P	_
que	que	CS	_
j'	je	CLS	_
ai	avoir	V	_
quitté	quitter	VPP	_
Stockholm	Stockholm	NP	_
,	,	PONCT	_
je	je	CLS	_
t'	tu	CLO	_
ai	avoir	V	_
écrit	écrire	VPP	_
plusieurs	plusieurs	DET	_
fois	fois	NC	_
.	.	PONCT	_
Tu	tu	CLS	_
peux	pouvoir	V	_
me	je	CLO	_
suivre	suivre	VINF	_
dans	dans	P	_
ce	ce	DET	_
voyage	voyage	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
serait	être	V	_
enchanteur	enchanteur	ADJ	_
s'	si	CS	_
il	il	CLS	_
ne	ne	ADV	_
me	je	CLO	_
séparait	séparer	V	_
pas	pas	ADV	_
de	de	P	_
toi	tu	PRO	_
.	.	PONCT	_
Oh	oh	I	_
!	!	PONCT	_
Pourquoi	pourquoi	PROWH	_
n'	ne	ADV	_
avons	avoir	V	_
-nous	nous	CLS	_
pu	pouvoir	VPP	_
réaliser	réaliser	VINF	_
ces	ce	DET	_
rêves	rêve	NC	_
délectables	délectable	ADJ	_
de	de	P	_
notre	notre	DET	_
jeune	jeune	ADJ	_
âge	âge	NC	_
,	,	PONCT	_
quand	quand	CS	_
notre	notre	DET	_
imagination	imagination	NC	_
s'	se	CLO	_
élançait	élancer	V	_
dans	dans	P	_
ce	ce	DET	_
grand	grand	ADJ	_
univers	univers	NC	_
,	,	PONCT	_
voyait	voir	V	_
couler	couler	VINF	_
d'	un	DET	_
autres	autre	ADJ	_
cieux	ciel	NC	_
,	,	PONCT	_
entendait	entendre	V	_
gronder	gronder	VINF	_
de	de	P	_
plus	plus	ADV	_
terribles	terrible	ADJ	_
orages	orage	NC	_
!	!	PONCT	_
Quand	quand	CS	_
,	,	PONCT	_
assis	assis	ADJ	_
ensemble	ensemble	ADV	_
sur	sur	P	_
ce	ce	DET	_
rocher	rocher	NC	_
qui	qui	PROREL	_
se	se	CLO	_
séparait	séparer	V	_
des	de_le	P+D	_
autres	autre	NC	_
,	,	PONCT	_
et	et	CC	_
qui	qui	PROREL	_
nous	nous	CLO	_
donnait	donner	V	_
l'	le	DET	_
idée	idée	NC	_
de	de	P	_
l'	le	DET	_
indépendance	indépendance	NC	_
et	et	CC	_
de	de	P	_
la	le	DET	_
fierté	fierté	NC	_
,	,	PONCT	_
nos	notre	DET	_
coeurs	cœur	NC	_
battaient	battre	V	_
tantôt	tantôt	ADV	_
de	de	P	_
mille	mille	DET	_
pressentimens	pressentiment	NC	_
confus	confus	ADJ	_
,	,	PONCT	_
tantôt	tantôt	ADV	_
se	se	CLO	_
rejetaient	rejeter	V	_
dans	dans	P	_
la	le	DET	_
sombre	sombre	ADJ	_
antiquité	antiquité	NC	_
,	,	PONCT	_
et	et	CC	_
voyaient	voir	V	_
sortir	sortir	VINF	_
de	de	P	_
ces	ce	DET	_
ténèbres	ténèbre	NC	_
nos	notre	DET	_
héros	héros	NC	_
favoris	favori	ADJ	_
!	!	PONCT	_
Où	où	PROWH	_
sont	être	V	_
-ils	il	CLS	_
ces	ce	DET	_
jours	jour	NC	_
radieux	radieux	ADJ	_
de	de	P	_
fortes	forte	NC	_
et	et	CC	_
de	de	P	_
douces	doux	ADJ	_
émotions	émotion	NC	_
?	?	PONCT	_
Je	je	CLS	_
t'	tu	CLO	_
ai	avoir	V	_
quitté	quitter	VPP	_
,	,	PONCT	_
aimable	aimable	ADJ	_
