APHORISMES	aphorisme	NC	_
ne	ne	ADV	_
savent	savoir	V	_
ni	ni	CC	_
boire	boire	VINF	_
ni	ni	CC	_
manger	manger	VINF	_
.	.	PONCT	_
XI	xi	NC	_
l'	le	DET	_
ordre	ordre	NC	_
des	de_le	P+D	_
comestibles	comestible	NC	_
est	être	V	_
des	un	DET	_
plus	plus	ADV	_
substantiels	substantiel	ADJ	_
aux	à_le	P+D	_
plus	plus	ADV	_
légers	léger	ADJ	_
.	.	PONCT	_
xii	xii	X	_
l'	le	DET	_
ordre	ordre	NC	_
des	de_le	P+D	_
boissons	boisson	NC	_
est	être	V	_
des	un	DET	_
plus	plus	ADV	_
tempérées	tempérer	VPP	_
aux	à_le	P+D	_
plus	plus	ADV	_
fumeuses	fumeux	ADJ	_
et	et	CC	_
aux	à_le	P+D	_
plus	plus	ADV	_
parfumées	parfumé	ADJ	_
.	.	PONCT	_
xiii	xiii	X	_
prétendre	prétendre	VINF	_
qu'	que	CS	_
il	il	CLS	_
ne	ne	ADV	_
faut	falloir	V	_
pas	pas	ADV	_
changer	changer	VINF	_
de	de	P	_
vins	vin	NC	_
est	être	V	_
une	un	DET	_
hérésie	hérésie	NC	_
;	;	PONCT	_
la	le	DET	_
langue	langue	NC	_
se	se	CLO	_
sature	saturer	V	_
;	;	PONCT	_
et	et	CC	_
après	après	P	_
le	le	DET	_
troisième	troisième	ADJ	_
verre	verre	NC	_
,	,	PONCT	_
le	le	DET	_
meilleur	meilleur	ADJ	_
vin	vin	NC	_
n'	ne	ADV	_
éveille	éveiller	V	_
plus	plus	ADV	_
qu'	qu'	ADV	_
une	un	DET	_
sensation	sensation	NC	_
obtuse	obtus	ADJ	_
.	.	PONCT	_
xiv	xiv	X	_
un	un	DET	_
dessert	dessert	NC	_
sans	sans	P	_
fromage	fromage	NC	_
est	être	V	_
une	un	DET	_
belle	beau	ADJ	_
à	à	P	_
qui	qui	PROREL	_
il	il	CLS	_
manque	manquer	V	_
un	un	DET	_
oeil	œil	NC	_
.	.	PONCT	_
xv	xv	X	_
on	on	CLS	_
devient	devenir	V	_
cuisinier	cuisinier	NC	_
,	,	PONCT	_
mais	mais	CC	_
on	on	CLS	_
naît	naître	V	_
rôtisseur	rôtisseur	NC	_
.	.	PONCT	_
xvi	xvi	X	_
la	le	DET	_
qualité	qualité	NC	_
la	le	DET	_
plus	plus	ADV	_
indispensable	indispensable	ADJ	_
du	de_le	P+D	_
cuisinier	cuisinier	NC	_
est	être	V	_
l'	le	DET	_
exactitude	exactitude	NC	_
:	:	PONCT	_
elle	il	CLS	_
doit	devoir	V	_
être	être	VINF	_
aussi	aussi	ADV	_
celle	celui	PRO	_
du	de_le	P+D	_
convié	convié	NC	_
.	.	PONCT	_
xvii	xvii	X	_
attendre	attendre	VINF	_
trop	trop	ADV	_
longtemps	longtemps	ADV	_
un	un	DET	_
convive	convive	NC	_
retardataire	retardataire	ADJ	_
est	être	V	_
un	un	DET	_
manque	manque	NC	_
d'	de	P	_
égards	égard	NC	_
pour	pour	P	_
tous	tout	ADJ	_
ceux	celui	PRO	_
qui	qui	PROREL	_
sont	être	V	_
présents	présent	ADJ	_
.	.	PONCT	_
xviii	xviii	X	_
celui	celui	PRO	_
qui	qui	PROREL	_
reçoit	recevoir	V	_
ses	son	DET	_
amis	ami	NC	_
et	et	CC	_
ne	ne	ADV	_
donne	donner	V	_
aucun	aucun	DET	_
soin	soin	NC	_
personnel	personnel	ADJ	_
au	à_le	P+D	_
repas	repas	NC	_
qui	qui	PROREL	_
leur	il	CLO	_
est	être	V	_
préparé	préparer	VPP	_
,	,	PONCT	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
digne	digne	ADJ	_
d'	de	P	_
avoir	avoir	VINF	_
des	un	DET	_
amis	ami	NC	_
.	.	PONCT	_
xix	xix	X	_
la	le	DET	_
maîtresse	maîtresse	NC	_
de	de	P	_
la	le	DET	_
maison	maison	NC	_
doit	devoir	V	_
toujours	toujours	ADV	_
s'	se	CLO	_
assurer	assurer	VINF	_
que	que	CS	_
le	le	DET	_
café	café	NC	_
est	être	V	_
excellent	excellent	ADJ	_
;	;	PONCT	_
et	et	CC	_
le	le	DET	_
maître	maître	NC	_
,	,	PONCT	_
que	que	CS	_
les	le	DET	_
liqueurs	liqueur	NC	_
sont	être	V	_
de	de	P	_
premier	premier	ADJ	_
choix	choix	NC	_
.	.	PONCT	_
xx	xx	X	_
convier	convier	VINF	_
quelqu'un	quelqu'un	PRO	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
se	se	CLO	_
charger	charger	VINF	_
de	de	P	_
son	son	DET	_
bonheur	bonheur	NC	_
pendant	pendant	P	_
tout	tout	ADJ	_
le	le	DET	_
temps	temps	NC	_
qu'	que	PROREL	_
il	il	CLS	_
est	être	V	_
sous	sous	P	_
notre	notre	DET	_
toit	toit	NC	_
.	.	PONCT	_
DIALOGUE	dialogue	NC	_
,	,	PONCT	_
L'	le	DET	_
AUTEUR	auteur	NC	_
ET	et	CC	_
SON	son	DET	_
AMI	ami	NC	_
.	.	PONCT	_
(	(	PONCT	_
après	après	P	_
les	le	DET	_
premiers	premier	ADJ	_
compliments	compliment	NC	_
.	.	PONCT	_
)	)	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-ce	ce	CLS	_
matin	matin	NC	_
nous	nous	CLS	_
avons	avoir	V	_
,	,	PONCT	_
en	en	P	_
déjeunant	déjeuner	VPR	_
,	,	PONCT	_
ma	mon	DET	_
femme	femme	NC	_
et	et	CC	_
moi	je	PRO	_
,	,	PONCT	_
arrêté	arrêter	VPP	_
dans	dans	P	_
notre	notre	DET	_
sagesse	sagesse	NC	_
que	que	PROREL	_
vous	vous	CLS	_
feriez	faire	V	_
imprimer	imprimer	VINF	_
au	à_le	P+D	_
plus	plus	ADV	_
tôt	tôt	ADV	_
vos	votre	DET	_
méditations	méditation	NC	_
gastronomiques	gastronomique	ADJ	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
ce	ce	PRO	_
que	que	PROREL	_
femme	femme	NC	_
veut	vouloir	V	_
,	,	PONCT	_
Dieu	Dieu	NP	_
le	il	CLO	_
veut	vouloir	V	_
.	.	PONCT	_
voilà	voilà	V	_
,	,	PONCT	_
en	en	P	_
sept	sept	NC	_
mots	mot	NC	_
,	,	PONCT	_
toute	tout	ADJ	_
la	le	DET	_
charte	charte	NC	_
parisienne	parisien	ADJ	_
.	.	PONCT	_
Mais	mais	CC	_
je	je	CLS	_
ne	ne	ADV	_
suis	être	V	_
pas	pas	ADV	_
de	de	X	_
la	le	DET	_
paroisse	paroisse	NC	_
;	;	PONCT	_
et	et	CC	_
un	un	DET	_
célibataire	célibataire	NC	_
...	…	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-	-	PONCT	_
mon	mon	DET	_
dieu	dieu	NC	_
!	!	PONCT	_
Les	le	DET	_
célibataires	célibataire	NC	_
sont	être	V	_
tout	tout	ADV	_
aussi	aussi	ADV	_
soumis	soumettre	VPP	_
que	que	CS	_
les	le	DET	_
autres	autre	NC	_
,	,	PONCT	_
et	et	CC	_
quelquefois	quelquefois	ADV	_
à	à	P	_
notre	notre	DET	_
grand	grand	ADJ	_
préjudice	préjudice	NC	_
.	.	PONCT	_
Mais	mais	CC	_
ici	ici	ADV	_
le	le	DET	_
célibat	célibat	NC	_
ne	ne	ADV	_
peut	pouvoir	V	_
pas	pas	ADV	_
vous	vous	CLO	_
sauver	sauver	VINF	_
;	;	PONCT	_
car	car	CC	_
ma	mon	DET	_
femme	femme	NC	_
prétend	prétendre	V	_
qu'	que	CS	_
elle	il	CLS	_
a	avoir	V	_
le	le	DET	_
droit	droit	NC	_
d'	de	P	_
ordonner	ordonner	VINF	_
,	,	PONCT	_
parce_que	parce_que	CS	_
c'	ce	CLS	_
est	être	V	_
chez	chez	P	_
elle	il	PRO	_
,	,	PONCT	_
à	à	P	_
la	le	DET	_
campagne	campagne	NC	_
,	,	PONCT	_
que	que	CS	_
vous	vous	CLS	_
avez	avoir	V	_
écrit	écrire	VPP	_
vos	votre	DET	_
premières	premier	ADJ	_
pages	page	NC	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	V	_
-tu	tu	CLS	_
connais	connaître	V	_
,	,	PONCT	_
cher	cher	ADJ	_
docteur	docteur	NC	_
,	,	PONCT	_
ma	mon	DET	_
déférence	déférence	NC	_
pour	pour	P	_
les	le	DET	_
dames	dame	NC	_
;	;	PONCT	_
tu	tu	CLS	_
as	avoir	V	_
loué	lover	VPP	_
plus	plus	ADV	_
d'	de	P	_
une	un	DET	_
fois	fois	NC	_
ma	mon	DET	_
soumission	soumission	NC	_
à	à	P	_
leurs	leur	DET	_
ordres	ordre	NC	_
;	;	PONCT	_
tu	tu	CLS	_
étais	être	V	_
aussi	aussi	ADV	_
de	de	P	_
ceux	celui	PRO	_
qui	qui	PROREL	_
disaient	dire	V	_
que	que	CS	_
je	je	CLS	_
ferais	faire	V	_
un	un	DET	_
excellent	excellent	ADJ	_
mari	mari	NC	_
...	…	PONCT	_
et	et	CC	_
cependant	cependant	ADV	_
je	je	CLS	_
ne	ne	ADV	_
ferai	faire	V	_
pas	pas	ADV	_
imprimer	imprimer	VINF	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-	-	PONCT	_
et	et	CC	_
pourquoi	pourquoi	PROWH	_
?	?	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
parce_que	parce_que	CS	_
,	,	PONCT	_
voué	vouer	VPP	_
par	par	P	_
état	état	NC	_
à	à	P	_
des	un	DET	_
études	étude	NC	_
sérieuses	sérieux	ADJ	_
,	,	PONCT	_
je	je	CLS	_
crains	craindre	V	_
que	que	CS	_
ceux	celui	PRO	_
qui	qui	PROREL	_
ne	ne	ADV	_
connaîtront	connaître	V	_
mon	mon	DET	_
livre	livre	NC	_
que	que	ADV	_
par	par	P	_
le	le	DET	_
titre	titre	NC	_
ne	ne	ADV	_
croient	croire	V	_
que	que	CS	_
je	je	CLS	_
ne	ne	ADV	_
m'	je	CLO	_
occupe	occuper	V	_
que	que	ADV	_
de	de	P	_
fariboles	faribole	NC	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-	-	PONCT	_
terreur	terreur	NC	_
panique	panique	ADJ	_
!	!	PONCT	_
Trente-six	trente-six	DET	_
ans	an	NC	_
de	de	P	_
travaux	travail	NC	_
publics	public	ADJ	_
et	et	CC	_
continus	continu	ADJ	_
ne	ne	ADV	_
sont	être	V	_
-ils	il	CLS	_
pas	pas	ADV	_
là	là	ADV	_
pour	pour	P	_
vous	vous	CLO	_
établir	établir	VINF	_
une	un	DET	_
réputation	réputation	NC	_
contraire	contraire	ADJ	_
?	?	PONCT	_
D'	de	P	_
ailleurs	ailleurs	NC	_
,	,	PONCT	_
ma	mon	DET	_
femme	femme	NC	_
et	et	CC	_
moi	je	PRO	_
nous	nous	CLS	_
croyons	croire	V	_
que	que	CS	_
tout	tout	ADJ	_
le	le	DET	_
monde	monde	NC	_
voudra	vouloir	V	_
vous	vous	CLO	_
lire	lire	VINF	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
vraiment	vraiment	ADV	_
?	?	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-les	il	CLO	_
savants	savants	V	_
vous	vous	CLS	_
liront	lire	V	_
pour	pour	P	_
deviner	deviner	VINF	_
et	et	CC	_
apprendre	apprendre	VINF	_
ce	ce	PRO	_
que	que	PROREL	_
vous	vous	CLS	_
n'	ne	ADV	_
avez	avoir	V	_
fait	faire	VPP	_
qu'	que	CS	_
indiquer	indiquer	VINF	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
cela	cela	PRO	_
pourrait	pouvoir	V	_
bien	bien	ADV	_
être	être	VINF	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-les	il	CLO	_
femmes	femme	NC	_
vous	vous	CLS	_
liront	lire	V	_
,	,	PONCT	_
parce_qu'	parce_que	CS	_
elles	il	CLS	_
verront	voir	V	_
bien	bien	ADV	_
que	que	CS	_
...	…	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
cher	cher	ADJ	_
ami	ami	NC	_
,	,	PONCT	_
je	je	CLS	_
suis	être	V	_
vieux	vieux	ADJ	_
,	,	PONCT	_
je	je	CLS	_
suis	être	V	_
tombé	tomber	VPP	_
dans	dans	P	_
la	le	DET	_
sagesse	sagesse	NC	_
:	:	PONCT	_
miserere	miserere	NC	_
meî	meî	ADJ	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-les	il	CLO	_
gourmands	gourmands	V	_
vous	vous	CLS	_
liront	lire	V	_
,	,	PONCT	_
parce_que	parce_que	CS	_
vous	vous	CLS	_
leur	il	CLO	_
rendez	rendre	V	_
justice	justice	NC	_
et	et	CC	_
que	que	CS	_
vous	vous	CLS	_
leur	il	CLO	_
assignez	assigner	V	_
enfin	enfin	ADV	_
le	le	DET	_
rang	rang	NC	_
qui	qui	PROREL	_
leur	il	CLO	_
convient	convenir	V	_
dans	dans	P	_
la	le	DET	_
société	société	NC	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
pour	pour	P	_
cette	ce	DET	_
fois	fois	NC	_
,	,	PONCT	_
tu	tu	CLS	_
dis	dire	V	_
vrai	vrai	ADJ	_
:	:	PONCT	_
il	il	CLS	_
est	être	V	_
inconcevable	inconcevable	ADJ	_
qu'	que	CS	_
ils	il	CLS	_
aient	avoir	V	_
été	être	VPP	_
si	si	ADV	_
longtemps	longtemps	ADV	_
méconnus	méconnaître	VPP	_
,	,	PONCT	_
ces	ce	DET	_
chers	cher	ADJ	_
gourmands	gourmand	NC	_
!	!	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
pour	pour	P	_
eux	il	PRO	_
des	de_le	P+D	_
entrailles	entrailles	NC	_
de	de	P	_
père	père	NC	_
;	;	PONCT	_
ils	il	CLS	_
sont	être	V	_
si	si	ADV	_
gentils	gentil	ADJ	_
!	!	PONCT	_
Ils	il	CLS	_
ont	avoir	V	_
les	le	DET	_
yeux	œil	NC	_
si	si	ADV	_
brillants	brillant	ADJ	_
!	!	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-	-	PONCT	_
d'	de	P	_
ailleurs	ailleurs	NC	_
,	,	PONCT	_
ne	ne	ADV	_
nous	nous	CLO	_
avez	avoir	V	_
-vous	vous	CLS	_
pas	pas	ADV	_
dit	dire	VPP	_
souvent	souvent	ADV	_
que	que	CS	_
votre	votre	DET	_
ouvrage	ouvrage	NC	_
manquait	manquer	V	_
à	à	P	_
nos	notre	DET	_
bibliothèques	bibliothèque	NC	_
?	?	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-je	je	CLS	_
l'	il	CLO	_
ai	avoir	V	_
dit	dire	VPP	_
,	,	PONCT	_
le	le	DET	_
fait	fait	NC	_
est	être	V	_
vrai	vrai	ADJ	_
,	,	PONCT	_
et	et	CC	_
je	je	CLS	_
me	je	CLO	_
ferais	faire	V	_
étrangler	étrangler	VINF	_
plutôt	plutôt	ADV	_
que	que	CS	_
d'	de	P	_
en	en	CLO	_
démordre	démordre	VINF	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-	-	PONCT	_
mais	mais	CC	_
vous	vous	CLS	_
parlez	parler	V	_
en	en	P	_
homme	homme	NC	_
tout	tout	ADV	_
à	à	P	_
fait	fait	NC	_
persuadé	persuader	VPP	_
,	,	PONCT	_
et	et	CC	_
vous	vous	CLS	_
allez	aller	V	_
venir	venir	VINF	_
avec	avec	P	_
moi	je	PRO	_
chez	chez	P	_
...	…	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
oh	oh	I	_
!	!	PONCT	_
Que	que	CS	_
non	non	I	_
!	!	PONCT	_
Si	si	CS	_
le	le	DET	_
métier	métier	NC	_
d'	de	P	_
auteur	auteur	NC	_
a	avoir	V	_
ses	son	DET	_
douceurs	douceur	NC	_
,	,	PONCT	_
il	il	CLS	_
a	avoir	V	_
aussi	aussi	ADV	_
bien	bien	ADV	_
ses	son	DET	_
épines	épine	NC	_
,	,	PONCT	_
et	et	CC	_
je	je	CLS	_
lègue	léguer	V	_
tout	tout	ADV	_
cela	cela	PRO	_
à	à	P	_
mes	mon	DET	_
héritiers	héritier	NC	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-	-	PONCT	_
mais	mais	CC	_
vous	vous	CLS	_
déshéritez	déshériter	V	_
vos	votre	DET	_
amis	ami	NC	_
,	,	PONCT	_
vos	votre	DET	_
connaissances	connaissance	NC	_
,	,	PONCT	_
vos	votre	DET	_
contemporains	contemporain	NC	_
.	.	PONCT	_
En	en	CLO	_
aurez	avoir	V	_
-vous	vous	CLS	_
bien	bien	ADV	_
le	le	DET	_
courage	courage	NC	_
?	?	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
mes	mon	DET	_
héritiers	héritier	NC	_
!	!	PONCT	_
Mes	mon	DET	_
héritiers	héritier	NC	_
!	!	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
ouï	ouïr	VPP	_
dire	dire	VINF	_
que	que	CS	_
les	le	DET	_
ombres	ombre	NC	_
sont	être	V	_
régulièrement	régulièrement	ADV	_
flattées	flatter	VPP	_
des	de_le	P+D	_
louanges	louange	NC	_
des	de_le	P+D	_
vivants	vivant	NC	_
;	;	PONCT	_
et	et	CC	_
c'	ce	CLS	_
est	être	V	_
une	un	DET	_
espèce	espèce	NC	_
de	de	P	_
béatitude	béatitude	NC	_
que	que	PROREL	_
je	je	CLS	_
veux	vouloir	V	_
me	je	CLO	_
réserver	réserver	VINF	_
pour	pour	P	_
l'	le	DET	_
autre	autre	ADJ	_
monde	monde	NC	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-	-	PONCT	_
mais	mais	CC	_
êtes	être	V	_
-vous	vous	CLS	_
bien	bien	ADV	_
sûr	sûr	ADJ	_
que	que	CS	_
ces	ce	DET	_
louanges	louange	NC	_
iront	aller	V	_
à	à	P	_
leur	leur	DET	_
adresse	adresse	NC	_
?	?	PONCT	_
êtes	être	V	_
-vous	vous	CLS	_
également	également	ADV	_
assuré	assurer	VPP	_
de	de	P	_
l'	le	DET	_
exactitude	exactitude	NC	_
de	de	P	_
vos	votre	DET	_
héritiers	héritier	NC	_
?	?	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
mais	mais	CC	_
je	je	CLS	_
n'	ne	ADV	_
ai	avoir	V	_
aucune	aucun	DET	_
raison	raison	NC	_
de	de	P	_
croire	croire	VINF	_
qu'	que	CS	_
ils	il	CLS	_
pourraient	pouvoir	V	_
négliger	négliger	VINF	_
un	un	DET	_
devoir	devoir	NC	_
en	en	P	_
faveur	faveur	NC	_
duquel	duquel	PROREL	_
je	je	CLS	_
les	il	CLO	_
dispenserais	dispenser	V	_
de	de	P	_
bien	bien	ADV	_
d'	un	DET	_
autres	autre	NC	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-	-	PONCT	_
auront	avoir	V	_
-ils	il	CLS	_
,	,	PONCT	_
pourront	pouvoir	V	_
-ils	il	CLS	_
avoir	avoir	VINF	_
pour	pour	P	_
votre	votre	DET	_
production	production	NC	_
cet	ce	DET	_
amour	amour	NC	_
de	de	P	_
père	père	NC	_
,	,	PONCT	_
cette	ce	DET	_
attention	attention	NC	_
d'	de	P	_
auteur	auteur	NC	_
,	,	PONCT	_
sans	sans	P	_
lesquels	lequel	PROREL	_
un	un	DET	_
ouvrage	ouvrage	NC	_
se	se	CLO	_
présente	présenter	V	_
toujours	toujours	ADV	_
au	à_le	P+D	_
public	public	NC	_
avec	avec	P	_
un	un	DET	_
certain	certain	ADJ	_
air	air	NC	_
gauche	gauche	ADJ	_
?	?	PONCT	_
*	*	X	_
L'	le	DET	_
*	*	PONCT	_
Auteur	Auteur	NC	_
-	-	PONCT	_
mon	mon	DET	_
manuscrit	manuscrit	NC	_
sera	être	V	_
corrigé	corriger	VPP	_
,	,	PONCT	_
mis	mettre	VPP	_
au	à_le	P+D	_
net	net	NC	_
,	,	PONCT	_
armé	armer	VPP	_
de	de	P	_
toutes	tout	DET	_
pièces	pièce	NC	_
;	;	PONCT	_
il	il	CLS	_
n'	ne	ADV	_
y	y	CLO	_
aura	avoir	V	_
plus	plus	ADV	_
qu'	qu'	ADV	_
à	à	P	_
imprimer	imprimer	VINF	_
.	.	PONCT	_
*	*	X	_
L'	le	DET	_
Ami	Ami	NP	_
-	-	PONCT	_
et	et	CC	_
le	le	DET	_
chapitre	chapitre	NC	_
des	de_le	P+D	_
événements	événement	NC	_
?	?	PONCT	_
Hélas	hélas	I	_
!	!	PONCT	_
De	un	DET	_
pareilles	pareil	ADJ	_
circonstances	circonstance	NC	_
ont	avoir	V	_
occasionné	occasionner	VPP	_
la	le	DET	_
perte	perte	NC	_
de	de	P	_
bien	bien	ADV	_
des	un	DET	_
ouvrages	ouvrage	NC	_
précieux	précieux	ADJ	_
,	,	PONCT	_
et	et	CC	_
entre	entre	P	_
autres	autre	NC	_
de	de	P	_
celui	celui	PRO	_
du	de_le	P+D	_
fameux	fameux	ADJ	_
Lecat	Lecat	NP	_
,	,	PONCT	_
sur	sur	P	_
l'	le	DET	_
état	état	NC	_
de	de	P	_
l'	le	DET	_
âme	âme	NC	_
pendant	pendant	P	_
le	le	DET	_
sommeil	sommeil	NC	_
,	,	PONCT	_
travail	travail	NC	_
de	de	P	_
toute	tout	ADJ	_
