italie	_
londres	_
LIVRE	livre	NC	_
,	,	PONCT	_
il	il	CLS	_
se	se	CLO	_
sentit	sentir	V	_
plus	plus	ADV	_
seul	seul	ADJ	_
encore	encore	ADV	_
.	.	PONCT	_
Quelque	quelque	DET	_
chose	chose	NC	_
d'	de	P	_
aride	aride	ADJ	_
s'	se	CLO	_
empara	emparer	V	_
de	de	P	_
son	son	DET	_
coeur	cœur	NC	_
;	;	PONCT	_
il	il	CLS	_
n'	ne	ADV	_
était	être	V	_
plus	plus	ADV	_
le	le	DET	_
maître	maître	NC	_
de	de	P	_
verser	verser	VINF	_
des	un	DET	_
larmes	larme	NC	_
quand	quand	CS	_
il	il	CLS	_
souffrait	souffrir	V	_
;	;	PONCT	_
il	il	CLS	_
ne	ne	ADV	_
pouvait	pouvoir	V	_
plus	plus	ADV	_
faire	faire	VINF	_
renaître	renaître	VINF	_
ces	ce	DET	_
petites	petit	ADJ	_
circonstances	circonstance	NC	_
locales	local	ADJ	_
qui	qui	PROREL	_
l'	il	CLO	_
attendrissaient	attendrir	V	_
profondément	profondément	ADV	_
;	;	PONCT	_
ses	son	DET	_
souvenirs	souvenir	NC	_
n'	ne	ADV	_
avaient	avoir	V	_
plus	plus	ADV	_
rien	rien	PRO	_
de	de	P	_
vivant	vivant	ADJ	_
,	,	PONCT	_
ils	il	CLS	_
n'	ne	ADV	_
étaient	être	V	_
plus	plus	ADV	_
en	en	P	_
relation	relation	NC	_
avec	avec	P	_
les	le	DET	_
objets	objet	NC	_
qui	qui	PROREL	_
l'	il	CLO	_
environnaient	environner	V	_
;	;	PONCT	_
il	il	CLS	_
ne	ne	ADV	_
pensait	penser	V	_
pas	pas	ADV	_
moins	moins	ADV	_
à	à	P	_
celui	celui	PRO	_
qu'	que	PROREL	_
il	il	CLS	_
regrettait	regretter	V	_
,	,	PONCT	_
mais	mais	CC	_
il	il	CLS	_
parvenait	parvenir	V	_
plus	plus	ADV	_
difficilement	difficilement	ADV	_
à	à	P	_
se	se	CLO	_
retracer	retracer	VINF	_
sa	son	DET	_
présence	présence	NC	_
.	.	PONCT	_
Quelquefois	quelquefois	ADV	_
aussi	aussi	ADV	_
il	il	CLS	_
se	se	CLO	_
reprochait	reprocher	V	_
d'	de	P	_
abandonner	abandonner	VINF	_
les	le	DET	_
lieux	lieu	NC	_
où	où	PROREL	_
son	son	DET	_
père	père	NC	_
avait	avoir	V	_
vécu	vivre	VPP	_
.	.	PONCT	_
Qui	qui	PROWH	_
sait	savoir	V	_
,	,	PONCT	_
se	se	CLO	_
disait	dire	V	_
-il	il	CLS	_
,	,	PONCT	_
si	si	CS	_
les	le	DET	_
ombres	ombre	NC	_
des	de_le	P+D	_
morts	mort	NC	_
peuvent	pouvoir	V	_
suivre	suivre	VINF	_
partout	partout	ADV	_
les	le	DET	_
objets	objet	NC	_
de	de	P	_
leur	leur	DET	_
affection	affection	NC	_
?	?	PONCT	_
Peut-être	peut-être	ADV	_
ne	ne	ADV	_
leur	il	CLO	_
est	être	V	_
-il	il	CLS	_
permis	permettre	VPP	_
d'	de	P	_
errer	errer	VINF	_
qu'	qu'	ADV	_
autour	autour	ADV	_
des	un	DET	_
lieux	lieu	NC	_
où	où	PROREL	_
leurs	leur	DET	_
cendres	cendre	NC	_
reposent	reposer	V	_
!	!	PONCT	_
Peut-être	peut-être	ADV	_
que	que	CS	_
dans	dans	P	_
ce	ce	DET	_
moment	moment	NC	_
mon	mon	DET	_
père	père	NC	_
aussi	aussi	ADV	_
me	je	CLO	_
regrette	regretter	V	_
;	;	PONCT	_
mais	mais	CC	_
la	le	DET	_
force	force	NC	_
lui	il	CLO	_
manque	manquer	V	_
pour	pour	P	_
me	je	CLO	_
rappeler	rappeler	VINF	_
de	de	P	_
si	si	ADV	_
loin	loin	ADV	_
!	!	PONCT	_
Hélas	hélas	I	_
!	!	PONCT	_
Quand	quand	CS	_
il	il	CLS	_
vivait	vivre	V	_
,	,	PONCT	_
un	un	DET	_
concours	concours	NC	_
d'	de	P	_
événemens	événement	NC	_
inouis	inouis	ADJ	_
n'	ne	ADV	_
a	avoir	V	_
-t-il	il	CLS	_
pas	pas	ADV	_
dû	devoir	VPP	_
lui	il	CLO	_
persuader	persuader	VINF	_
que	que	CS	_
j'	je	CLS	_
avais	avoir	V	_
trahi	trahir	VPP	_
sa	son	DET	_
tendresse	tendresse	NC	_
,	,	PONCT	_
que	que	CS	_
j'	je	CLS	_
étais	être	V	_
rebelle	rebelle	ADJ	_
à	à	P	_
ma	mon	DET	_
patrie	patrie	NC	_
,	,	PONCT	_
à	à	P	_
la	le	DET	_
volonté	volonté	NC	_
paternelle	paternel	ADJ	_
,	,	PONCT	_
à	à	P	_
tout	tout	ADJ	_
ce	ce	PRO	_
qu'	que	PROREL	_
il	il	CLS	_
y	y	CLO	_
a	avoir	V	_
de	de	P	_
sacré	sacré	NC	_
sur	sur	P	_
la	le	DET	_
terre	terre	NC	_
.	.	PONCT	_
Ces	ce	DET	_
souvenirs	souvenir	NC	_
causaient	causer	V	_
à	à	P	_
lord	lord	NC	_
*	*	PONCT	_
Nelvil	Nelvil	NC	_
une	un	DET	_
douleur	douleur	NC	_
si	si	ADV	_
insupportable	insupportable	ADJ	_
,	,	PONCT	_
que	que	PROREL	_
non-seulement	non-seulement	ADV	_
il	il	CLS	_
n'	ne	ADV	_
aurait	avoir	V	_
pu	pouvoir	VPP	_
les	il	CLO	_
confier	confier	VINF	_
à	à	P	_
personne	personne	PRO	_
,	,	PONCT	_
mais	mais	CC	_
il	il	CLS	_
craignait	craindre	V	_
lui	il	PRO	_
-même	même	ADJ	_
de	de	P	_
les	il	CLO	_
approfondir	approfondir	VINF	_
.	.	PONCT	_
Il	il	CLS	_
est	être	V	_
si	si	ADV	_
facile	facile	ADJ	_
de	de	P	_
se	se	CLO	_
faire	faire	VINF	_
,	,	PONCT	_
avec	avec	P	_
ses	son	DET	_
propres	propre	ADJ	_
réflexions	réflexion	NC	_
,	,	PONCT	_
un	un	DET	_
mal	mal	NC	_
irréparable	irréparable	ADJ	_
!	!	PONCT	_
Il	Il	NP	_
en	en	CLO	_
coûte	coûter	V	_
davantage	davantage	ADV	_
pour	pour	P	_
quitter	quitter	VINF	_
sa	son	DET	_
patrie	patrie	NC	_
quand	quand	CS	_
il	il	CLS	_
faut	falloir	V	_
traverser	traverser	VINF	_
la	le	DET	_
mer	mer	NC	_
pour	pour	P	_
s'	se	CLO	_
en	en	CLO	_
éloigner	éloigner	VINF	_
;	;	PONCT	_
tout	tout	PRO	_
est	être	V	_
solennel	solennel	ADJ	_
dans	dans	P	_
un	un	DET	_
voyage	voyage	NC	_
dont	dont	PROREL	_
l'	le	DET	_
océan	océan	NC	_
marque	marquer	V	_
les	le	DET	_
premiers	premier	NC	_
pas	pas	ADV	_
:	:	PONCT	_
il	il	CLS	_
semble	sembler	V	_
qu'	que	CS	_
un	un	DET	_
abîme	abîme	NC	_
s'	se	CLO	_
entr'ouvre	entr'ouvrir	V	_
derrière	derrière	P	_
vous	vous	PRO	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
le	le	DET	_
retour	retour	NC	_
pourrait	pouvoir	V	_
devenir	devenir	VINF	_
à	à	P	_
jamais	jamais	ADV	_
impossible	impossible	ADJ	_
.	.	PONCT	_
D'	de	P	_
ailleurs	ailleurs	NC	_
le	le	DET	_
spectacle	spectacle	NC	_
de	de	P	_
la	le	DET	_
mer	mer	NC	_
fait	faire	V	_
toujours	toujours	ADV	_
une	un	DET	_
impression	impression	NC	_
profonde	profond	ADJ	_
;	;	PONCT	_
elle	il	CLS	_
est	être	V	_
l'	le	DET	_
image	image	NC	_
de	de	P	_
cet	ce	DET	_
infini	infini	NC	_
qui	qui	PROREL	_
attire	attirer	V	_
sans	sans	P	_
cesse	cesse	NC	_
la	le	DET	_
pensée	pensée	NC	_
,	,	PONCT	_
et	et	CC	_
dans	dans	P	_
lequel	lequel	PROREL	_
sans	sans	P	_
cesse	cesse	NC	_
elle	il	CLS	_
va	aller	V	_
se	se	CLO	_
perdre	perdre	VINF	_
.	.	PONCT	_
*	*	X	_
Oswald	Oswald	NP	_
,	,	PONCT	_
appuyé	appuyer	VPP	_
sur	sur	P	_
le	le	DET	_
gouvernail	gouvernail	NC	_
et	et	CC	_
les	le	DET	_
regards	regard	NC	_
fixés	fixer	VPP	_
sur	sur	P	_
les	le	DET	_
vagues	vague	NC	_
,	,	PONCT	_
était	être	V	_
calme	calme	ADJ	_
en	en	P	_
apparence	apparence	NC	_
,	,	PONCT	_
car	car	CC	_
sa	son	DET	_
fierté	fierté	NC	_
et	et	CC	_
sa	son	DET	_
timidité	timidité	NC	_
réunies	réunir	VPP	_
ne	ne	ADV	_
lui	il	CLO	_
permettaient	permettre	V	_
presque	presque	ADV	_
jamais	jamais	ADV	_
de	de	P	_
montrer	montrer	VINF	_
même	même	ADV	_
à	à	P	_
ses	son	DET	_
amis	ami	NC	_
ce	ce	PRO	_
qu'	que	PROREL	_
il	il	CLS	_
éprouvait	éprouver	V	_
;	;	PONCT	_
mais	mais	CC	_
des	un	DET	_
sentimens	sentiment	NC	_
pénibles	pénible	ADJ	_
l'	il	CLO	_
agitaient	agiter	V	_
intérieurement	intérieurement	ADV	_
.	.	PONCT	_
Il	il	CLS	_
se	se	CLO	_
rappelait	rappeler	V	_
le	le	DET	_
temps	temps	NC	_
où	où	PROREL	_
le	le	DET	_
spectacle	spectacle	NC	_
de	de	P	_
la	le	DET	_
mer	mer	NC	_
animait	animer	V	_
sa	son	DET	_
jeunesse	jeunesse	NC	_
par	par	P	_
le	le	DET	_
désir	désir	NC	_
de	de	P	_
fendre	fendre	VINF	_
les	le	DET	_
flots	flot	NC	_
à	à	P	_
la	le	DET	_
nage	nage	NC	_
,	,	PONCT	_
de	de	P	_
mesurer	mesurer	VINF	_
sa	son	DET	_
force	force	NC	_
contre	contre	P	_
elle	il	PRO	_
.	.	PONCT	_
-	-	X	_
pourquoi	pourquoi	PROWH	_
,	,	PONCT	_
se	se	CLO	_
disait	dire	V	_
-il	il	CLS	_
avec	avec	P	_
un	un	DET	_
regret	regret	NC	_
amer	amer	ADJ	_
,	,	PONCT	_
pourquoi	pourquoi	PROWH	_
me	je	CLO	_
livrer	livrer	VINF	_
sans	sans	P	_
relâche	relâche	NC	_
à	à	P	_
la	le	DET	_
réflexion	réflexion	NC	_
?	?	PONCT	_
Il	il	CLS	_
y	y	CLO	_
a	avoir	V	_
tant	tant	ADV	_
de	de	P	_
plaisirs	plaisir	NC	_
dans	dans	P	_
la	le	DET	_
vie	vie	NC	_
active	actif	ADJ	_
,	,	PONCT	_
dans	dans	P	_
ces	ce	DET	_
exercices	exercice	NC	_
violens	violent	ADJ	_
qui	qui	PROREL	_
nous	nous	CLO	_
font	faire	V	_
sentir	sentir	VINF	_
l'	le	DET	_
énergie	énergie	NC	_
de	de	P	_
l'	le	DET	_
existence	existence	NC	_
!	!	PONCT	_
La	le	DET	_
mort	mort	NC	_
elle	il	PRO	_
-même	même	ADJ	_
alors	alors	ADV	_
ne	ne	ADV	_
semble	sembler	V	_
qu'	qu'	ADV	_
un	un	DET	_
événement	événement	NC	_
peut-être	peut-être	ADV	_
glorieux	glorieux	ADJ	_
,	,	PONCT	_
subit	subir	V	_
au	à_le	P+D	_
moins	moins	NC	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
le	le	DET	_
déclin	déclin	NC	_
n'	ne	ADV	_
a	avoir	V	_
point	point	ADV	_
précédé	précéder	VPP	_
.	.	PONCT	_
Mais	mais	CC	_
cette	ce	DET	_
mort	mort	NC	_
qui	qui	PROREL	_
vient	venir	V	_
sans	sans	P	_
que	que	CS	_
le	le	DET	_
courage	courage	NC	_
l'	il	CLO	_
ait	avoir	V	_
cherchée	chercher	VPP	_
;	;	PONCT	_
cette	ce	DET	_
mort	mort	NC	_
des	de_le	P+D	_
ténèbres	ténèbre	NC	_
qui	qui	PROREL	_
vous	vous	CLO	_
enlève	enlever	V	_
dans	dans	P	_
la	le	DET	_
nuit	nuit	NC	_
ce	ce	PRO	_
que	que	PROREL	_
vous	vous	CLS	_
avez	avoir	V	_
de	de	P	_
plus	plus	ADV	_
cher	cher	ADJ	_
,	,	PONCT	_
qui	qui	PROREL	_
méprise	mépriser	V	_
vos	votre	DET	_
regrets	regret	NC	_
,	,	PONCT	_
repousse	repousser	V	_
votre	votre	DET	_
bras	bras	NC	_
,	,	PONCT	_
et	et	CC	_
vous	vous	CLS	_
oppose	opposer	V	_
sans	sans	P	_
pitié	pitié	NC	_
les	le	DET	_
éternelles	éternel	ADJ	_
lois	loi	NC	_
du	de_le	P+D	_
temps	temps	NC	_
et	et	CC	_
de	de	P	_
la	le	DET	_
nature	nature	NC	_
;	;	PONCT	_
cette	ce	DET	_
mort	mort	NC	_
inspire	inspirer	V	_
une	un	DET	_
sorte	sorte	NC	_
de	de	P	_
mépris	mépris	NC	_
pour	pour	P	_
la	le	DET	_
destinée	destinée	NC	_
humaine	humain	ADJ	_
,	,	PONCT	_
pour	pour	P	_
l'	le	DET	_
impuissance	impuissance	NC	_
de	de	P	_
la	le	DET	_
douleur	douleur	NC	_
,	,	PONCT	_
pour	pour	P	_
tous	tout	ADJ	_
les	le	DET	_
vains	vain	ADJ	_
efforts	effort	NC	_
qui	qui	PROREL	_
vont	aller	V	_
se	se	CLO	_
briser	briser	VINF	_
contre	contre	P	_
la	le	DET	_
nécessité	nécessité	NC	_
.	.	PONCT	_
Tels	tel	ADJ	_
étaient	être	V	_
les	le	DET	_
sentimens	sentiment	NC	_
qui	qui	PROREL	_
tourmentaient	tourmenter	V	_
*	*	X	_
Oswald	Oswald	NP	_
;	;	PONCT	_
et	et	CC	_
ce	ce	PRO	_
qui	qui	PROREL	_
caractérisait	caractériser	V	_
le	le	DET	_
malheur	malheur	NC	_
de	de	P	_
sa	son	DET	_
situation	situation	NC	_
c'	ce	CLS	_
était	être	V	_
la	le	DET	_
vivacité	vivacité	NC	_
de	de	P	_
la	le	DET	_
jeunesse	jeunesse	NC	_
unie	unir	VPP	_
aux	à_le	P+D	_
pensées	pensée	NC	_
d'	de	P	_
un	un	DET	_
autre	autre	ADJ	_
âge	âge	NC	_
.	.	PONCT	_
Il	il	CLS	_
s'	se	CLO	_
identifiait	identifier	V	_
avec	avec	P	_
les	le	DET	_
idées	idée	NC	_
qui	qui	PROREL	_
