I	I	X	_
dans	dans	P	_
aucun	aucun	PRO	_
des	de_le	P+D	_
comptoirs	comptoir	NC	_
de	de	P	_
la	le	DET	_
cité	cité	NC	_
.	.	PONCT	_
Ni	ni	CC	_
les	le	DET	_
bassins	bassin	NC	_
ni	ni	CC	_
les	le	DET	_
docks	dock	NC	_
de	de	P	_
Londres	Londres	NP	_
n'	ne	ADV	_
avaient	avoir	V	_
jamais	jamais	ADV	_
reçu	recevoir	VPP	_
un	un	DET	_
navire	navire	NC	_
ayant	avoir	VPR	_
pour	pour	P	_
armateur	armateur	NC	_
Phileas	Phileas	NP	_
Fogg	Fogg	NP	_
.	.	PONCT	_
Ce	ce	DET	_
gentleman	gentleman	NC	_
ne	ne	ADV	_
figurait	figurer	V	_
dans	dans	P	_
aucun	aucun	DET	_
comité	comité	NC	_
d'	de	P	_
administration	administration	NC	_
.	.	PONCT	_
Son	son	DET	_
nom	nom	NC	_
n'	ne	ADV	_
avait	avoir	V	_
jamais	jamais	ADV	_
retenti	retentir	VPP	_
dans	dans	P	_
un	un	DET	_
collège	collège	NC	_
d'	de	P	_
avocats	avocat	NC	_
,	,	PONCT	_
ni	ni	CC	_
au	à_le	P+D	_
temple	temple	NC	_
,	,	PONCT	_
ni	ni	CC	_
à	à	P	_
Lincoln's	Lincoln's	NP	_
-	-	PONCT	_
Inn	Inn	NP	_
,	,	PONCT	_
ni	ni	CC	_
à	à	P	_
Gray's	Gray's	NP	_
-	-	PONCT	_
Inn	Inn	NP	_
.	.	PONCT	_
Jamais	jamais	ADV	_
il	il	CLS	_
ne	ne	ADV	_
plaida	plaider	V	_
ni	ni	CC	_
à	à	P	_
la	le	DET	_
cour	cour	NC	_
du	de_le	P+D	_
chancelier	chancelier	NC	_
,	,	PONCT	_
ni	ni	CC	_
au	à_le	P+D	_
banc	banc	NC	_
de	de	P	_
la	le	DET	_
reine	reine	NC	_
,	,	PONCT	_
ni	ni	CC	_
à	à	P	_
l'	le	DET	_
échiquier	échiquier	NC	_
,	,	PONCT	_
ni	ni	CC	_
en	en	P	_
cour	cour	NC	_
ecclésiastique	ecclésiastique	ADJ	_
.	.	PONCT	_
Il	il	CLS	_
n'	ne	ADV	_
était	être	V	_
ni	ni	CC	_
industriel	industriel	ADJ	_
,	,	PONCT	_
ni	ni	CC	_
négociant	négocier	VPR	_
,	,	PONCT	_
ni	ni	CC	_
marchand	marchand	ADJ	_
,	,	PONCT	_
ni	ni	CC	_
agriculteur	agriculteur	NC	_
.	.	PONCT	_
Il	il	CLS	_
ne	ne	ADV	_
faisait	faire	V	_
partie	partie	NC	_
ni	ni	CC	_
de	de	P	_
l'	le	DET	_
institution	institution	NC	_
royale	royal	ADJ	_
de	de	P	_
la	le	DET	_
Grande-Bretagne	Grande-Bretagne	NP	_
,	,	PONCT	_
ni	ni	CC	_
de	de	P	_
l'	le	DET	_
institution	institution	NC	_
de	de	P	_
Londres	Londres	NP	_
,	,	PONCT	_
ni	ni	CC	_
de	de	P	_
l'	le	DET	_
institution	institution	NC	_
des	de_le	P+D	_
artisans	artisan	NC	_
,	,	PONCT	_
ni	ni	CC	_
de	de	P	_
l'	le	DET	_
institution	institution	NC	_
Russell	Russell	NP	_
,	,	PONCT	_
ni	ni	CC	_
de	de	P	_
l'	le	DET	_
institution	institution	NC	_
littéraire	littéraire	ADJ	_
de	de	P	_
l'	le	DET	_
ouest	ouest	NC	_
,	,	PONCT	_
ni	ni	CC	_
de	de	P	_
l'	le	DET	_
institution	institution	NC	_
du	de_le	P+D	_
droit	droit	NC	_
,	,	PONCT	_
ni	ni	CC	_
de	de	P	_
cette	ce	DET	_
institution	institution	NC	_
des	de_le	P+D	_
arts	art	NC	_
et	et	CC	_
des	un	DET	_
sciences	science	NC	_
réunis	réunir	VPP	_
,	,	PONCT	_
qui	qui	PROREL	_
est	être	V	_
placée	placer	VPP	_
sous	sous	P	_
le	le	DET	_
patronage	patronage	NC	_
direct	direct	ADJ	_
de	de	P	_
sa	son	DET	_
gracieuse	gracieux	ADJ	_
majesté	majesté	NC	_
.	.	PONCT	_
Il	il	CLS	_
n'	ne	ADV	_
appartenait	appartenir	V	_
enfin	enfin	ADV	_
à	à	P	_
aucune	aucun	PRO	_
des	de_le	P+D	_
nombreuses	nombreux	ADJ	_
sociétés	société	NC	_
qui	qui	PROREL	_
pullulent	pulluler	V	_
dans	dans	P	_
la	le	DET	_
capitale	capitale	NC	_
de	de	P	_
l'	le	DET	_
Angleterre	Angleterre	NP	_
,	,	PONCT	_
depuis	depuis	P	_
la	le	DET	_
société	société	NC	_
de	de	P	_
l'	le	DET	_
armonica	armonica	NC	_
jusqu'	jusque	P	_
à	à	P	_
la	le	DET	_
société	société	NC	_
entomologique	entomologique	ADJ	_
,	,	PONCT	_
fondée	fonder	VPP	_
principalement	principalement	ADV	_
dans	dans	P	_
le	le	DET	_
but	but	NC	_
de	de	P	_
détruire	détruire	VINF	_
les	le	DET	_
insectes	insecte	NC	_
nuisibles	nuisible	ADJ	_
.	.	PONCT	_
Phileas	Phileas	NP	_
Fogg	Fogg	NP	_
était	être	V	_
membre	membre	NC	_
du	de_le	P+D	_
reform	reform	NC	_
-	-	PONCT	_
club	club	NC	_
,	,	PONCT	_
et	et	CC	_
voilà	voilà	V	_
tout	tout	PRO	_
.	.	PONCT	_
à	à	P	_
qui	qui	PROREL	_
s'	se	CLO	_
étonnerait	étonner	V	_
de	de	P	_
ce	ce	PRO	_
qu'	que	PROREL	_
un	un	DET	_
gentleman	gentleman	NC	_
aussi	aussi	ADV	_
mystérieux	mystérieux	ADJ	_
comptât	compter	V	_
parmi	parmi	P	_
les	le	DET	_
membres	membre	NC	_
de	de	P	_
cette	ce	DET	_
honorable	honorable	ADJ	_
association	association	NC	_
,	,	PONCT	_
on	on	CLS	_
répondra	répondre	V	_
qu'	que	CS	_
il	il	CLS	_
passa	passer	V	_
sur	sur	P	_
la	le	DET	_
recommandation	recommandation	NC	_
de	de	P	_
Mm	m	NC	_
Baring	Baring	NP	_
frères	frère	NC	_
,	,	PONCT	_
chez	chez	P	_
lesquels	lequel	PROREL	_
il	il	CLS	_
avait	avoir	V	_
un	un	DET	_
crédit	crédit	NC	_
ouvert	ouvrir	VPP	_
.	.	PONCT	_
De	de	P	_
là	là	ADV	_
une	un	DET	_
certaine	certain	ADJ	_
"	"	PONCT	_
surface	surface	NC	_
"	"	PONCT	_
,	,	PONCT	_
due	devoir	VPP	_
à	à	P	_
ce	ce	PRO	_
que	que	PROREL	_
ses	son	DET	_
chèques	chèque	NC	_
étaient	être	V	_
régulièrement	régulièrement	ADV	_
payés	payer	VPP	_
à	à	P	_
vue	vue	NC	_
par	par	P	_
le	le	DET	_
débit	débit	NC	_
de	de	P	_
son	son	DET	_
compte	compte	NC	_
courant	courant	ADJ	_
invariablement	invariablement	ADV	_
créditeur	créditeur	NC	_
.	.	PONCT	_
Ce	ce	DET	_
Phileas	Phileas	NP	_
Fogg	Fogg	NP	_
était	être	V	_
-il	il	CLS	_
riche	riche	ADJ	_
?	?	PONCT	_
Incontestablement	incontestablement	ADV	_
.	.	PONCT	_
Mais	mais	CC	_
comment	comment	PROWH	_
il	il	CLS	_
avait	avoir	V	_
fait	faire	VPP	_
fortune	fortune	NC	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
ce	ce	PRO	_
que	que	PROREL	_
les	le	DET	_
mieux	mieux	ADV	_
informés	informer	VPP	_
ne	ne	ADV	_
pouvaient	pouvoir	V	_
dire	dire	VINF	_
,	,	PONCT	_
et	et	CC	_
Mr	monsieur	NC	_
Fogg	Fogg	NP	_
était	être	V	_
le	le	DET	_
dernier	dernier	NC	_
auquel	auquel	PROREL	_
il	il	CLS	_
convînt	convenir	V	_
de	de	P	_
s'	se	CLO	_
adresser	adresser	VINF	_
pour	pour	P	_
l'	il	CLO	_
apprendre	apprendre	VINF	_
.	.	PONCT	_
En	en	P	_
tout	tout	DET	_
cas	cas	NC	_
,	,	PONCT	_
il	il	CLS	_
n'	ne	ADV	_
était	être	V	_
prodigue	prodigue	ADJ	_
de	de	P	_
rien	rien	PRO	_
,	,	PONCT	_
mais	mais	CC	_
non	non	ADV	_
avare	avare	ADJ	_
,	,	PONCT	_
car	car	CC	_
partout	partout	ADV	_
où	où	PROREL	_
il	il	CLS	_
manquait	manquer	V	_
un	un	DET	_
appoint	appoint	NC	_
pour	pour	P	_
une	un	DET	_
chose	chose	NC	_
noble	noble	ADJ	_
,	,	PONCT	_
utile	utile	ADJ	_
ou	ou	CC	_
généreuse	généreux	ADJ	_
,	,	PONCT	_
il	il	CLS	_
l'	il	CLO	_
apportait	apporter	V	_
silencieusement	silencieusement	ADV	_
et	et	CC	_
même	même	ADV	_
anonymement	anonymement	ADV	_
.	.	PONCT	_
En	en	P	_
somme	somme	NC	_
,	,	PONCT	_
rien	rien	PRO	_
de	de	P	_
moins	moins	ADV	_
communicatif	communicatif	ADJ	_
que	que	CS	_
ce	ce	DET	_
gentleman	gentleman	NC	_
.	.	PONCT	_
Il	il	CLS	_
parlait	parler	V	_
aussi	aussi	ADV	_
peu	peu	ADV	_
que	que	CS	_
possible	possible	ADJ	_
,	,	PONCT	_
et	et	CC	_
semblait	sembler	V	_
d'	de	P	_
autant	autant	ADV	_
plus	plus	ADV	_
mystérieux	mystérieux	ADJ	_
qu'	que	CS	_
il	il	CLS	_
était	être	V	_
silencieux	silencieux	ADJ	_
.	.	PONCT	_
Cependant	cependant	ADV	_
sa	son	DET	_
vie	vie	NC	_
était	être	V	_
à	à	P	_
jour	jour	NC	_
,	,	PONCT	_
mais	mais	CC	_
ce	ce	PRO	_
qu'	que	PROREL	_
il	il	CLS	_
faisait	faire	V	_
était	être	V	_
si	si	ADV	_
mathématiquement	mathématiquement	ADV	_
toujours	toujours	ADV	_
la	le	DET	_
même	même	ADJ	_
chose	chose	NC	_
,	,	PONCT	_
que	que	CS	_
l'	le	DET	_
imagination	imagination	NC	_
,	,	PONCT	_
mécontente	mécontent	ADJ	_
,	,	PONCT	_
cherchait	chercher	V	_
au	à_le	P+D	_
delà	delà	ADV	_
.	.	PONCT	_
Avait	avoir	V	_
-il	il	CLS	_
voyagé	voyager	VPP	_
?	?	PONCT	_
C'	ce	CLS	_
était	être	V	_
probable	probable	ADJ	_
,	,	PONCT	_
car	car	CC	_
personne	personne	PRO	_
ne	ne	ADV	_
possédait	posséder	V	_
mieux	mieux	ADV	_
que	que	CS	_
lui	il	PRO	_
la	le	DET	_
carte	carte	NC	_
du	de_le	P+D	_
monde	monde	NC	_
.	.	PONCT	_
Il	il	CLS	_
n'	ne	ADV	_
était	être	V	_
endroit	endroit	ADJ	_
si	si	ADV	_
reculé	reculer	VPP	_
dont	dont	PROREL	_
il	il	CLS	_
ne	ne	ADV	_
parût	paraître	V	_
avoir	avoir	VINF	_
une	un	DET	_
connaissance	connaissance	NC	_
spéciale	spécial	ADJ	_
.	.	PONCT	_
Quelquefois	quelquefois	ADV	_
,	,	PONCT	_
mais	mais	CC	_
en	en	P	_
peu	peu	ADV	_
de	de	P	_
mots	mot	NC	_
,	,	PONCT	_
brefs	bref	ADJ	_
et	et	CC	_
clairs	clair	ADJ	_
,	,	PONCT	_
il	il	CLS	_
redressait	redresser	V	_
les	le	DET	_
mille	mille	ADJ	_
propos	propos	NC	_
qui	qui	PROREL	_
circulaient	circuler	V	_
dans	dans	P	_
le	le	DET	_
club	club	NC	_
au	à_le	P+D	_
sujet	sujet	NC	_
des	de_le	P+D	_
voyageurs	voyageur	NC	_
perdus	perdu	ADJ	_
ou	ou	CC	_
égarés	égaré	ADJ	_
;	;	PONCT	_
il	il	CLS	_
indiquait	indiquer	V	_
les	le	DET	_
vraies	vrai	ADJ	_
probabilités	probabilité	NC	_
,	,	PONCT	_
et	et	CC	_
ses	son	DET	_
paroles	parole	NC	_
s'	se	CLO	_
étaient	être	V	_
trouvées	trouver	VPP	_
souvent	souvent	ADV	_
comme	comme	P	_
inspirées	inspirer	VPP	_
par	par	P	_
une	un	DET	_
seconde	second	ADJ	_
vue	vue	NC	_
,	,	PONCT	_
tant	tant	ADV	_
l'	le	DET	_
événement	événement	NC	_
finissait	finir	V	_
toujours	toujours	ADV	_
par	par	P	_
les	il	CLO	_
justifier	justifier	VINF	_
.	.	PONCT	_
C'	ce	CLS	_
était	être	V	_
un	un	DET	_
homme	homme	NC	_
qui	qui	PROREL	_
avait	avoir	V	_
dû	devoir	VPP	_
voyager	voyager	VINF	_
partout	partout	ADV	_
,	,	PONCT	_
-	-	PONCT	_
en	en	P	_
esprit	esprit	NC	_
,	,	PONCT	_
tout	tout	ADV	_
au	à_le	P+D	_
moins	moins	NC	_
.	.	PONCT	_
Ce	ce	PRO	_
qui	qui	PROREL	_
était	être	V	_
certain	certain	ADJ	_
toutefois	toutefois	ADV	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
que	que	CS	_
,	,	PONCT	_
depuis	depuis	P	_
de	un	DET	_
longues	long	ADJ	_
années	année	NC	_
,	,	PONCT	_
Phileas	Phileas	NP	_
Fogg	Fogg	NP	_
n'	ne	ADV	_
avait	avoir	V	_
pas	pas	ADV	_
quitté	quitter	VPP	_
Londres	Londres	NP	_
.	.	PONCT	_
Ceux	celui	PRO	_
qui	qui	PROREL	_
avaient	avoir	V	_
l'	le	DET	_
honneur	honneur	NC	_
de	de	P	_
le	il	CLO	_
connaître	connaître	VINF	_
un	un	DET	_
peu	peu	NC	_
plus	plus	ADV	_
que	que	CS	_
les	le	DET	_
autres	autre	NC	_
attestaient	attester	V	_
que	que	CS	_
,	,	PONCT	_
-	-	PONCT	_
si	si	CS	_
ce	ce	CLS	_
n'	ne	ADV	_
est	être	V	_
sur	sur	P	_
ce	ce	DET	_
chemin	chemin	NC	_
direct	direct	ADJ	_
qu'	que	PROREL	_
il	il	CLS	_
parcourait	parcourir	V	_
chaque	chaque	DET	_
jour	jour	NC	_
pour	pour	P	_
venir	venir	VINF	_
de	de	P	_
sa	son	DET	_
maison	maison	NC	_
au	à_le	P+D	_
club	club	NC	_
,	,	PONCT	_
-	-	PONCT	_
personne	personne	PRO	_
ne	ne	ADV	_
pouvait	pouvoir	V	_
prétendre	prétendre	VINF	_
l'	il	CLO	_
avoir	avoir	VINF	_
jamais	jamais	ADV	_
vu	voir	VPP	_
ailleurs	ailleurs	ADV	_
.	.	PONCT	_
Son	son	DET	_
seul	seul	ADJ	_
passe-temps	passe-temps	NC	_
était	être	V	_
de	de	P	_
lire	lire	VINF	_
les	le	DET	_
journaux	journal	NC	_
et	et	CC	_
de	de	P	_
jouer	jouer	VINF	_
au	à_le	P+D	_
whist	whist	NC	_
.	.	PONCT	_
à	à	P	_
ce	ce	DET	_
jeu	jeu	NC	_
du	de_le	P+D	_
silence	silence	NC	_
,	,	PONCT	_
si	si	ADV	_
bien	bien	ADV	_
approprié	approprier	VPP	_
à	à	P	_
sa	son	DET	_
nature	nature	NC	_
,	,	PONCT	_
il	il	CLS	_
gagnait	gagner	V	_
souvent	souvent	ADV	_
,	,	PONCT	_
mais	mais	CC	_
ses	son	DET	_
gains	gain	NC	_
n'	ne	ADV	_
entraient	entrer	V	_
jamais	jamais	ADV	_
dans	dans	P	_
sa	son	DET	_
bourse	bourse	NC	_
et	et	CC	_
figuraient	figurer	V	_
pour	pour	P	_
une	un	DET	_
somme	somme	NC	_
importante	important	ADJ	_
à	à	P	_
son	son	DET	_
budget	budget	NC	_
de	de	P	_
charité	charité	NC	_
.	.	PONCT	_
D'	de	P	_
ailleurs	ailleurs	NC	_
,	,	PONCT	_
il	il	CLS	_
faut	falloir	V	_
le	il	CLO	_
remarquer	remarquer	VINF	_
,	,	PONCT	_
Mr	monsieur	NC	_
Fogg	Fogg	NP	_
jouait	jouer	V	_
évidemment	évidemment	ADV	_
pour	pour	P	_
jouer	jouer	VINF	_
,	,	PONCT	_
non	non	ADV	_
pour	pour	P	_
gagner	gagner	VINF	_
.	.	PONCT	_
Le	le	DET	_
jeu	jeu	NC	_
était	être	V	_
pour	pour	P	_
lui	il	PRO	_
un	un	DET	_
combat	combat	NC	_
,	,	PONCT	_
une	un	DET	_
lutte	lutte	NC	_
contre	contre	P	_
une	un	DET	_
difficulté	difficulté	NC	_
,	,	PONCT	_
mais	mais	CC	_
une	un	DET	_
lutte	lutte	NC	_
sans	sans	P	_
mouvement	mouvement	NC	_
,	,	PONCT	_
sans	sans	P	_
déplacement	déplacement	NC	_
,	,	PONCT	_
sans	sans	P	_
fatigue	fatigue	NC	_
,	,	PONCT	_
et	et	CC	_
cela	cela	PRO	_
allait	aller	V	_
à	à	P	_
son	son	DET	_
caractère	caractère	NC	_
.	.	PONCT	_
On	on	CLS	_
ne	ne	ADV	_
connaissait	connaître	V	_
à	à	P	_
Phileas	Phileas	NP	_
Fogg	Fogg	NP	_
ni	ni	CC	_
femme	femme	NC	_
ni	ni	CC	_
enfants	enfant	NC	_
,	,	PONCT	_
-	-	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
peut	pouvoir	V	_
arriver	arriver	VINF	_
aux	à_le	P+D	_
gens	gens	NC	_
les	le	DET	_
plus	plus	ADV	_
honnêtes	honnête	ADJ	_
,	,	PONCT	_
-	-	PONCT	_
ni	ni	CC	_
parents	parent	NC	_
ni	ni	CC	_
amis	ami	NC	_
,	,	PONCT	_
-	-	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
est	être	V	_
plus	plus	ADV	_
rare	rare	ADJ	_
en	en	P	_
vérité	vérité	NC	_
.	.	PONCT	_
Phileas	Phileas	NP	_
Fogg	Fogg	NP	_
vivait	vivre	V	_
seul	seul	ADJ	_
dans	dans	P	_
sa	son	DET	_
maison	maison	NC	_
de	de	P	_
Saville	Saville	NP	_
-	-	PONCT	_
Row	Row	NP	_
,	,	PONCT	_
où	où	PROREL	_
personne	personne	PRO	_
ne	ne	ADV	_
pénétrait	pénétrer	V	_
.	.	PONCT	_
De	de	P	_
son	son	DET	_
intérieur	intérieur	NC	_
,	,	PONCT	_
jamais	jamais	ADV	_
il	il	CLS	_
n'	ne	ADV	_
était	être	V	_
question	question	NC	_
.	.	PONCT	_
Un	un	DET	_
seul	seul	ADJ	_
domestique	domestique	NC	_
suffisait	suffire	V	_
à	à	P	_
le	il	CLO	_
servir	servir	VINF	_
.	.	PONCT	_
Déjeunant	déjeuner	VPR	_
,	,	PONCT	_
dînant	dîner	VPR	_
au	à_le	P+D	_
club	club	NC	_
à	à	P	_
des	un	DET	_
heures	heure	NC	_
chronométriquement	chronométriquement	ADV	_
déterminées	déterminer	VPP	_
,	,	PONCT	_
dans	dans	P	_
la	le	DET	_
même	même	ADJ	_
salle	salle	NC	_
,	,	PONCT	_
à	à	P	_
la	le	DET	_
même	même	ADJ	_
table	table	NC	_
,	,	PONCT	_
ne	ne	ADV	_
traitant	traiter	VPR	_
point	point	ADV	_
ses	son	DET	_
collègues	collègue	NC	_
,	,	PONCT	_
n'	ne	ADV	_
invitant	inviter	VPR	_
aucun	aucun	DET	_
étranger	étranger	NC	_
,	,	PONCT	_
il	il	CLS	_
ne	ne	ADV	_
rentrait	rentraire	V	_
chez	chez	P	_
lui	il	PRO	_
que	que	ADV	_
pour	pour	P	_
se	se	CLO	_
coucher	coucher	VINF	_
,	,	PONCT	_
à	à	P	_
minuit	minuit	NC	_
précis	précis	ADJ	_
,	,	PONCT	_
sans	sans	P	_
jamais	jamais	ADV	_
user	user	VINF	_
de	de	P	_
ces	ce	DET	_
chambres	chambre	NC	_
confortables	confortable	ADJ	_
que	que	CS	_
le	le	DET	_
reform	reform	NC	_
-	-	PONCT	_
club	club	NC	_
tient	tenir	V	_
à	à	P	_
la	le	DET	_
disposition	disposition	NC	_
des	de_le	P+D	_
membres	membre	NC	_
du	de_le	P+D	_
cercle	cercle	NC	_
.	.	PONCT	_
Sur	sur	P	_
vingt-quatre	vingt-quatre	DET	_
heures	heure	NC	_
,	,	PONCT	_
il	il	CLS	_
en	en	CLO	_
passait	passer	V	_
dix	dix	PRO	_
à	à	P	_
son	son	DET	_
domicile	domicile	NC	_
,	,	PONCT	_
soit	soit	CC	_
qu'	que	CS	_
il	il	CLS	_
dormît	dormir	V	_
,	,	PONCT	_
soit	soit	CC	_
qu'	que	CS	_
il	il	CLS	_
s'	se	CLO	_
occupât	occuper	V	_
de	de	P	_
sa	son	DET	_
toilette	toilette	NC	_
.	.	PONCT	_
S'	si	CS	_
il	il	CLS	_
se	se	CLO	_
promenait	promener	V	_
,	,	PONCT	_
c'	ce	CLS	_
était	être	V	_
invariablement	invariablement	ADV	_
,	,	PONCT	_
d'	de	P	_
un	un	DET	_
pas	pas	NC	_
égal	égal	ADJ	_
,	,	PONCT	_
dans	dans	P	_
la	le	DET	_
salle	salle	NC	_
d'	de	P	_
entrée	entrée	NC	_
parquetée	parqueter	VPP	_
en	en	P	_
marqueterie	marqueterie	NC	_
,	,	PONCT	_
ou	ou	CC	_
sur	sur	P	_
la	le	DET	_
galerie	galerie	NC	_
circulaire	circulaire	ADJ	_
,	,	PONCT	_
au-dessus	au-dessus	ADV	_
de	de	P	_
laquelle	il	PROREL	_
s'	se	CLO	_
arrondit	arrondir	V	_
un	un	DET	_
dôme	dôme	NC	_
à	à	P	_
vitraux	vitrail	NC	_
bleus	bleu	ADJ	_
,	,	PONCT	_
que	que	PROREL	_
supportent	supporter	V	_
vingt	vingt	DET	_
colonnes	colonne	NC	_
ioniques	ionique	ADJ	_
en	en	P	_
porphyre	porphyre	NC	_
rouge	rouge	ADJ	_
.	.	PONCT	_
S'	si	CS	_
il	il	CLS	_
dînait	dîner	V	_
ou	ou	CC	_
déjeunait	déjeuner	V	_
,	,	PONCT	_
c'	ce	CLS	_
étaient	être	V	_
les	le	DET	_
cuisines	cuisine	NC	_
,	,	PONCT	_
le	le	DET	_
garde-manger	garde-manger	NC	_
,	,	PONCT	_
l'	le	DET	_
office	office	NC	_
,	,	PONCT	_
la	le	DET	_
poissonnerie	poissonnerie	NC	_
,	,	PONCT	_
la	le	DET	_
laiterie	laiterie	NC	_
du	de_le	P+D	_
club	club	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
fournissaient	fournir	V	_
à	à	P	_
sa	son	DET	_
table	table	NC	_
leurs	leur	DET	_
succulentes	succulent	ADJ	_
réserves	réserve	NC	_
;	;	PONCT	_
c'	ce	CLS	_
étaient	être	V	_
les	le	DET	_
domestiques	domestique	NC	_
du	de_le	P+D	_
club	club	NC	_
,	,	PONCT	_
graves	grave	ADJ	_
personnages	personnage	NC	_
en	en	P	_
habit	habit	NC	_
noir	noir	ADJ	_
,	,	PONCT	_
chaussés	chausser	VPP	_
de	de	P	_
souliers	soulier	NC	_
à	à	P	_
semelles	semelle	NC	_
de	de	P	_
molleton	molleton	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
