DISCOURS	discours	NC	_
,	,	PONCT	_
se	se	CLO	_
distribuent	distribuer	V	_
et	et	CC	_
se	se	CLO	_
consomment	consommer	V	_
les	le	DET	_
richesses	richesse	NC	_
qui	qui	PROREL	_
satisfont	satisfaire	V	_
aux	à_le	P+D	_
besoins	besoin	NC	_
des	de_le	P+D	_
sociétés	société	NC	_
.	.	PONCT	_
Cependant	cependant	ADV	_
les	le	DET	_
richesses	richesse	NC	_
sont	être	V	_
essentiellement	essentiellement	ADV	_
indépendantes	indépendant	ADJ	_
de	de	P	_
l'	le	DET	_
organisation	organisation	NC	_
politique	politique	ADJ	_
.	.	PONCT	_
Sous	sous	P	_
toutes	tout	ADJ	_
les	le	DET	_
formes	forme	NC	_
de	de	P	_
gouvernement	gouvernement	NC	_
,	,	PONCT	_
un	un	DET	_
état	état	NC	_
peut	pouvoir	V	_
prospérer	prospérer	VINF	_
,	,	PONCT	_
s'	si	CS	_
il	il	CLS	_
est	être	V	_
bien	bien	ADV	_
administré	administrer	VPP	_
.	.	PONCT	_
On	on	CLS	_
a	avoir	V	_
vu	voir	VPP	_
des	un	DET	_
nations	nation	NC	_
s'	se	CLO	_
enrichir	enrichir	VINF	_
sous	sous	P	_
des	un	DET	_
monarques	monarque	NC	_
absolus	absolu	ADJ	_
:	:	PONCT	_
on	on	CLS	_
en	en	CLO	_
a	avoir	V	_
vu	voir	VPP	_
se	se	CLO	_
ruiner	ruiner	VINF	_
sous	sous	P	_
des	un	DET	_
conseils	conseil	NC	_
populaires	populaire	ADJ	_
.	.	PONCT	_
Si	si	CS	_
la	le	DET	_
liberté	liberté	NC	_
politique	politique	ADJ	_
est	être	V	_
plus	plus	ADV	_
favorable	favorable	ADJ	_
au	à_le	P+D	_
développement	développement	NC	_
des	de_le	P+D	_
richesses	richesse	NC	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
indirectement	indirectement	ADV	_
,	,	PONCT	_
de	de	P	_
même	même	ADV	_
qu'	que	CS	_
elle	il	CLS	_
est	être	V	_
plus	plus	ADV	_
favorable	favorable	ADJ	_
à	à	P	_
l'	le	DET	_
instruction	instruction	NC	_
.	.	PONCT	_
En	en	P	_
confondant	confondre	VPR	_
dans	dans	P	_
les	le	DET	_
mêmes	même	ADJ	_
recherches	recherche	NC	_
les	le	DET	_
principes	principe	NC	_
qui	qui	PROREL	_
constituent	constituer	V	_
un	un	DET	_
bon	bon	ADJ	_
gouvernement	gouvernement	NC	_
,	,	PONCT	_
et	et	CC	_
ceux	celui	PRO	_
sur	sur	P	_
lesquels	lequel	PROREL	_
se	se	CLO	_
fonde	fonder	V	_
l'	le	DET	_
accroissement	accroissement	NC	_
des	de_le	P+D	_
richesses	richesse	NC	_
,	,	PONCT	_
soit	soit	CC	_
publiques	public	ADJ	_
,	,	PONCT	_
soit	soit	CC	_
privées	privé	ADJ	_
,	,	PONCT	_
il	il	CLS	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
étonnant	étonnant	ADJ	_
qu'	que	CS	_
on	on	CLS	_
ait	avoir	V	_
embrouillé	embrouiller	VPP	_
bien	bien	ADV	_
des	un	DET	_
idées	idée	NC	_
au	à_le	P+D	_
lieu	lieu	NC	_
de	de	P	_
les	il	CLO	_
éclaircir	éclaircir	VINF	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
le	le	DET	_
reproche	reproche	NC	_
qu'	que	PROREL	_
on	on	CLS	_
peut	pouvoir	V	_
faire	faire	VINF	_
à	à	P	_
*	*	X	_
Steuart	Steuart	NP	_
,	,	PONCT	_
qui	qui	PROREL	_
a	avoir	V	_
intitulé	intituler	VPP	_
son	son	DET	_
premier	premier	ADJ	_
chapitre	chapitre	NC	_
:	:	PONCT	_
du	de_le	P+D	_
gouvernement	gouvernement	NC	_
du	de_le	P+D	_
genre	genre	NC	_
humain	humain	ADJ	_
;	;	PONCT	_
c'	ce	CLS	_
est	être	V	_
le	le	DET	_
reproche	reproche	NC	_
qu'	que	PROREL	_
on	on	CLS	_
peut	pouvoir	V	_
faire	faire	VINF	_
aux	à_le	P+D	_
économistes	économiste	NC	_
du	de_le	P+D	_
dix-huitième	dix-huitième	ADJ	_
siècle	siècle	NC	_
,	,	PONCT	_
dans	dans	P	_
presque	presque	ADV	_
tous	tout	ADJ	_
leurs	leur	DET	_
écrits	écrit	NC	_
,	,	PONCT	_
et	et	CC	_
à	à	P	_
*	*	PONCT	_
J	J	NC	_
*	*	PONCT	_
J	J	NC	_
*	*	X	_
Rousseau	Rousseau	NP	_
dans	dans	P	_
l'	le	DET	_
encyclopédie	encyclopédie	NC	_
(	(	PONCT	_
art	art	NC	_
économie	économie	NC	_
politique	politique	ADJ	_
)	)	PONCT	_
.	.	PONCT	_
Il	il	CLS	_
me	je	CLO	_
semble	sembler	V	_
que	que	CS	_
depuis	depuis	P	_
Adam	Adam	NP	_
Smith	Smith	NP	_
on	on	CLS	_
a	avoir	V	_
constamment	constamment	ADV	_
distingué	distinguer	VPP	_
ces	ce	DET	_
deux	deux	ADJ	_
corps	corps	NC	_
de	de	P	_
doctrine	doctrine	NC	_
,	,	PONCT	_
réservant	réserver	VPR	_
le	le	DET	_
nom	nom	NC	_
d'	de	P	_
économie	économie	NC	_
politique	politique	ADJ	_
à	à	P	_
la	le	DET	_
science	science	NC	_
qui	qui	PROREL	_
traite	traiter	V	_
des	un	DET	_
richesses	richesse	NC	_
,	,	PONCT	_
et	et	CC	_
celui	celui	PRO	_
de	de	P	_
politique	politique	NC	_
seul	seul	ADJ	_
,	,	PONCT	_
pour	pour	P	_
désigner	désigner	VINF	_
les	le	DET	_
rapports	rapport	NC	_
qui	qui	PROREL	_
existent	exister	V	_
entre	entre	P	_
le	le	DET	_
gouvernement	gouvernement	NC	_
et	et	CC	_
le	le	DET	_
peuple	peuple	NC	_
,	,	PONCT	_
et	et	CC	_
ceux	celui	PRO	_
des	de_le	P+D	_
gouvernemens	gouvernement	NC	_
entre	entre	P	_
eux	il	PRO	_
.	.	PONCT	_
Après	après	P	_
avoir	avoir	VINF	_
,	,	PONCT	_
au	à_le	P+D	_
sujet	sujet	NC	_
de	de	P	_
l'	le	DET	_
économie	économie	NC	_
politique	politique	ADJ	_
,	,	PONCT	_
fait	faire	V	_
des	un	DET	_
incursions	incursion	NC	_
dans	dans	P	_
la	le	DET	_
politique	politique	NC	_
pure	pur	ADJ	_
,	,	PONCT	_
on	on	CLS	_
a	avoir	V	_
cru	croire	VPP	_
devoir	devoir	VINF	_
à	à	P	_
plus	plus	ADV	_
forte	fort	ADJ	_
raison	raison	NC	_
en	en	CLO	_
faire	faire	VINF	_
dans	dans	P	_
l'	le	DET	_
agriculture	agriculture	NC	_
,	,	PONCT	_
le	le	DET	_
commerce	commerce	NC	_
et	et	CC	_
les	le	DET	_
arts	art	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
sont	être	V	_
les	le	DET	_
véritables	véritable	ADJ	_
fondemens	fondement	NC	_
des	de_le	P+D	_
richesses	richesse	NC	_
,	,	PONCT	_
sur	sur	P	_
lesquelles	il	PROREL	_
les	le	DET	_
lois	loi	NC	_
n'	ne	ADV	_
ont	avoir	V	_
qu'	qu'	ADV	_
une	un	DET	_
influence	influence	NC	_
accidentelle	accidentel	ADJ	_
et	et	CC	_
indirecte	indirect	ADJ	_
.	.	PONCT	_
Dès	dès	P	_
-	-	PONCT	_
lors	lors	ADV	_
que	que	CS	_
de	de	P	_
divagations	divagation	NC	_
!	!	PONCT	_
Car	car	CC	_
si	si	CS	_
le	le	DET	_
commerce	commerce	NC	_
,	,	PONCT	_
par	par	P	_
exemple	exemple	NC	_
,	,	PONCT	_
fait	faire	V	_
partie	partie	NC	_
de	de	P	_
l'	le	DET	_
économie	économie	NC	_
politique	politique	ADJ	_
,	,	PONCT	_
tous	tout	ADJ	_
les	le	DET	_
genres	genre	NC	_
de	de	P	_
commerce	commerce	NC	_
en	en	CLO	_
font	faire	V	_
partie	partie	NC	_
,	,	PONCT	_
par	par	P	_
conséquent	conséquent	NC	_
le	le	DET	_
commerce	commerce	NC	_
maritime	maritime	ADJ	_
,	,	PONCT	_
par	par	P	_
conséquent	conséquent	NC	_
la	le	DET	_
navigation	navigation	NC	_
,	,	PONCT	_
la	le	DET	_
géographie	géographie	NC	_
...	…	PONCT	_
où	où	PROREL	_
s'	se	CLO	_
arrêter	arrêter	VINF	_
!	!	PONCT	_
Toutes	tout	ADJ	_
les	le	DET	_
connaissances	connaissance	NC	_
humaines	humain	ADJ	_
se	se	CLO	_
tiennent	tenir	V	_
.	.	PONCT	_
Il	il	CLS	_
faut	falloir	V	_
donc	donc	ADV	_
s'	se	CLO	_
attacher	attacher	VINF	_
à	à	P	_
trouver	trouver	VINF	_
,	,	PONCT	_
à	à	P	_
bien	bien	ADV	_
déterminer	déterminer	VINF	_
le	le	DET	_
point	point	NC	_
de	de	P	_
contact	contact	NC	_
,	,	PONCT	_
l'	le	DET	_
articulation	articulation	NC	_
qui	qui	PROREL	_
les	il	CLO	_
lie	lier	V	_
.	.	PONCT	_
On	on	CLS	_
a	avoir	V	_
ainsi	ainsi	ADV	_
une	un	DET	_
connaissance	connaissance	NC	_
plus	plus	ADV	_
précise	précis	ADJ	_
de	de	P	_
chacune	chacun	PRO	_
de	de	P	_
leurs	leur	DET	_
branches	branche	NC	_
;	;	PONCT	_
on	on	CLS	_
sait	savoir	V	_
où	où	PROWH	_
elle	il	CLS	_
se	se	CLO	_
rattache	rattacher	V	_
;	;	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
est	être	V	_
toujours	toujours	ADV	_
une	un	DET	_
partie	partie	NC	_
de	de	P	_
ses	son	DET	_
propriétés	propriété	NC	_
.	.	PONCT	_
L'	le	DET	_
économie	économie	NC	_
politique	politique	ADJ	_
ne	ne	ADV	_
considère	considérer	V	_
l'	le	DET	_
agriculture	agriculture	NC	_
,	,	PONCT	_
le	le	DET	_
commerce	commerce	NC	_
et	et	CC	_
les	le	DET	_
arts	art	NC	_
,	,	PONCT	_
que	que	ADV	_
dans	dans	P	_
les	le	DET	_
rapports	rapport	NC	_
qu'	que	PROREL	_
ils	il	CLS	_
ont	avoir	V	_
avec	avec	P	_
l'	le	DET	_
accroissement	accroissement	NC	_
ou	ou	CC	_
la	le	DET	_
diminution	diminution	NC	_
des	de_le	P+D	_
richesses	richesse	NC	_
,	,	PONCT	_
et	et	CC	_
non	non	ADV	_
dans	dans	P	_
leurs	leur	DET	_
procédés	procédé	NC	_
d'	de	P	_
exécution	exécution	NC	_
.	.	PONCT	_
Elle	il	CLS	_
indique	indiquer	V	_
les	le	DET	_
cas	cas	NC	_
où	où	PROREL	_
le	le	DET	_
commerce	commerce	NC	_
est	être	V	_
véritablement	véritablement	ADV	_
productif	productif	ADJ	_
,	,	PONCT	_
ceux	celui	PRO	_
où	où	PROREL	_
ce	ce	PRO	_
qu'	que	PROREL	_
il	il	CLS	_
rapporte	rapporter	V	_
à	à	P	_
l'	le	DET	_
un	un	NC	_
est	être	V	_
ravi	ravir	VPP	_
à	à	P	_
l'	le	DET	_
autre	autre	NC	_
,	,	PONCT	_
ceux	celui	PRO	_
où	où	PROREL	_
il	il	CLS	_
est	être	V	_
profitable	profitable	ADJ	_
à	à	P	_
tous	tous	PRO	_
;	;	PONCT	_
elle	il	CLS	_
enseigne	enseigner	V	_
même	même	ADV	_
à	à	P	_
apprécier	apprécier	VINF	_
chacun	chacun	PRO	_
de	de	P	_
ses	son	DET	_
procédés	procédé	NC	_
,	,	PONCT	_
mais	mais	CC	_
seulement	seulement	ADV	_
dans	dans	P	_
leurs	leur	DET	_
résultats	résultat	NC	_
.	.	PONCT	_
Elle	il	CLS	_
s'	se	CLO	_
arrête	arrêter	V	_
là	là	ADV	_
.	.	PONCT	_
Le	le	DET	_
surplus	surplus	NC	_
de	de	P	_
la	le	DET	_
science	science	NC	_
du	de_le	P+D	_
négociant	négociant	NC	_
se	se	CLO	_
compose	composer	V	_
de	de	P	_
la	le	DET	_
connaissance	connaissance	NC	_
des	de_le	P+D	_
procédés	procédé	NC	_
de	de	P	_
son	son	DET	_
art	art	NC	_
.	.	PONCT	_
Il	il	CLS	_
faut	falloir	V	_
qu'	que	CS	_
il	il	CLS	_
connaisse	connaître	V	_
les	le	DET	_
marchandises	marchandise	NC	_
qui	qui	PROREL	_
sont	être	V	_
l'	le	DET	_
objet	objet	NC	_
de	de	P	_
son	son	DET	_
trafic	trafic	NC	_
,	,	PONCT	_
leurs	leur	DET	_
qualités	qualité	NC	_
,	,	PONCT	_
leurs	leur	DET	_
défauts	défaut	NC	_
,	,	PONCT	_
le	le	DET	_
lieu	lieu	NC	_
d'	de	P	_
où	où	PROREL	_
on	on	CLS	_
les	le	DET	_
tire	tire	NC	_
,	,	PONCT	_
leurs	leur	DET	_
débouchés	débouché	NC	_
,	,	PONCT	_
les	le	DET	_
moyens	moyen	NC	_
de	de	P	_
transport	transport	NC	_
,	,	PONCT	_
les	le	DET	_
valeurs	valeur	NC	_
qu'	que	PROREL	_
il	il	CLS	_
peut	pouvoir	V	_
donner	donner	VINF	_
en	en	P	_
échange	échange	NC	_
,	,	PONCT	_
la	le	DET	_
manière	manière	NC	_
de	de	P	_
tenir	tenir	VINF	_
ses	son	DET	_
comptes	compte	NC	_
.	.	PONCT	_
On	on	CLS	_
en	en	CLO	_
peut	pouvoir	V	_
dire	dire	VINF	_
autant	autant	ADV	_
de	de	P	_
l'	le	DET	_
agriculteur	agriculteur	NC	_
,	,	PONCT	_
du	de_le	P+D	_
manufacturier	manufacturier	NC	_
,	,	PONCT	_
de	de	P	_
l'	le	DET	_
administrateur	administrateur	NC	_
:	:	PONCT	_
tous	tous	PRO	_
ont	avoir	V	_
besoin	besoin	NC	_
de	de	P	_
s'	se	CLO	_
instruire	instruire	VINF	_
dans	dans	P	_
l'	le	DET	_
économie	économie	NC	_
politique	politique	ADJ	_
,	,	PONCT	_
pour	pour	P	_
connaître	connaître	VINF	_
la	le	DET	_
cause	cause	NC	_
et	et	CC	_
les	le	DET	_
résultats	résultat	NC	_
de	de	P	_
chaque	chaque	DET	_
phénomène	phénomène	NC	_
;	;	PONCT	_
et	et	CC	_
chacun	chacun	PRO	_
,	,	PONCT	_
pour	pour	P	_
être	être	VINF	_
habile	habile	ADJ	_
dans	dans	P	_
sa	son	DET	_
partie	partie	NC	_
,	,	PONCT	_
doit	devoir	V	_
y	y	CLO	_
joindre	joindre	VINF	_
l'	le	DET	_
étude	étude	NC	_
des	de_le	P+D	_
procédés	procédé	NC	_
de	de	P	_
son	son	DET	_
art	art	NC	_
.	.	PONCT	_
*	*	X	_
Smith	Smith	NP	_
n'	ne	ADV	_
a	avoir	V	_
pas	pas	ADV	_
confondu	confondre	VPP	_
ces	ce	DET	_
différens	différent	ADJ	_
sujets	sujet	NC	_
de	de	P	_
recherche	recherche	NC	_
;	;	PONCT	_
mais	mais	CC	_
,	,	PONCT	_
ni	ni	CC	_
lui	il	PRO	_
,	,	PONCT	_
ni	ni	CC	_
les	le	DET	_
écrivains	écrivain	NC	_
qui	qui	PROREL	_
l'	il	CLO	_
ont	avoir	V	_
suivi	suivre	VPP	_
,	,	PONCT	_
ne	ne	ADV	_
se	se	CLO	_
sont	être	V	_
tenus	tenir	VPP	_
en	en	P	_
garde	garde	NC	_
contre	contre	P	_
une	un	DET	_
autre	autre	ADJ	_
sorte	sorte	NC	_
de	de	P	_
confusion	confusion	NC	_
qui	qui	PROREL	_
demande	demander	V	_
à	à	P	_
être	être	VINF	_
expliquée	expliquer	VPP	_
;	;	PONCT	_
les	le	DET	_
développemens	développemens	NC	_
qui	qui	PROREL	_
en	en	CLO	_
résulteront	résulter	V	_
ne	ne	ADV	_
seront	être	V	_
pas	pas	ADV	_
inutiles	inutile	ADJ	_
aux	à_le	P+D	_
progrès	progrès	NC	_
des	de_le	P+D	_
connaissances	connaissance	NC	_
humaines	humain	ADJ	_
en	en	P	_
général	général	NC	_
,	,	PONCT	_
et	et	CC	_
de	de	P	_
celle	celui	PRO	_
qui	qui	PROREL	_
nous	nous	CLO	_
occupe	occuper	V	_
en	en	P	_
particulier	particulier	NC	_
.	.	PONCT	_
En	en	P	_
économie	économie	NC	_
politique	politique	ADJ	_
,	,	PONCT	_
comme	comme	P	_
en	en	P	_
physique	physique	NC	_
,	,	PONCT	_
comme	comme	P	_
en	en	P	_
tout	tout	PRO	_
,	,	PONCT	_
on	on	CLS	_
a	avoir	V	_
fait	faire	VPP	_
des	un	DET	_
systèmes	système	NC	_
avant	avant	P	_
d'	de	P	_
établir	établir	VINF	_
des	un	DET	_
vérités	vérité	NC	_
;	;	PONCT	_
c'est-à-dire	c'est-à-dire	CC	_
qu'	que	CS	_
on	on	CLS	_
a	avoir	V	_
donné	donner	VPP	_
pour	pour	P	_
la	le	DET	_
vérité	vérité	NC	_
des	de_le	P+D	_
conceptions	conception	NC	_
gratuites	gratuit	ADJ	_
,	,	PONCT	_
de	de	P	_
pures	pur	ADJ	_
assertions	assertion	NC	_
.	.	PONCT	_
Plus	plus	ADV	_
tard	tard	ADV	_
,	,	PONCT	_
on	on	CLS	_
a	avoir	V	_
appliqué	appliquer	VPP	_
à	à	P	_
cette	ce	DET	_
science	science	NC	_
les	le	DET	_
méthodes	méthode	NC	_
qui	qui	PROREL	_
ont	avoir	V	_
tant	tant	ADV	_
contribué	contribuer	VPP	_
,	,	PONCT	_
depuis	depuis	P	_
Bacon	Bacon	NP	_
,	,	PONCT	_
aux	à_le	P+D	_
progrès	progrès	NC	_
de	de	P	_
toutes	tout	ADJ	_
les	le	DET	_
autres	autre	NC	_
;	;	PONCT	_
c'est-à-dire	c'est-à-dire	CC	_
la	le	DET	_
méthode	méthode	NC	_
expérimentale	expérimental	ADJ	_
,	,	PONCT	_
qui	qui	PROREL	_
consiste	consister	V	_
essentiellement	essentiellement	ADV	_
à	à	P	_
n'	ne	ADV	_
admettre	admettre	VINF	_
comme	comme	P	_
vrais	vrai	ADJ	_
que	que	CS	_
les	le	DET	_
faits	fait	NC	_
dont	dont	PROREL	_
l'	le	DET	_
observation	observation	NC	_
et	et	CC	_
l'	le	DET	_
expérience	expérience	NC	_
ont	avoir	V	_
démontré	démontrer	VPP	_
la	le	DET	_
réalité	réalité	NC	_
,	,	PONCT	_
et	et	CC	_
comme	comme	P	_
des	un	DET	_
vérités	vérité	NC	_
constantes	constant	ADJ	_
que	que	CS	_
les	le	DET	_
conclusions	conclusion	NC	_
qu'	que	PROREL	_
on	on	CLS	_
en	en	CLO	_
peut	pouvoir	V	_
tirer	tirer	VINF	_
naturellement	naturellement	ADV	_
;	;	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
exclut	exclure	V	_
totalement	totalement	ADV	_
ces	ce	DET	_
préjugés	préjugé	NC	_
,	,	PONCT	_
ces	ce	DET	_
autorités	autorité	NC	_
qui	qui	PROREL	_
,	,	PONCT	_
en	en	P	_
science	science	NC	_
comme	comme	P	_
en	en	P	_
morale	morale	NC	_
,	,	PONCT	_
en	en	P	_
littérature	littérature	NC	_
comme	comme	P	_
en	en	P	_
administration	administration	NC	_
,	,	PONCT	_
viennent	venir	V	_
s'	se	CLO	_
interposer	interposer	VINF	_
entre	entre	P	_
l'	le	DET	_
homme	homme	NC	_
et	et	CC	_
la	le	DET	_
vérité	vérité	NC	_
.	.	PONCT	_
Mais	mais	CC	_
sait	savoir	V	_
-on	on	CLS	_
bien	bien	ADV	_
tout	tout	ADJ	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
doit	devoir	V	_
entendre	entendre	VINF	_
par	par	P	_
ce	ce	DET	_
mot	mot	NC	_
faits	faire	VPP	_
,	,	PONCT	_
si	si	ADV	_
souvent	souvent	ADV	_
employé	employer	VPP	_
?	?	PONCT	_
Il	il	CLS	_
me	je	CLO	_
semble	sembler	V	_
qu'	que	CS	_
il	il	CLS	_
désigne	désigner	V	_
tout	tout	ADV	_
à	à	P	_
la	le	DET	_
fois	fois	NC	_
les	le	DET	_
choses	chose	NC	_
qui	qui	PROREL	_
existent	exister	V	_
et	et	CC	_
les	le	DET	_
choses	chose	NC	_
qui	qui	PROREL	_
arrivent	arriver	V	_
;	;	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
introduit	introduire	V	_
déjà	déjà	ADV	_
deux	deux	DET	_
ordres	ordre	NC	_
de	de	P	_
faits	fait	NC	_
:	:	PONCT	_
c'	ce	CLS	_
est	être	V	_
un	un	DET	_
fait	fait	NC	_
que	que	CS	_
telle	tel	ADJ	_
chose	chose	NC	_
est	être	V	_
ainsi	ainsi	ADV	_
;	;	PONCT	_
c'	ce	CLS	_
est	être	V	_
un	un	DET	_
fait	fait	NC	_
que	que	CS	_
tel	tel	DET	_
événement	événement	NC	_
s'	se	CLO	_
est	être	V	_
passé	passer	VPP	_
de	de	P	_
telle	tel	ADJ	_
manière	manière	NC	_
.	.	PONCT	_
Les	le	DET	_
choses	chose	NC	_
qui	qui	PROREL	_
existent	exister	V	_
,	,	PONCT	_
pour	pour	P	_
qu'	que	CS	_
elles	il	CLS	_
puissent	pouvoir	V	_
servir	servir	VINF	_
de	de	P	_
base	base	NC	_
à	à	P	_
des	un	DET	_
raisonnemens	raisonnement	NC	_
sûrs	sûr	ADJ	_
,	,	PONCT	_
il	il	CLS	_
faut	falloir	V	_
les	il	CLO	_
voir	voir	VINF	_
telles	tel	ADJ	_
qu'	que	CS	_
elles	il	CLS	_
sont	être	V	_
,	,	PONCT	_
sous	sous	P	_
toutes	tout	ADJ	_
leurs	leur	DET	_
faces	face	NC	_
,	,	PONCT	_
avec	avec	P	_
toutes	tout	ADJ	_
leurs	leur	DET	_
propriétés	propriété	NC	_
.	.	PONCT	_
Sans	sans	P	_
cela	cela	PRO	_
,	,	PONCT	_
croyant	croire	VPR	_
raisonner	raisonner	VINF	_
de	de	P	_
la	le	DET	_
même	même	ADJ	_
chose	chose	NC	_
,	,	PONCT	_
on	on	CLS	_
pourrait	pouvoir	V	_
discourir	discourir	VINF	_
,	,	PONCT	_
sous	sous	P	_
le	le	DET	_
même	même	ADJ	_
nom	nom	NC	_
,	,	PONCT	_
de	de	P	_
deux	deux	DET	_
choses	chose	NC	_
diverses	divers	ADJ	_
.	.	PONCT	_
Le	le	DET	_
second	second	ADJ	_
ordre	ordre	NC	_
de	de	P	_
faits	fait	NC	_
,	,	PONCT	_
les	le	DET	_
choses	chose	NC	_
qui	qui	PROREL	_
arrivent	arriver	V	_
,	,	PONCT	_
consiste	consister	V	_
dans	dans	P	_
les	le	DET	_
phénomènes	phénomène	NC	_
qui	qui	PROREL	_
se	se	CLO	_
manifestent	manifester	V	_
lorsqu'	lorsque	CS	_
on	on	CLS	_
observe	observer	V	_
comment	comment	PROWH	_
les	le	DET	_
choses	chose	NC	_
se	se	CLO	_
passent	passer	V	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
un	un	DET	_
fait	fait	NC	_
que	que	CS	_
lorsqu'	lorsque	CS	_
on	on	CLS	_
expose	exposer	V	_
les	le	DET	_
métaux	métal	NC	_
à	à	P	_
une	un	DET	_
certaine	certain	ADJ	_
chaleur	chaleur	NC	_
,	,	PONCT	_
ils	il	CLS	_
deviennent	devenir	V	_
fluides	fluide	ADJ	_
.	.	PONCT	_
La	le	DET	_
manière	manière	NC	_
dont	dont	PROREL	_
les	le	DET	_
choses	chose	NC	_
sont	être	V	_
et	et	CC	_
dont	dont	PROREL	_
les	le	DET	_
choses	chose	NC	_
arrivent	arriver	V	_
,	,	PONCT	_
constitue	constituer	V	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
appelle	appeler	V	_
la	le	DET	_
nature	nature	NC	_
des	de_le	P+D	_
choses	chose	NC	_
;	;	PONCT	_
et	et	CC	_
l'	le	DET	_
observation	observation	NC	_
exacte	exact	ADJ	_
de	de	P	_
la	le	DET	_
nature	nature	NC	_
des	de_le	P+D	_
choses	chose	NC	_
est	être	V	_
l'	le	DET	_
unique	unique	ADJ	_
fondement	fondement	NC	_
de	de	P	_
toute	tout	DET	_
vérité	vérité	NC	_
.	.	PONCT	_
De	de	P	_
là	là	ADV	_
naissent	naître	V	_
deux	deux	DET	_
genres	genre	NC	_
de	de	P	_
sciences	science	NC	_
:	:	PONCT	_
les	le	DET	_
sciences	science	NC	_
qu'	que	PROREL	_
on	on	CLS	_
peut	pouvoir	V	_
nommer	nommer	VINF	_
descriptives	descriptif	ADJ	_
,	,	PONCT	_
qui	qui	PROREL	_
consistent	consister	V	_
à	à	P	_
nommer	nommer	VINF	_
et	et	CC	_
à	à	P	_
classer	classer	VINF	_
les	le	DET	_
choses	chose	NC	_
,	,	PONCT	_
comme	comme	P	_
la	le	DET	_
botanique	botanique	NC	_
ou	ou	CC	_
l'	le	DET	_
histoire	histoire	NC	_
naturelle	naturel	ADJ	_
;	;	PONCT	_
et	et	CC	_
les	le	DET	_
sciences	science	NC	_
expérimentales	expérimental	ADJ	_
,	,	PONCT	_
qui	qui	PROREL	_
nous	nous	CLO	_
font	faire	V	_
connaître	connaître	VINF	_
les	le	DET	_
actions	action	NC	_
réciproques	réciproque	ADJ	_
que	que	CS	_
les	le	DET	_
choses	chose	NC	_
exercent	exercer	V	_
les	le	DET	_
unes	un	NC	_
sur	sur	P	_
les	le	DET	_
autres	autre	NC	_
,	,	PONCT	_
ou	ou	CC	_
en	en	P	_
d'	un	DET	_
autres	autre	ADJ	_
termes	terme	NC	_
la	le	DET	_
liaison	liaison	NC	_
des	de_le	P+D	_
effets	effet	NC	_
avec	avec	P	_
leurs	leur	DET	_
causes	cause	NC	_
