ACTE	acte	NC	_
le	le	DET	_
couvert	couvert	NC	_
de	de	P	_
cette	ce	DET	_
petite	petit	ADJ	_
fille	fille	NC	_
et	et	CC	_
elle	il	CLS	_
dînera	dîner	V	_
dans	dans	P	_
sa	son	DET	_
chambre	chambre	NC	_
.	.	PONCT	_
Blanche	blanc	ADJ	_
.	.	PONCT	_
Ajoute	ajouter	V	_
tout	tout	ADV	_
de	de	P	_
suite	suite	NC	_
qu'	que	PROREL	_
on	on	CLS	_
signera	signer	V	_
le	le	DET	_
contrat	contrat	NC	_
sans	sans	P	_
moi	je	PRO	_
.	.	PONCT	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
Si	si	CS	_
tu	tu	CLS	_
dis	dire	V	_
un	un	DET	_
mot	mot	NC	_
de	de	P	_
plus	plus	ADV	_
,	,	PONCT	_
je	je	CLS	_
ne	ne	ADV	_
te	tu	CLO	_
marie	marier	V	_
pas	pas	ADV	_
.	.	PONCT	_
Ah	ah	I	_
!	!	PONCT	_
pause	pause	NC	_
.	.	PONCT	_
Marie	Marie	NP	_
,	,	PONCT	_
après	après	P	_
s'	se	CLO	_
être	être	VINF	_
levée	lever	VPP	_
.	.	PONCT	_
écoute	écouter	V	_
-moi	je	CLO	_
un	un	DET	_
peu	peu	NC	_
,	,	PONCT	_
mon	mon	DET	_
cher	cher	ADJ	_
père	père	NC	_
,	,	PONCT	_
et	et	CC	_
réponds	répondre	V	_
-moi	je	CLO	_
sérieusement	sérieusement	ADV	_
,	,	PONCT	_
ce	ce	PRO	_
que	que	PROREL	_
tu	tu	CLS	_
ne	ne	ADV	_
fais	faire	V	_
jamais	jamais	ADV	_
,	,	PONCT	_
quand	quand	CS	_
on	on	CLS	_
te	tu	CLO	_
parle	parler	V	_
de	de	P	_
ta	ton	DET	_
santé	santé	NC	_
.	.	PONCT	_
Comment	comment	PROWH	_
te	tu	CLO	_
sens	sentir	V	_
-tu	tu	CLS	_
?	?	PONCT	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
Pas	pas	ADV	_
mal	mal	ADV	_
.	.	PONCT	_
Marie	Marie	NP	_
.	.	PONCT	_
Tu	tu	CLS	_
es	être	V	_
bien	bien	ADV	_
rouge	rouge	ADJ	_
cependant	cependant	ADV	_
.	.	PONCT	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
Je	je	CLS	_
suis	être	V	_
rouge	rouge	ADJ	_
!	!	PONCT	_
ça	ça	CLS	_
se	se	CLO	_
passera	passer	V	_
au	à_le	P+D	_
grand	grand	ADJ	_
air	air	NC	_
.	.	PONCT	_
Marie	Marie	NP	_
.	.	PONCT	_
Si	si	CS	_
tes	ton	DET	_
étourdissements	étourdissement	NC	_
te	tu	CLO	_
reprenaient	reprendre	V	_
,	,	PONCT	_
il	il	CLS	_
faudrait	falloir	V	_
faire	faire	VINF	_
venir	venir	VINF	_
un	un	DET	_
médecin	médecin	NC	_
.	.	PONCT	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
Un	un	DET	_
médecin	médecin	NC	_
!	!	PONCT	_
Tu	tu	CLS	_
veux	vouloir	V	_
donc	donc	ADV	_
ma	mon	DET	_
mort	mort	NC	_
?	?	PONCT	_
Marie	Marie	NP	_
.	.	PONCT	_
Comme	comme	CS	_
tu	tu	CLS	_
plaisantes	plaisant	ADJ	_
et	et	CC	_
que	que	CS	_
tu	tu	CLS	_
sais	savoir	V	_
que	que	CS	_
tu	tu	CLS	_
me	je	CLO	_
fais	faire	V	_
de	de	X	_
la	le	DET	_
peine	peine	NC	_
,	,	PONCT	_
n'	ne	ADV	_
en	en	CLO	_
parlons	parler	V	_
plus	plus	ADV	_
.	.	PONCT	_
elle	il	CLS	_
le	il	CLO	_
quitte	quitter	V	_
,	,	PONCT	_
il	il	CLS	_
la	il	CLO	_
rattrape	rattraper	V	_
par	par	P	_
le	le	DET	_
bas	bas	NC	_
de	de	P	_
sa	son	DET	_
robe	robe	NC	_
et	et	CC	_
la	il	CLO	_
ramène	ramener	V	_
dans	dans	P	_
ses	son	DET	_
bras	bras	NC	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
On	on	CLS	_
l'	il	CLO	_
aime	aimer	V	_
donc	donc	ADV	_
bien	bien	ADV	_
,	,	PONCT	_
son	son	DET	_
gros	gros	ADJ	_
papa	papa	NC	_
Vigneron	Vigneron	NP	_
?	?	PONCT	_
Marie	Marie	NP	_
.	.	PONCT	_
Oui	oui	I	_
,	,	PONCT	_
je	je	CLS	_
t'	tu	CLO	_
aime	aimer	V	_
beaucoup	beaucoup	ADV	_
,	,	PONCT	_
beaucoup	beaucoup	ADV	_
,	,	PONCT	_
beaucoup	beaucoup	ADV	_
...	…	PONCT	_
,	,	PONCT	_
mais	mais	CC	_
tu	tu	CLS	_
ne	ne	ADV	_
fais	faire	V	_
rien	rien	PRO	_
de	de	P	_
ce	ce	PRO	_
que	que	PROREL	_
je	je	CLS	_
voudrais	vouloir	V	_
et	et	CC	_
de	de	P	_
ce	ce	PRO	_
que	que	PROREL	_
tu	tu	CLS	_
devrais	devoir	V	_
faire	faire	VINF	_
.	.	PONCT	_
Travailler	travailler	VINF	_
moins	moins	ADV	_
d'	de	P	_
abord	abord	NC	_
,	,	PONCT	_
jouir	jouir	VINF	_
un	un	DET	_
peu	peu	NC	_
de	de	P	_
ta	ton	DET	_
fortune	fortune	NC	_
et	et	CC	_
te	tu	CLO	_
soigner	soigner	VINF	_
quand	quand	CS	_
tu	tu	CLS	_
es	être	V	_
malade	malade	ADJ	_
.	.	PONCT	_
Mais	mais	CC	_
je	je	CLS	_
ne	ne	ADV	_
suis	être	V	_
pas	pas	ADV	_
malade	malade	ADJ	_
,	,	PONCT	_
mon	mon	DET	_
enfant	enfant	NC	_
.	.	PONCT	_
Je	je	CLS	_
sais	savoir	V	_
ce	ce	PRO	_
que	que	PROREL	_
j'	je	CLS	_
ai	avoir	V	_
,	,	PONCT	_
un	un	DET	_
peu	peu	NC	_
de	de	P	_
fatigue	fatigue	NC	_
et	et	CC	_
le	le	DET	_
sang	sang	NC	_
à	à	P	_
la	le	DET	_
tête	tête	NC	_
,	,	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
m'	je	CLO	_
arrive	arriver	V	_
tous	tout	ADJ	_
les	le	DET	_
ans	an	NC	_
,	,	PONCT	_
à	à	P	_
pareille	pareil	ADJ	_
époque	époque	NC	_
,	,	PONCT	_
quand	quand	CS	_
j'	je	CLS	_
ai	avoir	V	_
clos	clore	VPP	_
mon	mon	DET	_
inventaire	inventaire	NC	_
.	.	PONCT	_
L'	le	DET	_
inventaire	inventaire	NC	_
de	de	P	_
la	le	DET	_
maison	maison	NC	_
Teissier	Teissier	NP	_
,	,	PONCT	_
Vigneron	Vigneron	NP	_
et	et	CC	_
cie	cie	NP	_
!	!	PONCT	_
Sais	savoir	V	_
-tu	tu	CLS	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
nous	nous	CLO	_
en	en	CLO	_
a	avoir	V	_
offert	offrir	VPP	_
,	,	PONCT	_
à	à	P	_
Teissier	Teissier	NP	_
et	et	CC	_
à	à	P	_
moi	je	PRO	_
,	,	PONCT	_
de	de	P	_
notre	notre	DET	_
fabrique	fabrique	NC	_
,	,	PONCT	_
pas	pas	ADV	_
plus	plus	ADV	_
tard	tard	ADV	_
qu'	que	CS	_
il	il	CLS	_
y	y	CLO	_
a	avoir	V	_
huit	huit	DET	_
jours	jour	NC	_
?	?	PONCT	_
Six_cent_mille	six_cent_mille	DET	_
francs	franc	NC	_
!	!	PONCT	_
Marie	Marie	NP	_
.	.	PONCT	_
Eh_bien	eh_bien	I	_
!	!	PONCT	_
Il	il	CLS	_
fallait	falloir	V	_
la	il	CLO	_
vendre	vendre	VINF	_
.	.	PONCT	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
Je	je	CLS	_
la	il	CLO	_
vendrai	vendre	V	_
,	,	PONCT	_
dans	dans	P	_
dix	dix	DET	_
ans	an	NC	_
,	,	PONCT	_
un_million	un_million	NC	_
,	,	PONCT	_
et	et	CC	_
d'	de	P	_
ici	ici	ADV	_
là	là	ADV	_
elle	il	CLS	_
en	en	CLO	_
aura	avoir	V	_
rapporté	rapporter	VPP	_
autant	autant	ADV	_
.	.	PONCT	_
Marie	Marie	NP	_
.	.	PONCT	_
Quel	quel	DET	_
âge	âge	NC	_
auras	avoir	V	_
-tu	tu	CLS	_
alors	alors	ADV	_
?	?	PONCT	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
Quel	quel	DET	_
âge	âge	NC	_
j'	je	CLS	_
aurai	avoir	V	_
?	?	PONCT	_
Dans	dans	P	_
dix	dix	DET	_
ans	an	NC	_
?	?	PONCT	_
J'	je	CLS	_
aurai	avoir	V	_
l'	le	DET	_
âge	âge	NC	_
de	de	P	_
mes	mon	DET	_
petits-enfants	petits-enfants	NC	_
et	et	CC	_
nous	nous	CLS	_
ferons	faire	V	_
de	un	DET	_
bonnes	bon	ADJ	_
parties	partie	NC	_
ensemble	ensemble	ADV	_
.	.	PONCT	_
(	(	PONCT	_
Auguste	auguste	ADJ	_
entre	entre	P	_
.	.	PONCT	_
)	)	PONCT	_
que	que	PROWH	_
voulez	vouloir	V	_
-vous	vous	CLS	_
,	,	PONCT	_
Auguste	Auguste	NP	_
?	?	PONCT	_
Auguste	auguste	ADJ	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
l'	le	DET	_
architecte	architecte	NC	_
de	de	P	_
monsieur	monsieur	NC	_
qui	qui	PROREL	_
désirerait	désirer	V	_
lui	il	CLO	_
dire	dire	VINF	_
un	un	DET	_
mot	mot	NC	_
.	.	PONCT	_
Répondez	répondre	V	_
à	à	P	_
M.	M.	NC	_
Lefort	Lefort	NP	_
que	que	CS	_
,	,	PONCT	_
s'	si	CS	_
il	il	CLS	_
a	avoir	V	_
besoin	besoin	NC	_
de	de	P	_
me	je	CLO	_
parler	parler	VINF	_
,	,	PONCT	_
il	il	CLS	_
aille	aller	V	_
me	je	CLO	_
voir	voir	VINF	_
à	à	P	_
la	le	DET	_
fabrique	fabrique	NC	_
.	.	PONCT	_
Auguste	auguste	ADJ	_
.	.	PONCT	_
Il	il	CLS	_
en	en	CLO	_
vient	venir	V	_
,	,	PONCT	_
monsieur	monsieur	NC	_
.	.	PONCT	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
Qu'	que	CS	_
il	il	CLS	_
y	y	CLO	_
retourne	retourner	V	_
.	.	PONCT	_
Ici	ici	ADV	_
je	je	CLS	_
suis	être	V	_
chez	chez	P	_
moi	je	PRO	_
,	,	PONCT	_
avec	avec	P	_
ma	mon	DET	_
femme	femme	NC	_
et	et	CC	_
mes	mon	DET	_
enfants	enfant	NC	_
,	,	PONCT	_
je	je	CLS	_
ne	ne	ADV	_
me	je	CLO	_
dérange	déranger	V	_
pas	pas	ADV	_
pour	pour	P	_
recevoir	recevoir	VINF	_
mes	mon	DET	_
entrepreneurs	entrepreneur	NC	_
.	.	PONCT	_
(	(	PONCT	_
Auguste	auguste	ADJ	_
sort	sort	NC	_
.	.	PONCT	_
)	)	PONCT	_
laisse	laisser	V	_
-moi	je	CLO	_
me	je	CLO	_
lever	lever	VINF	_
.	.	PONCT	_
Marie	Marie	NP	_
s'	se	CLO	_
éloigne	éloigner	V	_
;	;	PONCT	_
Vigneron	vigneron	ADJ	_
se	se	CLO	_
lève	lever	V	_
avec	avec	P	_
effort	effort	NC	_
;	;	PONCT	_
il	il	CLS	_
est	être	V	_
pris	prendre	VPP	_
d'	de	P	_
un	un	DET	_
demi-étourdissement	demi-étourdissement	NC	_
et	et	CC	_
fait	faire	V	_
quelques	quelque	DET	_
pas	pas	NC	_
mal	mal	ADV	_
assurés	assurer	VPP	_
.	.	PONCT	_
Marie	Marie	NP	_
,	,	PONCT	_
revenant	revenir	VPR	_
à	à	P	_
lui	il	PRO	_
.	.	PONCT	_
pourquoi	pourquoi	PROWH	_
ne	ne	ADV	_
veux	vouloir	V	_
-tu	tu	CLS	_
pas	pas	ADV	_
voir	voir	VINF	_
un	un	DET	_
médecin	médecin	NC	_
?	?	PONCT	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
Ce	ce	CLS	_
n'	ne	ADV	_
est	être	V	_
donc	donc	ADV	_
pas	pas	ADV	_
fini	finir	VPP	_
?	?	PONCT	_
Marie	Marie	NP	_
.	.	PONCT	_
Non	non	I	_
,	,	PONCT	_
ce	ce	CLS	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
fini	finir	VPP	_
.	.	PONCT	_
Tu	tu	CLS	_
as	avoir	V	_
beau	beau	ADV	_
dire	dire	VINF	_
,	,	PONCT	_
tu	tu	CLS	_
n'	ne	ADV	_
es	être	V	_
pas	pas	ADV	_
bien	bien	ADV	_
.	.	PONCT	_
Soigne	soigner	V	_
-toi	tu	CLO	_
,	,	PONCT	_
fais	faire	V	_
quelque	quelque	DET	_
chose	chose	NC	_
,	,	PONCT	_
un	un	DET	_
petit	petit	ADJ	_
régime	régime	NC	_
pendant	pendant	P	_
huit	huit	DET	_
jours	jour	NC	_
te	tu	CLO	_
rétablirait	rétablir	V	_
peut-être	peut-être	ADV	_
entièrement	entièrement	ADV	_
.	.	PONCT	_
Vigneron	vigneron	NC	_
.	.	PONCT	_
Finaude	finaud	ADJ	_
!	!	PONCT	_
Je	je	CLS	_
t'	tu	CLO	_
entends	entendre	V	_
bien	bien	ADV	_
,	,	PONCT	_
avec	avec	P	_
ton	ton	DET	_
petit	petit	ADJ	_
régime	régime	NC	_
!	!	PONCT	_
Je	je	CLS	_
mange	manger	V	_
trop	trop	ADV	_
,	,	PONCT	_
n'	ne	ADV	_
est	être	V	_
-ce	ce	CLS	_
pas	pas	ADV	_
?	?	PONCT	_
Allons	aller	V	_
,	,	PONCT	_
parle	parler	V	_
franchement	franchement	ADV	_
,	,	PONCT	_
je	je	CLS	_
ne	ne	ADV	_
t'	tu	CLO	_
en	en	CLO	_
voudrai	vouloir	V	_
pas	pas	ADV	_
.	.	PONCT	_
Je	je	CLS	_
mange	manger	V	_
trop	trop	ADV	_
.	.	PONCT	_
Que	que	PROWH	_
veux	vouloir	V	_
-tu	tu	CLS	_
,	,	PONCT	_
fillette	fillette	NC	_
?	?	PONCT	_
Je	je	CLS	_
n'	ne	ADV	_
ai	avoir	V	_
pas	pas	ADV	_
toujours	toujours	ADV	_
eu	avoir	VPP	_
une	un	DET	_
table	table	NC	_
pleine	plein	ADJ	_
et	et	CC	_
de	de	P	_
bonnes	bon	ADJ	_
choses	chose	NC	_
à	à	P	_
profusion	profusion	NC	_
.	.	PONCT	_
