1	1	X	_
yeux	œil	NC	_
vifs	vif	ADJ	_
et	et	CC	_
spirituels	spirituel	ADJ	_
;	;	PONCT	_
son	son	DET	_
visage	visage	NC	_
,	,	PONCT	_
son	son	DET	_
sourire	sourire	NC	_
,	,	PONCT	_
sa	son	DET	_
maniere	manière	NC	_
d'	de	P	_
être	être	VINF	_
,	,	PONCT	_
annonçoient	annoncer	V	_
cette	ce	DET	_
paix	paix	NC	_
de	de	P	_
l'	le	DET	_
ame	âme	NC	_
,	,	PONCT	_
cette	ce	DET	_
habitude	habitude	NC	_
d'	de	P	_
être	être	VINF	_
heureux	heureux	ADJ	_
par	par	P	_
soi	soi	PRO	_
qui	qui	PROREL	_
se	se	CLO	_
communique	communiquer	V	_
aux	à_le	P+D	_
autres	autre	NC	_
.	.	PONCT	_
On	on	CLS	_
étoit	être	V	_
sûr	sûr	ADJ	_
,	,	PONCT	_
au	à_le	P+D	_
premier	premier	ADJ	_
abord	abord	NC	_
,	,	PONCT	_
que	que	CS	_
l'on	on	CLS	_
voyoit	voir	V	_
un	un	DET	_
honnête	honnête	ADJ	_
homme	homme	NC	_
que	que	CS	_
la	le	DET	_
fortune	fortune	NC	_
avoit	avoir	V	_
respecté	respecter	VPP	_
.	.	PONCT	_
Cette	ce	DET	_
idée	idée	NC	_
faisoit	faire	V	_
plaisir	plaisir	NC	_
,	,	PONCT	_
et	et	CC	_
préparoit	préparer	V	_
doucement	doucement	ADV	_
le	le	DET	_
coeur	cœur	NC	_
à	à	P	_
l'	le	DET	_
attrait	attrait	NC	_
qu'	que	PROREL	_
il	il	CLS	_
éprouvoit	éprouver	V	_
bientôt	bientôt	ADV	_
pour	pour	P	_
cet	ce	DET	_
honnête	honnête	ADJ	_
homme	homme	NC	_
.	.	PONCT	_
Il	il	CLS	_
me	je	CLO	_
reçut	recevoir	V	_
avec	avec	P	_
une	un	DET	_
bonté	bonté	NC	_
franche	franc	ADJ	_
et	et	CC	_
polie	poli	ADJ	_
,	,	PONCT	_
me	je	CLO	_
fit	faire	V	_
asseoir	asseoir	VINF	_
près	près	ADV	_
de	de	P	_
lui	il	PRO	_
,	,	PONCT	_
me	je	CLO	_
pria	prier	V	_
de	de	P	_
parler	parler	VINF	_
un	un	DET	_
peu	peu	NC	_
haut	haut	ADJ	_
,	,	PONCT	_
parcequ'	parcequ'	NC	_
il	il	CLS	_
avoit	avoir	V	_
,	,	PONCT	_
me	je	CLO	_
dit	dire	V	_
-il	il	CLS	_
,	,	PONCT	_
le	le	DET	_
bonheur	bonheur	NC	_
de	de	P	_
n'	ne	ADV	_
être	être	VINF	_
que	que	ADV	_
sourd	sourd	ADJ	_
;	;	PONCT	_
et	et	CC	_
,	,	PONCT	_
déjà	déjà	ADV	_
prévenu	prévenir	VPP	_
par	par	P	_
son	son	DET	_
neveu	neveu	NC	_
que	que	PROREL	_
je	je	CLS	_
me	je	CLO	_
donnois	donner	V	_
les	le	DET	_
airs	air	NC	_
d'	de	P	_
être	être	VINF	_
un	un	DET	_
fabuliste	fabuliste	NC	_
,	,	PONCT	_
il	il	CLS	_
me	je	CLO	_
demanda	demander	V	_
si	si	CS	_
j'	je	CLS	_
aurois	avoir	V	_
la	le	DET	_
complaisance	complaisance	NC	_
de	de	P	_
lui	il	CLO	_
dire	dire	VINF	_
quelques	quelque	DET	_
uns	un	NC	_
de	de	P	_
mes	mon	DET	_
apologues	apologue	NC	_
.	.	PONCT	_
Je	je	CLS	_
ne	ne	ADV	_
me	je	CLO	_
fis	faire	V	_
pas	pas	ADV	_
presser	presser	VINF	_
,	,	PONCT	_
j'	je	CLS	_
avois	avoir	V	_
déja	déja	VPP	_
de	de	P	_
la	le	DET	_
confiance	confiance	NC	_
en	en	P	_
lui	il	PRO	_
.	.	PONCT	_
Je	je	CLS	_
choisis	choisir	V	_
promptement	promptement	ADV	_
celles	celui	PRO	_
de	de	P	_
mes	mon	DET	_
fables	fable	NC	_
que	que	PROREL	_
je	je	CLS	_
regardois	regarder	V	_
comme	comme	P	_
les	le	DET	_
meilleures	meilleure	NC	_
;	;	PONCT	_
je	je	CLS	_
m'	je	CLO	_
efforçai	efforcer	V	_
de	de	P	_
les	il	CLO	_
réciter	réciter	VINF	_
de	de	P	_
mon	mon	DET	_
mieux	mieux	NC	_
,	,	PONCT	_
de	de	P	_
les	il	CLO	_
parer	parer	VINF	_
de	de	P	_
tout	tout	ADJ	_
le	le	DET	_
prestige	prestige	NC	_
du	de_le	P+D	_
débit	débit	NC	_
,	,	PONCT	_
de	de	P	_
les	il	CLO	_
jouer	jouer	VINF	_
en	en	P	_
les	le	DET	_
disant	disant	NC	_
;	;	PONCT	_
et	et	CC	_
je	je	CLS	_
cherchai	chercher	V	_
dans	dans	P	_
les	le	DET	_
yeux	œil	NC	_
de	de	P	_
mon	mon	DET	_
juge	juge	NC	_
à	à	P	_
deviner	deviner	VINF	_
s'	si	CS	_
il	il	CLS	_
étoit	être	V	_
satisfait	satisfait	ADJ	_
.	.	PONCT	_
Il	il	CLS	_
m'	je	CLO	_
écoutoit	écouter	V	_
avec	avec	P	_
bienveillance	bienveillance	NC	_
,	,	PONCT	_
sourioit	sourire	V	_
de	de	P	_
temps	temps	NC	_
en	en	P	_
temps	temps	NC	_
à	à	P	_
certains	certain	DET	_
traits	trait	NC	_
,	,	PONCT	_
rapprochoit	rapprocher	V	_
ses	son	DET	_
sourcils	sourcil	NC	_
à	à	P	_
quelques	quelque	DET	_
autres	autre	NC	_
,	,	PONCT	_
que	que	PROREL	_
je	je	CLS	_
notois	notois	V	_
en	en	P	_
moi	je	PRO	_
-même	même	ADJ	_
pour	pour	P	_
les	il	CLO	_
corriger	corriger	VINF	_
.	.	PONCT	_
Après	après	P	_
avoir	avoir	VINF	_
entendu	entendre	VPP	_
une	un	DET	_
douzaine	douzaine	NC	_
d'	de	P	_
apologues	apologue	NC	_
,	,	PONCT	_
il	il	CLS	_
me	je	CLO	_
donna	donner	V	_
ce	ce	DET	_
tribut	tribut	NC	_
d'	de	P	_
éloges	éloge	NC	_
que	que	CS	_
les	le	DET	_
auteurs	auteur	NC	_
regardent	regarder	V	_
toujours	toujours	ADV	_
comme	comme	P	_
le	le	DET	_
prix	prix	NC	_
de	de	P	_
leur	leur	DET	_
travail	travail	NC	_
,	,	PONCT	_
et	et	CC	_
qui	qui	PROREL	_
n'	ne	ADV	_
est	être	V	_
souvent	souvent	ADV	_
que	que	ADV	_
le	le	DET	_
salaire	salaire	NC	_
de	de	P	_
leur	leur	DET	_
lecture	lecture	NC	_
.	.	PONCT	_
Je	je	CLS	_
le	il	CLO	_
remerciai	remercier	V	_
,	,	PONCT	_
comme	comme	CS	_
il	il	CLS	_
me	je	CLO	_
louoit	lover	V	_
,	,	PONCT	_
avec	avec	P	_
une	un	DET	_
reconnoissance	reconnaissance	NC	_
modérée	modéré	ADJ	_
;	;	PONCT	_
et	et	CC	_
,	,	PONCT	_
ce	ce	DET	_
petit	petit	ADJ	_
moment	moment	NC	_
passé	passer	VPP	_
,	,	PONCT	_
nous	nous	CLS	_
commençâmes	commencer	V	_
une	un	DET	_
conversation	conversation	NC	_
plus	plus	ADV	_
cordiale	cordial	ADJ	_
.	.	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
reconnu	reconnaître	VPP	_
dans	dans	P	_
vos	votre	DET	_
fables	fable	NC	_
,	,	PONCT	_
me	je	CLO	_
dit	dire	V	_
-il	il	CLS	_
,	,	PONCT	_
plusieurs	plusieurs	DET	_
sujets	sujet	NC	_
pris	prendre	VPP	_
dans	dans	P	_
des	un	DET	_
fables	fable	NC	_
anciennes	ancien	ADJ	_
ou	ou	CC	_
étrangeres	étranger	ADJ	_
.	.	PONCT	_
Oui	oui	I	_
,	,	PONCT	_
lui	il	CLO	_
répondis	répondre	V	_
-je	je	CLS	_
,	,	PONCT	_
toutes	tous	PRO	_
ne	ne	ADV	_
sont	être	V	_
pas	pas	ADV	_
de	de	P	_
mon	mon	DET	_
invention	invention	NC	_
.	.	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
lu	lire	VPP	_
beaucoup	beaucoup	PRO	_
de	de	P	_
fabulistes	fabuliste	NC	_
;	;	PONCT	_
et	et	CC	_
lorsque	lorsque	CS	_
j'	je	CLS	_
ai	avoir	V	_
trouvé	trouver	VPP	_
des	un	DET	_
sujets	sujet	NC	_
qui	qui	PROREL	_
me	je	CLO	_
convenoient	convenir	V	_
,	,	PONCT	_
qui	qui	PROREL	_
n'	ne	ADV	_
avoient	avoyer	V	_
pas	pas	ADV	_
été	être	VPP	_
traités	traiter	VPP	_
par	par	P	_
*	*	PONCT	_
La	le	DET	_
Fontaine	Fontaine	NP	_
,	,	PONCT	_
je	je	CLS	_
ne	ne	ADV	_
me	je	CLO	_
suis	être	V	_
fait	faire	VPP	_
aucun	aucun	DET	_
scrupule	scrupule	NC	_
de	de	P	_
m'	je	CLO	_
en	en	CLO	_
emparer	emparer	VINF	_
.	.	PONCT	_
J'	je	CLS	_
en	en	CLO	_
dois	devoir	V	_
quelques	quelque	DET	_
uns	un	NC	_
à	à	P	_
ésope	ésope	NP	_
,	,	PONCT	_
à	à	P	_
Bidpaï	Bidpaï	NP	_
,	,	PONCT	_
à	à	P	_
*	*	PONCT	_
gay	gai	ADJ	_
,	,	PONCT	_
aux	à_le	P+D	_
fabulistes	fabuliste	NC	_
allemands	allemand	ADJ	_
,	,	PONCT	_
beaucoup	beaucoup	ADV	_
plus	plus	ADV	_
à	à	P	_
un	un	DET	_
espagnol	espagnol	NC	_
nommé	nommer	VPP	_
*	*	X	_
Yriarté	Yriarté	NP	_
,	,	PONCT	_
poëte	poète	NC	_
dont	dont	PROREL	_
je	je	CLS	_
fais	faire	V	_
grand	grand	ADJ	_
cas	cas	NC	_
,	,	PONCT	_
et	et	CC	_
qui	qui	PROREL	_
m'	je	CLO	_
a	avoir	V	_
fourni	fournir	VPP	_
mes	mon	DET	_
apologues	apologue	NC	_
les	le	DET	_
plus	plus	ADV	_
heureux	heureux	ADJ	_
.	.	PONCT	_
Je	je	CLS	_
compte	compter	V	_
bien	bien	ADV	_
en	en	CLO	_
prévenir	prévenir	VINF	_
le	le	DET	_
public	public	NC	_
dans	dans	P	_
une	un	DET	_
préface	préface	NC	_
,	,	PONCT	_
afin_que	afin_que	CS	_
l'on	on	CLS	_
ne	ne	ADV	_
puisse	pouvoir	V	_
pas	pas	ADV	_
me	je	CLO	_
reprocher	reprocher	VINF	_
...	…	PONCT	_
oh	oh	I	_
!	!	PONCT	_
C'	ce	CLS	_
est	être	V	_
fort	fort	ADV	_
égal	égal	ADJ	_
au	à_le	P+D	_
public	public	NC	_
,	,	PONCT	_
interrompit	interrompre	V	_
-il	il	CLS	_
en	en	P	_
riant	rire	VPR	_
.	.	PONCT	_
Qu'	que	PROWH	_
importe	importer	V	_
à	à	P	_
vos	votre	DET	_
lecteurs	lecteur	NC	_
que	que	PROREL	_
le	le	DET	_
sujet	sujet	NC	_
d'	de	P	_
une	un	PRO	_
de	de	P	_
vos	votre	DET	_
fables	fable	NC	_
ait	avoir	V	_
été	être	VPP	_
d'	de	P	_
abord	abord	NC	_
inventé	inventer	VPP	_
par	par	P	_
un	un	DET	_
grec	grec	NC	_
,	,	PONCT	_
par	par	P	_
un	un	DET	_
espagnol	espagnol	NC	_
,	,	PONCT	_
ou	ou	CC	_
par	par	P	_
vous	vous	PRO	_
?	?	PONCT	_
L'	le	DET	_
important	important	NC	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
qu'	que	CS	_
elle	il	CLS	_
soit	être	V	_
bien	bien	ADV	_
faite	faire	VPP	_
.	.	PONCT	_
*	*	PONCT	_
La	le	DET	_
*	*	PONCT	_
bruyere	bruyère	NC	_
a	avoir	V	_
dit	dire	VPP	_
:	:	PONCT	_
le	le	DET	_
choix	choix	NC	_
des	de_le	P+D	_
pensées	pensée	NC	_
est	être	V	_
invention	invention	NC	_
.	.	PONCT	_
d'	de	P	_
ailleurs	ailleurs	NC	_
,	,	PONCT	_
vous	vous	CLS	_
avez	avoir	V	_
pour	pour	P	_
vous	vous	PRO	_
l'	le	DET	_
exemple	exemple	NC	_
de	de	P	_
*	*	X	_
La	le	DET	_
Fontaine	Fontaine	NP	_
.	.	PONCT	_
Il	il	CLS	_
n'	ne	ADV	_
est	être	V	_
guere	guère	ADV	_
de	de	P	_
ses	son	DET	_
apologues	apologue	NC	_
que	que	ADV	_
je	je	CLS	_
n'	ne	ADV	_
aie	avoir	V	_
retrouvés	retrouver	VPP	_
dans	dans	P	_
des	un	DET	_
auteurs	auteur	NC	_
plus	plus	ADV	_
anciens	ancien	ADJ	_
que	que	CS	_
lui	il	PRO	_
.	.	PONCT	_
Mais	mais	CC	_
comment	comment	PROWH	_
y	y	CLO	_
sont	être	V	_
-ils	il	CLS	_
?	?	PONCT	_
Si	si	CS	_
quelque	quelque	DET	_
chose	chose	NC	_
pouvoit	pouvoir	V	_
ajouter	ajouter	VINF	_
à	à	P	_
sa	son	DET	_
gloire	gloire	NC	_
,	,	PONCT	_
ce	ce	CLS	_
seroit	être	V	_
cette	ce	DET	_
comparaison	comparaison	NC	_
.	.	PONCT	_
N'	ne	ADV	_
ayez	avoir	V	_
donc	donc	ADV	_
aucune	aucun	DET	_
inquiétude	inquiétude	NC	_
sur	sur	P	_
ce	ce	DET	_
point	point	NC	_
.	.	PONCT	_
En	en	P	_
poésie	poésie	NC	_
,	,	PONCT	_
comme	comme	P	_
à	à	P	_
la	le	DET	_
guerre	guerre	NC	_
,	,	PONCT	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
prend	prendre	V	_
à	à	P	_
ses	son	DET	_
freres	frère	NC	_
est	être	V	_
vol	vol	NC	_
,	,	PONCT	_
mais	mais	CC	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
enleve	enlever	VPP	_
aux	à_le	P+D	_
étrangers	étranger	NC	_
est	être	V	_
conquête	conquête	NC	_
.	.	PONCT	_
Parlons	parler	V	_
d'	de	P	_
un	un	DET	_
chose	chose	NC	_
plus	plus	ADV	_
importante	important	ADJ	_
:	:	PONCT	_
comment	comment	PROWH	_
avez	avoir	V	_
-vous	vous	CLS	_
considéré	considérer	VPP	_
l'	le	DET	_
apologue	apologue	NC	_
?	?	PONCT	_
à	à	P	_
cette	ce	DET	_
question	question	NC	_
,	,	PONCT	_
je	je	CLS	_
demeurai	demeurer	V	_
surpris	surpris	ADJ	_
,	,	PONCT	_
je	je	CLS	_
rougis	rougir	V	_
un	un	DET	_
peu	peu	NC	_
,	,	PONCT	_
je	je	CLS	_
balbutiai	balbutier	V	_
;	;	PONCT	_
et	et	CC	_
,	,	PONCT	_
voyant	voir	VPR	_
bien	bien	ADV	_
,	,	PONCT	_
à	à	P	_
l'	le	DET	_
air	air	NC	_
de	de	P	_
bonté	bonté	NC	_
du	de_le	P+D	_
vieillard	vieillard	NC	_
,	,	PONCT	_
que	que	CS	_
le	le	DET	_
meilleur	meilleur	ADJ	_
parti	parti	NC	_
étoit	être	V	_
d'	de	P	_
avouer	avouer	VINF	_
mon	mon	DET	_
ignorance	ignorance	NC	_
,	,	PONCT	_
je	je	CLS	_
lui	il	CLO	_
répondis	répondre	V	_
,	,	PONCT	_
si	si	ADV	_
bas	bas	ADJ	_
qu'	que	CS	_
il	il	CLS	_
me	je	CLO	_
le	il	CLO	_
fit	faire	V	_
répéter	répéter	VINF	_
,	,	PONCT	_
que	que	CS	_
je	je	CLS	_
n'	ne	ADV	_
avois	avoir	V	_
pas	pas	ADV	_
encore	encore	ADV	_
assez	assez	ADV	_
réfléchi	réfléchir	VPP	_
sur	sur	P	_
cette	ce	DET	_
question	question	NC	_
,	,	PONCT	_
mais	mais	CC	_
que	que	CS	_
je	je	CLS	_
comptois	compter	V	_
m'	je	CLO	_
en	en	CLO	_
occuper	occuper	VINF	_
quand	quand	CS	_
je	je	CLS	_
ferois	faire	V	_
mon	mon	DET	_
discours	discours	NC	_
préliminaire	préliminaire	ADJ	_
.	.	PONCT	_
J'	je	CLS	_
entends	entendre	V	_
,	,	PONCT	_
me	je	CLO	_
répondit	répondre	V	_
-il	il	CLS	_
:	:	PONCT	_
vous	vous	CLS	_
avez	avoir	V	_
commencé	commencer	VPP	_
par	par	P	_
faire	faire	VINF	_
des	un	DET	_
fables	fable	NC	_
;	;	PONCT	_
et	et	CC	_
,	,	PONCT	_
quand	quand	CS	_
votre	votre	DET	_
recueil	recueil	NC	_
sera	être	V	_
fini	finir	VPP	_
,	,	PONCT	_
vous	vous	CLS	_
réfléchirez	réfléchir	V	_
sur	sur	P	_
la	le	DET	_
fable	fable	NC	_
.	.	PONCT	_
Cette	ce	DET	_
maniere	manière	NC	_
de	de	P	_
procéder	procéder	VINF	_
est	être	V	_
assez	assez	ADV	_
commune	commun	ADJ	_
,	,	PONCT	_
même	même	ADV	_
pour	pour	P	_
des	un	DET	_
objets	objet	NC	_
plus	plus	ADV	_
importants	important	ADJ	_
.	.	PONCT	_
Au	à_le	P+D	_
surplus	surplus	NC	_
,	,	PONCT	_
quand	quand	CS	_
vous	vous	CLS	_
auriez	avoir	V	_
pris	prendre	VPP	_
la	le	DET	_
marche	marche	NC	_
contraire	contraire	ADJ	_
,	,	PONCT	_
qui	qui	PROREL	_
sûrement	sûrement	ADV	_
eût	avoir	V	_
été	être	VPP	_
plus	plus	ADV	_
raisonnable	raisonnable	ADJ	_
,	,	PONCT	_
je	je	CLS	_
doute	douter	V	_
que	que	CS	_
vos	votre	DET	_
fables	fable	NC	_
y	y	CLO	_
eussent	avoir	V	_
gagné	gagner	VPP	_
.	.	PONCT	_
Ce	ce	DET	_
genre	genre	NC	_
d'	de	P	_
ouvrage	ouvrage	NC	_
est	être	V	_
peut-être	peut-être	ADV	_
le	le	DET	_
seul	seul	NC	_
où	où	PROREL	_
les	le	DET	_
poétiques	poétique	NC	_
sont	être	V	_
à-peu-près	à-peu-près	NC	_
inutiles	inutile	ADJ	_
,	,	PONCT	_
où	où	PROREL	_
l'	le	DET	_
étude	étude	NC	_
n'	ne	ADV	_
ajoute	ajouter	V	_
presque	presque	ADV	_
rien	rien	PRO	_
au	à_le	P+D	_
talent	talent	NC	_
,	,	PONCT	_
où	où	PROREL	_
,	,	PONCT	_
pour	pour	P	_
me	je	CLO	_
servir	servir	VINF	_
d'	de	P	_
une	un	DET	_
comparaison	comparaison	NC	_
qui	qui	PROREL	_
vous	vous	CLO	_
appartient	appartenir	V	_
,	,	PONCT	_
on	on	CLS	_
travaille	travailler	V	_
,	,	PONCT	_
par	par	P	_
une	un	DET	_
espece	espèce	NC	_
d'	de	P	_
instinct	instinct	NC	_
,	,	PONCT	_
aussi	aussi	ADV	_
bien	bien	ADV	_
que	que	CS	_
l'	le	DET	_
hirondelle	hirondelle	NC	_
bâtit	bâtir	V	_
son	son	DET	_
nid	nid	NC	_
,	,	PONCT	_
ou	ou	CC	_
bien	bien	ADV	_
aussi	aussi	ADV	_
mal	mal	ADV	_
que	que	CS	_
le	le	DET	_
moineau	moineau	NC	_
fait	faire	V	_
le	le	DET	_
sien	sien	NC	_
.	.	PONCT	_
Cependant	cependant	ADV	_
je	je	CLS	_
ne	ne	ADV	_
doute	douter	V	_
point	point	ADV	_
que	que	ADV	_
vous	vous	CLS	_
n'	ne	ADV	_
ayez	avoir	V	_
lu	lire	VPP	_
,	,	PONCT	_
dans	dans	P	_
beaucoup	beaucoup	PRO	_
de	de	P	_
préfaces	préface	NC	_
de	de	P	_
fables	fable	NC	_
,	,	PONCT	_
que	que	CS	_
l'	le	DET	_
apologue	apologue	NC	_
est	être	V	_
une	un	DET	_
instruction	instruction	NC	_
déguisée	déguiser	VPP	_
sous	sous	P	_
l'	le	DET	_
allégorie	allégorie	NC	_
d'	de	P	_
une	un	DET	_
action	action	NC	_
:	:	PONCT	_
définition	définition	NC	_
qui	qui	PROREL	_
,	,	PONCT	_
par	par	P	_
parenthese	parenthèse	NC	_
,	,	PONCT	_
peut	pouvoir	V	_
convenir	convenir	VINF	_
au	à_le	P+D	_
poëme	poème	NC	_
épique	épique	ADJ	_
,	,	PONCT	_
à	à	P	_
la	le	DET	_
comédie	comédie	NC	_
,	,	PONCT	_
au	à_le	P+D	_
roman	roman	NC	_
,	,	PONCT	_
et	et	CC	_
ne	ne	ADV	_
pourroit	pouvoir	V	_
s'	se	CLO	_
appliquer	appliquer	VINF	_
à	à	P	_
plusieurs	plusieurs	DET	_
fables	fable	NC	_
,	,	PONCT	_
comme	comme	P	_
celles	celui	PRO	_
de	de	P	_
*	*	PONCT	_
philomele	philomèle	NC	_
et	et	CC	_
Progne	Progne	NP	_
,	,	PONCT	_
de	de	P	_
l'	le	DET	_
oiseau	oiseau	NC	_
blessé	blesser	VPP	_
d'	de	P	_
une	un	DET	_
fleche	flèche	NC	_
,	,	PONCT	_
du	de_le	P+D	_
paon	paon	NC	_
se	se	CLO	_
plaignant	plaindre	VPR	_
à	à	P	_
Junon	Junon	NP	_
,	,	PONCT	_
du	de_le	P+D	_
renard	renard	NC	_
et	et	CC	_
du	de_le	P+D	_
buste	buste	NC	_
,	,	PONCT	_
etc.	etc.	ADV	_
Qui	qui	PROWH	_
proprement	proprement	ADV	_
n'	ne	ADV	_
ont	avoir	V	_
point	point	ADV	_
d'	un	DET	_
action	action	NC	_
,	,	PONCT	_
et	et	CC	_
dont	dont	PROREL	_
tout	tout	ADJ	_
le	le	DET	_
sens	sens	NC	_
est	être	V	_
renfermé	renfermer	VPP	_
dans	dans	P	_
le	le	DET	_
seul	seul	ADJ	_
mot	mot	NC	_
de	de	P	_
la	le	DET	_
fin	fin	NC	_
;	;	PONCT	_
ou	ou	CC	_
comme	comme	P	_
celles	celui	PRO	_
de	de	P	_
l'	le	DET	_
ivrogne	ivrogne	NC	_
et	et	CC	_
sa	son	DET	_
femme	femme	NC	_
,	,	PONCT	_
du	de_le	P+D	_
rieur	rieur	NC	_
et	et	CC	_
des	un	DET	_
poissons	poisson	NC	_
,	,	PONCT	_
de	de	P	_
Tircis	Tircis	NP	_
et	et	CC	_
Amarante	Amarante	NP	_
,	,	PONCT	_
du	de_le	P+D	_
testament	testament	NC	_
expliqué	expliquer	VPP	_
par	par	P	_
ésope	ésope	NP	_
,	,	PONCT	_
qui	qui	PROREL	_
n'	ne	ADV	_
ont	avoir	V	_
que	que	ADV	_
le	le	DET	_
mérite	mérite	NC	_
assez	assez	ADV	_
grand	grand	ADJ	_
d'	de	P	_
être	être	VINF	_
parfaitement	parfaitement	ADV	_
contées	conter	VPP	_
,	,	PONCT	_
et	et	CC	_
qu'	que	PROREL	_
on	on	CLS	_
seroit	être	V	_
bien	bien	ADV	_
fâché	fâcher	VPP	_
de	de	P	_
retrancher	retrancher	VINF	_
quoiqu'	quoique	CS	_
elles	il	CLS	_
n'	ne	ADV	_
aient	avoir	V	_
point	point	ADV	_
de	un	DET	_
morale	morale	NC	_
.	.	PONCT	_
Ainsi	ainsi	ADV	_
cette	ce	DET	_
définition	définition	NC	_
,	,	PONCT	_
reçue	recevoir	VPP	_
de	de	P	_
tous	tout	ADJ	_
les	le	DET	_
temps	temps	NC	_
,	,	PONCT	_
ne	ne	ADV	_
me	je	CLO	_
paroît	paraître	V	_
pas	pas	ADV	_
toujours	toujours	ADV	_
juste	juste	ADJ	_
.	.	PONCT	_
Vous	vous	CLS	_
avez	avoir	V	_
lu	lire	VPP	_
sûrement	sûrement	ADV	_
encore	encore	ADV	_
,	,	PONCT	_
dans	dans	P	_
le	le	DET	_
très	très	ADV	_
ingénieux	ingénieux	ADJ	_
discours	discours	NC	_
que	que	PROREL	_
feu	feu	NC	_
*	*	PONCT	_
M	M	NC	_
*	*	PONCT	_
De	de	P	_
*	*	X	_
La	le	DET	_
Motte	Motte	NP	_
a	avoir	V	_
mis	mettre	VPP	_
à	à	P	_
la	le	DET	_
tête	tête	NC	_
de	de	P	_
ses	son	DET	_
fables	fable	NC	_
,	,	PONCT	_
que	que	CS	_
,	,	PONCT	_
pour	pour	P	_
faire	faire	VINF	_
un	un	DET	_
bon	bon	ADJ	_
apologue	apologue	NC	_
,	,	PONCT	_
il	il	CLS	_
faut	falloir	V	_
d'	de	P	_
abord	abord	NC	_
,	,	PONCT	_
se	se	CLO	_
proposer	proposer	VINF	_
une	un	DET	_
vérité	vérité	NC	_
morale	moral	ADJ	_
,	,	PONCT	_
la	il	CLO	_
cacher	cacher	VINF	_
sous	sous	P	_
l'	le	DET	_
allégorie	allégorie	NC	_
d'	de	P	_
une	un	DET	_
image	image	NC	_
qui	qui	PROREL	_
ne	ne	ADV	_
peche	pêcher	V	_
ni	ni	CC	_
contre	contre	P	_
la	le	DET	_
justesse	justesse	NC	_
,	,	PONCT	_
ni	ni	CC	_
contre	contre	P	_
l'	le	DET	_
unité	unité	NC	_
,	,	PONCT	_
ni	ni	CC	_
contre	contre	P	_
la	le	DET	_
nature	nature	NC	_
;	;	PONCT	_
amener	amener	VINF	_
ensuite	ensuite	ADV	_
des	un	DET	_
acteurs	acteur	NC	_
que	que	PROREL	_
l'on	on	CLS	_
fera	faire	V	_
parler	parler	VINF	_
dans	dans	P	_
un	un	DET	_
