notice	notice	NC	_
existait	exister	V	_
dans	dans	P	_
la	le	DET	_
filière	filière	NC	_
des	de_le	P+D	_
visages	visage	NC	_
de	de	P	_
cette	ce	DET	_
race	race	NC	_
;	;	PONCT	_
une	un	DET	_
seule	seul	ADJ	_
toile	toile	NC	_
servait	servir	V	_
d'	de	P	_
intermédiaire	intermédiaire	NC	_
,	,	PONCT	_
mettait	mettre	V	_
un	un	DET	_
point	point	NC	_
de	de	P	_
suture	suture	NC	_
entre	entre	P	_
le	le	DET	_
passé	passé	NC	_
et	et	CC	_
le	le	DET	_
présent	présent	NC	_
,	,	PONCT	_
une	un	DET	_
tête	tête	NC	_
mystérieuse	mystérieux	ADJ	_
et	et	CC	_
rusée	ruser	VPP	_
,	,	PONCT	_
aux	à_le	P+D	_
traits	trait	NC	_
morts	mort	ADJ	_
et	et	CC	_
tirés	tirer	VPP	_
,	,	PONCT	_
aux	à_le	P+D	_
pommettes	pommette	NC	_
ponctuées	ponctuer	VPP	_
d'	de	P	_
une	un	DET	_
virgule	virgule	NC	_
de	de	P	_
fard	fard	NC	_
,	,	PONCT	_
aux	à_le	P+D	_
cheveux	cheveu	NC	_
gommés	gommer	VPP	_
et	et	CC	_
enroulés	enrouler	VPP	_
de	de	P	_
perles	perle	NC	_
,	,	PONCT	_
au	à_le	P+D	_
col	col	NC	_
tendu	tendre	VPP	_
et	et	CC	_
peint	peindre	VPP	_
,	,	PONCT	_
sortant	sortir	VPR	_
des	un	DET	_
cannelures	cannelure	NC	_
d'	de	P	_
une	un	DET	_
rigide	rigide	ADJ	_
fraise	fraise	NC	_
.	.	PONCT	_
Déjà	déjà	ADV	_
,	,	PONCT	_
dans	dans	P	_
cette	ce	DET	_
image	image	NC	_
de	de	P	_
l'	le	DET	_
un	un	NC	_
des	de_le	P+D	_
plus	plus	ADV	_
intimes	intime	ADJ	_
familiers	familier	NC	_
du	de_le	P+D	_
duc	duc	NC	_
d'	de	P	_
épernon	épernon	NC	_
et	et	CC	_
du	de_le	P+D	_
marquis	marquis	NC	_
D'	de	P	_
O	o	NC	_
,	,	PONCT	_
les	le	DET	_
vices	vice	NC	_
d'	de	P	_
un	un	DET	_
tempérament	tempérament	NC	_
appauvri	appauvrir	VPP	_
,	,	PONCT	_
la	le	DET	_
prédominance	prédominance	NC	_
de	de	P	_
la	le	DET	_
lymphe	lymphe	NC	_
dans	dans	P	_
le	le	DET	_
sang	sang	NC	_
,	,	PONCT	_
apparaissaient	apparaître	V	_
.	.	PONCT	_
La	le	DET	_
décadence	décadence	NC	_
de	de	P	_
cette	ce	DET	_
ancienne	ancien	ADJ	_
maison	maison	NC	_
avait	avoir	V	_
,	,	PONCT	_
sans	sans	P	_
nul	nul	DET	_
doute	doute	NC	_
,	,	PONCT	_
suivi	suivre	VPP	_
régulièrement	régulièrement	ADV	_
son	son	DET	_
cours	cour	NC	_
;	;	PONCT	_
l'	le	DET	_
effémination	effémination	NC	_
des	de_le	P+D	_
mâles	mâle	NC	_
était	être	V	_
allée	aller	VPP	_
en	en	P	_
s'	se	CLO	_
accentuant	accentuer	VPR	_
;	;	PONCT	_
comme	comme	P	_
pour	pour	P	_
achever	achever	VINF	_
l'	le	DET	_
oeuvre	œuvre	NC	_
des	de_le	P+D	_
âges	âge	NC	_
,	,	PONCT	_
les	le	DET	_
Des	de_le	P+D	_
Esseintes	Esseintes	NP	_
marièrent	marier	V	_
,	,	PONCT	_
pendant	pendant	P	_
deux	deux	DET	_
siècles	siècle	NC	_
,	,	PONCT	_
leurs	leur	DET	_
enfants	enfant	NC	_
entre	entre	P	_
eux	il	PRO	_
,	,	PONCT	_
usant	user	VPR	_
leur	leur	DET	_
reste	reste	NC	_
de	de	P	_
vigueur	vigueur	NC	_
dans	dans	P	_
les	le	DET	_
unions	union	NC	_
consanguines	consanguin	ADJ	_
.	.	PONCT	_
De	de	P	_
cette	ce	DET	_
famille	famille	NC	_
naguère	naguère	ADV	_
si	si	ADV	_
nombreuse	nombreux	ADJ	_
qu'	que	PROREL	_
elle	il	CLS	_
occupait	occuper	V	_
presque	presque	ADV	_
tous	tout	ADJ	_
les	le	DET	_
territoires	territoire	NC	_
de	de	P	_
l'	le	DET	_
île	île	NC	_
-	-	PONCT	_
De	de	P	_
-	-	PONCT	_
France	France	NP	_
et	et	CC	_
de	de	P	_
la	le	DET	_
Brie	Brie	NP	_
,	,	PONCT	_
un	un	DET	_
seul	seul	ADJ	_
rejeton	rejeton	NC	_
vivait	vivre	V	_
,	,	PONCT	_
le	le	DET	_
duc	duc	NC	_
Jean	Jean	NP	_
,	,	PONCT	_
un	un	DET	_
grêle	grêle	NC	_
jeune	jeune	ADJ	_
homme	homme	NC	_
de	de	P	_
trente	trente	DET	_
ans	an	NC	_
,	,	PONCT	_
anémique	anémique	ADJ	_
et	et	CC	_
nerveux	nerveux	ADJ	_
,	,	PONCT	_
aux	à_le	P+D	_
joues	joue	NC	_
caves	cave	ADJ	_
,	,	PONCT	_
aux	à_le	P+D	_
yeux	œil	NC	_
d'	de	P	_
un	un	DET	_
bleu	bleu	NC	_
froid	froid	ADJ	_
d'	de	P	_
acier	acier	NC	_
,	,	PONCT	_
au	à_le	P+D	_
nez	nez	NC	_
éventé	éventé	ADJ	_
et	et	CC	_
pourtant	pourtant	ADV	_
droit	droit	ADJ	_
,	,	PONCT	_
aux	à_le	P+D	_
mains	main	NC	_
sèches	sec	ADJ	_
et	et	CC	_
fluettes	fluet	ADJ	_
.	.	PONCT	_
Par	par	P	_
un	un	DET	_
singulier	singulier	ADJ	_
phénomène	phénomène	NC	_
d'	de	P	_
atavisme	atavisme	NC	_
,	,	PONCT	_
le	le	DET	_
dernier	dernier	ADJ	_
descendant	descendant	NC	_
ressemblait	ressembler	V	_
à	à	P	_
l'	le	DET	_
antique	antique	ADJ	_
aïeul	aïeul	NC	_
,	,	PONCT	_
au	à_le	P+D	_
mignon	mignon	NC	_
,	,	PONCT	_
dont	dont	PROREL	_
il	il	CLS	_
avait	avoir	V	_
la	le	DET	_
barbe	barbe	NC	_
en	en	P	_
pointe	pointe	NC	_
d'	de	P	_
un	un	DET	_
blond	blond	NC	_
extraordinairement	extraordinairement	ADV	_
pâle	pâle	ADJ	_
et	et	CC	_
l'	le	DET	_
expression	expression	NC	_
ambiguë	ambigu	ADJ	_
,	,	PONCT	_
tout	tout	ADV	_
à	à	P	_
la	le	DET	_
fois	fois	NC	_
lasse	las	ADJ	_
et	et	CC	_
habile	habile	ADJ	_
.	.	PONCT	_
Son	son	DET	_
enfance	enfance	NC	_
avait	avoir	V	_
été	être	VPP	_
funèbre	funèbre	ADJ	_
.	.	PONCT	_
Menacée	menacer	VPP	_
de	de	P	_
scrofules	scrofule	NC	_
,	,	PONCT	_
accablée	accabler	VPP	_
par	par	P	_
d'	un	DET	_
opiniâtres	opiniâtre	ADJ	_
fièvres	fièvre	NC	_
,	,	PONCT	_
elle	il	CLS	_
parvint	parvenir	V	_
cependant	cependant	ADV	_
,	,	PONCT	_
à	à	P	_
l'	le	DET	_
aide	aide	NC	_
de	de	P	_
grand	grand	ADJ	_
air	air	NC	_
et	et	CC	_
de	de	P	_
soins	soin	NC	_
,	,	PONCT	_
à	à	P	_
franchir	franchir	VINF	_
les	le	DET	_
brisants	brisant	NC	_
de	de	P	_
la	le	DET	_
nubilité	nubilité	NC	_
,	,	PONCT	_
et	et	CC	_
alors	alors	ADV	_
les	le	DET	_
nerfs	nerf	NC	_
prirent	prendre	V	_
le	le	DET	_
dessus	dessus	NC	_
,	,	PONCT	_
matèrent	mater	V	_
les	le	DET	_
langueurs	langueur	NC	_
et	et	CC	_
les	le	DET	_
abandons	abandons	NC	_
de	de	P	_
la	le	DET	_
chlorose	chlorose	NC	_
,	,	PONCT	_
menèrent	mener	V	_
jusqu'	jusque	P	_
à	à	P	_
leur	leur	DET	_
entier	entier	ADJ	_
développement	développement	NC	_
les	le	DET	_
progressions	progression	NC	_
de	de	P	_
la	le	DET	_
croissance	croissance	NC	_
.	.	PONCT	_
La	le	DET	_
mère	mère	NC	_
,	,	PONCT	_
une	un	DET	_
longue	long	ADJ	_
femme	femme	NC	_
,	,	PONCT	_
silencieuse	silencieux	ADJ	_
et	et	CC	_
blanche	blanc	ADJ	_
,	,	PONCT	_
mourut	mourir	V	_
d'	de	P	_
épuisement	épuisement	NC	_
;	;	PONCT	_
à	à	P	_
son	son	DET	_
tour	tour	NC	_
le	le	DET	_
père	père	NC	_
décéda	décéder	V	_
d'	de	P	_
une	un	DET	_
maladie	maladie	NC	_
vague	vague	ADJ	_
;	;	PONCT	_
Des	de_le	P+D	_
Esseintes	Esseintes	NP	_
atteignait	atteindre	V	_
alors	alors	ADV	_
sa	son	DET	_
dix-septième	dix-septième	ADJ	_
année	année	NC	_
.	.	PONCT	_
Il	il	CLS	_
n'	ne	ADV	_
avait	avoir	V	_
gardé	garder	VPP	_
de	de	P	_
ses	son	DET	_
parents	parent	NC	_
qu'	qu'	ADV	_
un	un	DET	_
souvenir	souvenir	NC	_
apeuré	apeurer	VPP	_
,	,	PONCT	_
sans	sans	P	_
reconnaissance	reconnaissance	NC	_
,	,	PONCT	_
sans	sans	P	_
affection	affection	NC	_
.	.	PONCT	_
Son	son	DET	_
père	père	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
demeurait	demeurer	V	_
d'	de	P	_
ordinaire	ordinaire	NC	_
à	à	P	_
Paris	Paris	NP	_
,	,	PONCT	_
il	il	CLS	_
le	il	CLO	_
connaissait	connaître	V	_
à	à	P	_
peine	peine	NC	_
;	;	PONCT	_
sa	son	DET	_
mère	mère	NC	_
,	,	PONCT	_
il	il	CLS	_
se	se	CLO	_
la	il	CLO	_
rappelait	rappeler	V	_
,	,	PONCT	_
immobile	immobile	ADJ	_
et	et	CC	_
couchée	couché	ADJ	_
,	,	PONCT	_
dans	dans	P	_
une	un	DET	_
chambre	chambre	NC	_
obscure	obscur	ADJ	_
du	de_le	P+D	_
château	château	NC	_
de	de	P	_
Lourps	Lourps	NP	_
.	.	PONCT	_
Rarement	rarement	ADV	_
,	,	PONCT	_
le	le	DET	_
mari	mari	NC	_
et	et	CC	_
la	le	DET	_
femme	femme	NC	_
étaient	être	V	_
réunis	réunir	VPP	_
,	,	PONCT	_
et	et	CC	_
de	de	P	_
ces	ce	DET	_
jours	jour	NC	_
-là	là	ADV	_
,	,	PONCT	_
il	il	CLS	_
se	se	CLO	_
remémorait	remémorer	V	_
des	un	DET	_
entrevues	entrevue	NC	_
décolorées	décolorer	VPP	_
,	,	PONCT	_
le	le	DET	_
père	père	NC	_
et	et	CC	_
la	le	DET	_
mère	mère	NC	_
assis	assis	ADJ	_
,	,	PONCT	_
en	en	P	_
face	face	NC	_
l'	le	DET	_
un	un	NC	_
de	de	P	_
l'	le	DET	_
autre	autre	NC	_
,	,	PONCT	_
devant	devant	P	_
un	un	DET	_
guéridon	guéridon	NC	_
qui	qui	PROREL	_
était	être	V	_
seul	seul	ADJ	_
éclairé	éclairer	VPP	_
par	par	P	_
une	un	DET	_
lampe	lampe	NC	_
au	à_le	P+D	_
grand	grand	ADJ	_
abat-jour	abat-jour	NC	_
très	très	ADV	_
baissé	baisser	VPP	_
,	,	PONCT	_
car	car	CC	_
la	le	DET	_
duchesse	duchesse	NC	_
ne	ne	ADV	_
pouvait	pouvoir	V	_
supporter	supporter	VINF	_
sans	sans	P	_
crises	crise	NC	_
de	de	P	_
nerfs	nerf	NC	_
la	le	DET	_
clarté	clarté	NC	_
et	et	CC	_
le	le	DET	_
bruit	bruit	NC	_
;	;	PONCT	_
dans	dans	P	_
l'	le	DET	_
ombre	ombre	NC	_
,	,	PONCT	_
ils	il	CLS	_
échangeaient	échanger	V	_
deux	deux	DET	_
mots	mot	NC	_
à	à	P	_
peine	peine	NC	_
,	,	PONCT	_
puis	puis	CC	_
le	le	DET	_
duc	duc	NC	_
s'	se	CLO	_
éloignait	éloigner	V	_
indifférent	indifférent	ADJ	_
et	et	CC	_
ressautait	ressauter	V	_
au	à_le	P+D	_
plus	plus	ADV	_
vite	vite	ADV	_
dans	dans	P	_
le	le	DET	_
premier	premier	ADJ	_
train	train	NC	_
.	.	PONCT	_
Chez	chez	P	_
les	le	DET	_
jésuites	jésuite	NC	_
où	où	PROREL	_
Jean	Jean	NP	_
fut	être	V	_
dépêché	dépêcher	VPP	_
pour	pour	P	_
faire	faire	VINF	_
ses	son	DET	_
classes	classe	NC	_
,	,	PONCT	_
son	son	DET	_
existence	existence	NC	_
fut	être	V	_
plus	plus	ADV	_
bienveillante	bienveillant	ADJ	_
et	et	CC	_
plus	plus	ADV	_
douce	doux	ADJ	_
.	.	PONCT	_
Les	le	DET	_
pères	père	NC	_
se	se	CLO	_
mirent	mettre	V	_
à	à	P	_
choyer	choyer	VINF	_
l'	le	DET	_
enfant	enfant	NC	_
dont	dont	PROREL	_
l'	le	DET	_
intelligence	intelligence	NC	_
les	il	CLO	_
étonnait	étonner	V	_
;	;	PONCT	_
cependant	cependant	ADV	_
,	,	PONCT	_
en	en	P	_
dépit	dépit	NC	_
de	de	P	_
leurs	leur	DET	_
efforts	effort	NC	_
,	,	PONCT	_
ils	il	CLS	_
ne	ne	ADV	_
purent	pouvoir	V	_
obtenir	obtenir	VINF	_
qu'	qu'	ADV	_
il	il	CLS	_
se	se	CLO	_
livrât	livrer	V	_
à	à	P	_
des	un	DET	_
études	étude	NC	_
disciplinées	discipliné	ADJ	_
;	;	PONCT	_
il	il	CLS	_
mordait	mordre	V	_
à	à	P	_
certains	certain	DET	_
travaux	travail	NC	_
,	,	PONCT	_
devenait	devenir	V	_
prématurément	prématurément	ADV	_
ferré	ferrer	VPP	_
sur	sur	P	_
la	le	DET	_
langue	langue	NC	_
latine	latin	ADJ	_
,	,	PONCT	_
mais	mais	CC	_
,	,	PONCT	_
en	en	P	_
revanche	revanche	NC	_
,	,	PONCT	_
il	il	CLS	_
était	être	V	_
absolument	absolument	ADV	_
incapable	incapable	ADJ	_
d'	de	P	_
expliquer	expliquer	VINF	_
deux	deux	DET	_
mots	mot	NC	_
de	de	P	_
grec	grec	NC	_
,	,	PONCT	_
ne	ne	ADV	_
témoignait	témoigner	V	_
d'	de	P	_
aucune	aucun	DET	_
aptitude	aptitude	NC	_
pour	pour	P	_
les	le	DET	_
langues	langue	NC	_
vivantes	vivant	ADJ	_
,	,	PONCT	_
et	et	CC	_
il	il	CLS	_
se	se	CLO	_
révéla	révéler	V	_
tel	tel	ADJ	_
qu'	que	CS	_
un	un	DET	_
être	être	NC	_
parfaitement	parfaitement	ADV	_
obtus	obtus	ADJ	_
,	,	PONCT	_
dès	dès	P	_
qu'	que	CS	_
on	on	CLS	_
s'	se	CLO	_
efforça	efforcer	V	_
de	de	P	_
lui	il	CLO	_
apprendre	apprendre	VINF	_
les	le	DET	_
premiers	premier	ADJ	_
éléments	élément	NC	_
des	de_le	P+D	_
sciences	science	NC	_
.	.	PONCT	_
Sa	son	DET	_
famille	famille	NC	_
se	se	CLO	_
préoccupait	préoccuper	V	_
peu	peu	ADV	_
de	de	P	_
lui	il	PRO	_
;	;	PONCT	_
parfois	parfois	ADV	_
son	son	DET	_
père	père	NC	_
venait	venir	V	_
le	il	CLO	_
visiter	visiter	VINF	_
au	à_le	P+D	_
pensionnat	pensionnat	NC	_
:	:	PONCT	_
"	"	PONCT	_
bonjour	bonjour	I	_
,	,	PONCT	_
bonsoir	bonsoir	I	_
,	,	PONCT	_
sois	être	V	_
sage	sage	ADJ	_
et	et	CC	_
travaille	travailler	V	_
bien	bien	ADV	_
"	"	PONCT	_
.	.	PONCT	_
Aux	à_le	P+D	_
vacances	vacance	NC	_
,	,	PONCT	_
l'	le	DET	_
été	été	NC	_
,	,	PONCT	_
il	il	CLS	_
partait	partir	V	_
pour	pour	P	_
le	le	DET	_
château	château	NC	_
de	de	P	_
Lourps	Lourps	NP	_
;	;	PONCT	_
sa	son	DET	_
présence	présence	NC	_
ne	ne	ADV	_
tirait	tirer	V	_
pas	pas	ADV	_
sa	son	DET	_
mère	mère	NC	_
de	de	P	_
ses	son	DET	_
rêveries	rêverie	NC	_
;	;	PONCT	_
elle	il	CLS	_
l'	il	CLO	_
apercevait	apercevoir	V	_
à	à	P	_
peine	peine	NC	_
,	,	PONCT	_
ou	ou	CC	_
le	il	CLO	_
contemplait	contempler	V	_
,	,	PONCT	_
pendant	pendant	P	_
quelques	quelque	DET	_
secondes	seconde	NC	_
,	,	PONCT	_
avec	avec	P	_
un	un	DET	_
sourire	sourire	NC	_
presque	presque	ADV	_
douloureux	douloureux	ADJ	_
,	,	PONCT	_
puis	puis	CC	_
elle	il	CLS	_
s'	se	CLO	_
absorbait	absorber	V	_
de	de	P	_
nouveau	nouveau	ADJ	_
dans	dans	P	_
la	le	DET	_
nuit	nuit	NC	_
factice	factice	ADJ	_
dont	dont	PROREL	_
les	le	DET	_
épais	épais	ADJ	_
rideaux	rideau	NC	_
des	de_le	P+D	_
croisées	croisée	NC	_
enveloppaient	envelopper	V	_
la	le	DET	_
chambre	chambre	NC	_
.	.	PONCT	_
Les	le	DET	_
domestiques	domestique	NC	_
étaient	être	V	_
ennuyés	ennuyer	VPP	_
et	et	CC	_
vieux	vieux	ADJ	_
.	.	PONCT	_
L'	le	DET	_
enfant	enfant	NC	_
,	,	PONCT	_
abandonné	abandonné	VPP	_
à	à	P	_
lui	il	PRO	_
-même	même	ADJ	_
,	,	PONCT	_
fouillait	fouiller	V	_
dans	dans	P	_
les	le	DET	_
livres	livre	NC	_
,	,	PONCT	_
les	le	DET	_
jours	jour	NC	_
de	de	P	_
pluie	pluie	NC	_
,	,	PONCT	_
errait	errer	V	_
,	,	PONCT	_
par	par	P	_
les	le	DET	_
après-midi	après-midi	NC	_
de	de	P	_
beau	beau	ADJ	_
temps	temps	NC	_
,	,	PONCT	_
dans	dans	P	_
la	le	DET	_
campagne	campagne	NC	_
.	.	PONCT	_
Sa	son	DET	_
grande	grand	ADJ	_
joie	joie	NC	_
était	être	V	_
de	de	P	_
descendre	descendre	VINF	_
dans	dans	P	_
le	le	DET	_
vallon	vallon	NC	_
,	,	PONCT	_
de	de	P	_
gagner	gagner	VINF	_
Jutigny	Jutigny	NP	_
,	,	PONCT	_
un	un	DET	_
village	village	NC	_
planté	planter	VPP	_
au	à_le	P+D	_
pied	pied	NC	_
des	de_le	P+D	_
collines	colline	NC	_
,	,	PONCT	_
un	un	DET	_
petit	petit	ADJ	_
tas	tas	NC	_
de	de	P	_
maisonnettes	maisonnette	NC	_
coiffées	coiffer	VPP	_
de	de	P	_
bonnets	bonnet	NC	_
de	de	P	_
chaume	chaume	NC	_
parsemés	parsemer	VPP	_
de	de	P	_
touffes	touffe	NC	_
de	de	P	_
joubarbe	joubarbe	NC	_
et	et	CC	_
de	de	P	_
bouquets	bouquet	NC	_
de	de	P	_
mousse	mousse	NC	_
.	.	PONCT	_
Il	il	CLS	_
se	se	CLO	_
couchait	coucher	V	_
dans	dans	P	_
la	le	DET	_
prairie	prairie	NC	_
,	,	PONCT	_
à	à	P	_
l'	le	DET	_
ombre	ombre	NC	_
des	de_le	P+D	_
hautes	haut	ADJ	_
meules	meule	NC	_
,	,	PONCT	_
écoutant	écouter	VPR	_
le	le	DET	_
bruit	bruit	NC	_
sourd	sourd	ADJ	_
des	de_le	P+D	_
moulins	moulin	NC	_
à	à	P	_
eau	eau	NC	_
,	,	PONCT	_
humant	humer	VPR	_
le	le	DET	_
souffle	souffle	NC	_
frais	frais	ADJ	_
de	de	P	_
la	le	DET	_
Voulzie	Voulzie	NC	_
.	.	PONCT	_
Parfois	parfois	ADV	_
,	,	PONCT	_
il	il	CLS	_
poussait	pousser	V	_
jusqu'	jusque	P	_
aux	à_le	P+D	_
tourbières	tourbière	NC	_
,	,	PONCT	_
jusqu'	jusque	P	_
au	à_le	P+D	_
hameau	hameau	NC	_
vert	vert	ADJ	_
et	et	CC	_
noir	noir	ADJ	_
de	de	P	_
Longueville	Longueville	NP	_
,	,	PONCT	_
ou	ou	CC	_
bien	bien	ADV	_
il	il	CLS	_
grimpait	grimper	V	_
sur	sur	P	_
les	le	DET	_
côtes	côte	NC	_
balayées	balayer	VPP	_
par	par	P	_
le	le	DET	_
vent	vent	NC	_
et	et	CC	_
d'	de	P	_
où	où	PROREL	_
l'	le	DET	_
étendue	étendue	NC	_
était	être	V	_
immense	immense	ADJ	_
.	.	PONCT	_
Là	là	ADV	_
,	,	PONCT	_
il	il	CLS	_
avait	avoir	V	_
d'	de	P	_
un	un	DET	_
côté	côté	NC	_
,	,	PONCT	_
sous	sous	P	_
lui	il	PRO	_
,	,	PONCT	_
la	le	DET	_
vallée	vallée	NC	_
de	de	P	_
la	le	DET	_
Seine	Seine	NP	_
,	,	PONCT	_
fuyant	fuir	VPR	_
à	à	P	_
perte	perte	NC	_
de	de	P	_
vue	vue	NC	_
et	et	CC	_
se	se	CLO	_
confondant	confondre	VPR	_
avec	avec	P	_
le	le	DET	_
bleu	bleu	NC	_
du	de_le	P+D	_
ciel	ciel	NC	_
fermé	fermer	VPP	_
au	à_le	P+D	_
loin	loin	NC	_
;	;	PONCT	_
de	de	P	_
l'	le	DET	_
autre	autre	NC	_
,	,	PONCT	_
tout	tout	ADV	_
en	en	P	_
haut	haut	NC	_
,	,	PONCT	_
à	à	P	_
l'	le	DET	_
horizon	horizon	NC	_
,	,	PONCT	_
les	le	DET	_
églises	église	NC	_
et	et	CC	_
la	le	DET	_
tour	tour	NC	_
de	de	P	_
Provins	Provins	NP	_
qui	qui	PROREL	_
semblaient	sembler	V	_
trembler	trembler	VINF	_
,	,	PONCT	_
au	à_le	P+D	_
soleil	soleil	NC	_
,	,	PONCT	_
dans	dans	P	_
la	le	DET	_
pulvérulence	pulvérulence	NC	_
dorée	doré	ADJ	_
de	de	P	_
l'	le	DET	_
air	air	NC	_
.	.	PONCT	_
Il	il	CLS	_
lisait	lire	V	_
ou	ou	CC	_
rêvait	rêver	V	_
,	,	PONCT	_
s'	se	CLO	_
abreuvait	abreuver	V	_
jusqu'	jusque	P	_
à	à	P	_
la	le	DET	_
nuit	nuit	NC	_
de	de	P	_
solitude	solitude	NC	_
;	;	PONCT	_
à	à	P	_
force	force	NC	_
de	de	P	_
méditer	méditer	VINF	_
sur	sur	P	_
les	le	DET	_
mêmes	même	ADJ	_
pensées	pensée	NC	_
,	,	PONCT	_
son	son	DET	_
esprit	esprit	NC	_
se	se	CLO	_
concentra	concentrer	V	_
et	et	CC	_
ses	son	DET	_
idées	idée	NC	_
encore	encore	ADV	_
indécises	indécis	ADJ	_
mûrirent	mûrir	V	_
.	.	PONCT	_
Après	après	P	_
chaque	chaque	DET	_
vacance	vacance	NC	_
,	,	PONCT	_
il	il	CLS	_
revenait	revenir	V	_
chez	chez	P	_
ses	son	DET	_
maîtres	maître	NC	_
plus	plus	ADV	_
réfléchi	réfléchi	ADJ	_
et	et	CC	_
plus	plus	ADV	_
têtu	têtu	ADJ	_
;	;	PONCT	_
ces	ce	DET	_
changements	changement	NC	_
ne	ne	ADV	_
leur	il	CLO	_
échappaient	échapper	V	_
pas	pas	ADV	_
;	;	PONCT	_
perspicaces	perspicace	ADJ	_
et	et	CC	_
retors	retors	ADJ	_
,	,	PONCT	_
habitués	habituer	VPP	_
par	par	P	_
leur	leur	DET	_
métier	métier	NC	_
à	à	P	_
sonder	sonder	VINF	_
jusqu'	jusque	P	_
au	à_le	P+D	_
plus	plus	ADV	_
profond	profond	ADJ	_
des	de_le	P+D	_
âmes	âme	NC	_
,	,	PONCT	_
ils	il	CLS	_
ne	ne	ADV	_
furent	être	V	_
point	point	ADV	_
les	le	DET	_
dupes	dupe	NC	_
de	de	P	_
cette	ce	DET	_
intelligence	intelligence	NC	_
éveillée	éveillé	ADJ	_
mais	mais	CC	_
indocile	indocile	ADJ	_
;	;	PONCT	_
ils	il	CLS	_
comprirent	comprendre	V	_
que	que	CS	_
jamais	jamais	ADV	_
cet	ce	DET	_
élève	élève	NC	_
ne	ne	ADV	_
contribuerait	contribuer	V	_
à	à	P	_
la	le	DET	_
gloire	gloire	NC	_
de	de	P	_
leur	leur	DET	_
maison	maison	NC	_
,	,	PONCT	_
et	et	CC	_
comme	comme	P	_
sa	son	DET	_
famille	famille	NC	_
était	être	V	_
riche	riche	ADJ	_
et	et	CC	_
paraissait	paraître	V	_
se	se	CLO	_
désintéresser	désintéresser	VINF	_
de	de	P	_
son	son	DET	_
avenir	avenir	NC	_
,	,	PONCT	_
ils	il	CLS	_
renoncèrent	renoncer	V	_
aussitôt	aussitôt	ADV	_
à	à	P	_
le	il	CLO	_
diriger	diriger	VINF	_
sur	sur	P	_
les	le	DET	_
profitables	profitable	ADJ	_
carrières	carrière	NC	_
des	de_le	P+D	_
écoles	école	NC	_
;	;	PONCT	_
bien	bien	ADV	_
qu'	que	CS	_
il	il	CLS	_
discutât	discuter	V	_
volontiers	volontiers	ADV	_
avec	avec	P	_
eux	il	PRO	_
sur	sur	P	_
toutes	tout	ADJ	_
les	le	DET	_
doctrines	doctrine	NC	_
théologiques	théologique	ADJ	_
qui	qui	PROREL	_
le	il	CLO	_
sollicitaient	solliciter	V	_
par	par	P	_
leurs	leur	DET	_
subtilités	subtilité	NC	_
et	et	CC	_
leur	leur	DET	_
arguties	argutie	NC	_
,	,	PONCT	_
ils	il	CLS	_
ne	ne	ADV	_
songèrent	songer	V	_
même	même	ADV	_
pas	pas	ADV	_
à	à	P	_
le	il	CLO	_
destiner	destiner	VINF	_
