AVERTISSEMENT	avertissement	NC	_
,	,	PONCT	_
jusqu'	jusque	P	_
aux	à_le	P+D	_
plus	plus	ADV	_
parfaits	parfait	ADJ	_
,	,	PONCT	_
l'	le	DET	_
organisation	organisation	NC	_
se	se	CLO	_
compose	composer	V	_
et	et	CC	_
même	même	ADV	_
se	se	CLO	_
complique	compliquer	V	_
graduellement	graduellement	ADV	_
,	,	PONCT	_
dans	dans	P	_
sa	son	DET	_
composition	composition	NC	_
,	,	PONCT	_
d'	de	P	_
une	un	DET	_
manière	manière	NC	_
extrêmement	extrêmement	ADV	_
remarquable	remarquable	ADJ	_
?	?	PONCT	_
Cette	ce	DET	_
pensée	pensée	NC	_
,	,	PONCT	_
d'	de	P	_
ailleurs	ailleurs	NC	_
,	,	PONCT	_
acquit	acquit	NC	_
à	à	P	_
mes	mon	DET	_
yeux	œil	NC	_
le	le	DET	_
plus	plus	ADV	_
grand	grand	ADJ	_
degré	degré	NC	_
d'	de	P	_
évidence	évidence	NC	_
,	,	PONCT	_
lorsque	lorsque	CS	_
je	je	CLS	_
reconnus	reconnaître	V	_
que	que	CS	_
la	le	DET	_
plus	plus	ADV	_
simple	simple	ADJ	_
de	de	P	_
toutes	tout	ADJ	_
les	le	DET	_
organisations	organisation	NC	_
n'	ne	ADV	_
offroit	offrir	V	_
aucun	aucun	DET	_
organe	organe	NC	_
spécial	spécial	ADJ	_
quelconque	quelconque	ADJ	_
;	;	PONCT	_
que	que	CS	_
le	le	DET	_
corps	corps	NC	_
qui	qui	PROREL	_
la	il	CLO	_
possédoit	posséder	V	_
n'	ne	ADV	_
avoit	avoir	V	_
effectivement	effectivement	ADV	_
aucune	aucun	DET	_
faculté	faculté	NC	_
particulière	particulier	ADJ	_
,	,	PONCT	_
mais	mais	CC	_
seulement	seulement	ADV	_
celles	celui	PRO	_
qui	qui	PROREL	_
sont	être	V	_
le	le	DET	_
propre	propre	NC	_
de	de	P	_
tout	tout	DET	_
corps	corps	NC	_
vivant	vivant	ADJ	_
;	;	PONCT	_
et	et	CC	_
qu'	que	CS	_
à	à	P	_
mesure	mesure	NC	_
que	que	CS	_
la	le	DET	_
nature	nature	NC	_
parvint	parvenir	V	_
à	à	P	_
créer	créer	VINF	_
,	,	PONCT	_
l'	le	DET	_
un	un	NC	_
après	après	P	_
l'	le	DET	_
autre	autre	NC	_
,	,	PONCT	_
les	le	DET	_
différens	différent	ADJ	_
organes	organe	NC	_
spéciaux	spécial	ADJ	_
,	,	PONCT	_
et	et	CC	_
à	à	P	_
composer	composer	VINF	_
ainsi	ainsi	ADV	_
de	de	P	_
plus	plus	NC	_
en	en	P	_
plus	plus	NC	_
l'	le	DET	_
organisation	organisation	NC	_
animale	animal	ADJ	_
;	;	PONCT	_
les	le	DET	_
animaux	animal	NC	_
,	,	PONCT	_
selon	selon	P	_
le	le	DET	_
degré	degré	NC	_
de	de	P	_
composition	composition	NC	_
de	de	P	_
leur	leur	DET	_
organisation	organisation	NC	_
,	,	PONCT	_
en	en	CLO	_
obtinrent	obtenir	V	_
différentes	différent	ADJ	_
facultés	faculté	NC	_
particulières	particulier	ADJ	_
,	,	PONCT	_
lesquelles	il	PROREL	_
,	,	PONCT	_
dans	dans	P	_
les	le	DET	_
plus	plus	ADV	_
parfaits	parfait	ADJ	_
d'	de	P	_
entr'eux	entr'eux	NP	_
,	,	PONCT	_
sont	être	V	_
nombreuses	nombreux	ADJ	_
et	et	CC	_
fort	fort	ADV	_
éminentes	éminent	ADJ	_
.	.	PONCT	_
Ces	ce	DET	_
considérations	considération	NC	_
,	,	PONCT	_
auxquelles	il	PROREL	_
je	je	CLS	_
ne	ne	ADV	_
pus	pouvoir	V	_
refuser	refuser	VINF	_
mon	mon	DET	_
attention	attention	NC	_
,	,	PONCT	_
me	je	CLO	_
portèrent	porter	V	_
bientôt	bientôt	ADV	_
à	à	P	_
examiner	examiner	VINF	_
en	en	P	_
quoi	quoi	PROWH	_
consiste	consister	V	_
réellement	réellement	ADV	_
la	le	DET	_
vie	vie	NC	_
,	,	PONCT	_
et	et	CC	_
quelles	il	PROWH	_
sont	être	V	_
les	le	DET	_
conditions	condition	NC	_
qu'	qu'	ADV	_
exige	exiger	V	_
ce	ce	DET	_
phénomène	phénomène	NC	_
naturel	naturel	ADJ	_
pour	pour	P	_
se	se	CLO	_
produire	produire	VINF	_
,	,	PONCT	_
et	et	CC	_
pouvoir	pouvoir	VINF	_
prolonger	prolonger	VINF	_
sa	son	DET	_
durée	durée	NC	_
dans	dans	P	_
un	un	DET	_
corps	corps	NC	_
.	.	PONCT	_
Je	je	CLS	_
résistai	résister	V	_
d'	de	P	_
autant	autant	ADV	_
moins	moins	ADV	_
à	à	P	_
m'	je	CLO	_
occuper	occuper	VINF	_
de	de	P	_
cette	ce	DET	_
recherche	recherche	NC	_
,	,	PONCT	_
que	que	CS	_
je	je	CLS	_
fus	être	V	_
alors	alors	ADV	_
convaincu	convaincre	VPP	_
que	que	CS	_
c'	ce	CLS	_
étoit	être	V	_
uniquement	uniquement	ADV	_
dans	dans	P	_
la	le	DET	_
plus	plus	ADV	_
simple	simple	ADJ	_
de	de	P	_
toutes	tout	ADJ	_
les	le	DET	_
organisations	organisation	NC	_
,	,	PONCT	_
qu'	que	PROREL	_
on	on	CLS	_
pouvoit	pouvoir	V	_
trouver	trouver	VINF	_
les	le	DET	_
moyens	moyen	NC	_
propres	propre	ADJ	_
à	à	P	_
donner	donner	VINF	_
la	le	DET	_
solution	solution	NC	_
d'	de	P	_
un	un	DET	_
problème	problème	NC	_
aussi	aussi	ADV	_
difficile	difficile	ADJ	_
en	en	P	_
apparence	apparence	NC	_
,	,	PONCT	_
puisqu'	puisque	CS	_
elle	il	CLS	_
seule	seul	ADJ	_
offroit	offrir	V	_
le	le	DET	_
complément	complément	NC	_
des	de_le	P+D	_
conditions	condition	NC	_
nécessaires	nécessaire	ADJ	_
à	à	P	_
l'	le	DET	_
existence	existence	NC	_
de	de	P	_
la	le	DET	_
vie	vie	NC	_
,	,	PONCT	_
et	et	CC	_
rien	rien	PRO	_
au	à_le	P+D	_
delà	delà	NC	_
qui	qui	PROREL	_
puisse	pouvoir	V	_
égarer	égarer	VINF	_
.	.	PONCT	_
Les	le	DET	_
conditions	condition	NC	_
nécessaires	nécessaire	ADJ	_
à	à	P	_
l'	le	DET	_
existence	existence	NC	_
de	de	P	_
la	le	DET	_
vie	vie	NC	_
se	se	CLO	_
trouvant	trouver	VPR	_
complètes	complet	ADJ	_
dans	dans	P	_
l'	le	DET	_
organisation	organisation	NC	_
la	le	DET	_
moins	moins	ADV	_
composée	composer	VPP	_
,	,	PONCT	_
mais	mais	CC	_
aussi	aussi	ADV	_
réduites	réduire	VPP	_
à	à	P	_
leur	leur	DET	_
plus	plus	ADV	_
simple	simple	ADJ	_
terme	terme	NC	_
;	;	PONCT	_
il	il	CLS	_
s'	se	CLO	_
agissoit	agir	V	_
de	de	P	_
savoir	savoir	VINF	_
comment	comment	PROWH	_
cette	ce	DET	_
organisation	organisation	NC	_
,	,	PONCT	_
par	par	P	_
des	un	DET	_
causes	cause	NC	_
de	de	P	_
changemens	changement	NC	_
quelconques	quelconque	ADJ	_
,	,	PONCT	_
avoit	avoir	V	_
pu	pouvoir	VPP	_
en	en	CLO	_
amener	amener	VINF	_
d'	un	DET	_
autres	autre	NC	_
moins	moins	ADV	_
simples	simple	ADJ	_
,	,	PONCT	_
et	et	CC	_
donner	donner	VINF	_
lieu	lieu	NC	_
aux	à_le	P+D	_
organisations	organisation	NC	_
,	,	PONCT	_
graduellement	graduellement	ADV	_
plus	plus	ADV	_
compliquées	compliqué	ADJ	_
,	,	PONCT	_
que	que	PROREL	_
l'on	on	CLS	_
observe	observer	V	_
dans	dans	P	_
l'	le	DET	_
étendue	étendue	NC	_
de	de	P	_
l'	le	DET	_
échelle	échelle	NC	_
animale	animal	ADJ	_
.	.	PONCT	_
Alors	alors	ADV	_
employant	employer	VPR	_
les	le	DET	_
deux	deux	ADJ	_
considérations	considération	NC	_
suivantes	suivant	ADJ	_
,	,	PONCT	_
auxquelles	il	PROREL	_
l'	le	DET	_
observation	observation	NC	_
m'	je	CLO	_
avoit	avoir	V	_
conduit	conduire	VPP	_
,	,	PONCT	_
je	je	CLS	_
crus	croire	V	_
apercevoir	apercevoir	VINF	_
la	le	DET	_
solution	solution	NC	_
du	de_le	P+D	_
problème	problème	NC	_
qui	qui	PROREL	_
m'	je	CLO	_
occupoit	occuper	V	_
.	.	PONCT	_
Premièrement	premièrement	ADV	_
,	,	PONCT	_
quantité	quantité	NC	_
de	de	P	_
faits	fait	NC	_
connus	connaître	VPP	_
prouvent	prouver	V	_
que	que	CS	_
l'	le	DET	_
emploi	emploi	NC	_
soutenu	soutenir	VPP	_
d'	de	P	_
un	un	DET	_
organe	organe	NC	_
concourt	concourir	V	_
à	à	P	_
son	son	DET	_
développement	développement	NC	_
,	,	PONCT	_
le	il	CLO	_
fortifie	fortifier	V	_
,	,	PONCT	_
et	et	CC	_
l'	il	CLO	_
agrandit	agrandir	V	_
même	même	ADV	_
;	;	PONCT	_
tandis_qu'	tandis_que	CS	_
un	un	DET	_
défaut	défaut	NC	_
d'	de	P	_
emploi	emploi	NC	_
,	,	PONCT	_
devenu	devenir	VPP	_
habituel	habituel	ADJ	_
à	à	P	_
l'	le	DET	_
égard	égard	NC	_
d'	de	P	_
un	un	DET	_
organe	organe	NC	_
,	,	PONCT	_
nuit	nuit	NC	_
à	à	P	_
ses	son	DET	_
développemens	développemens	NC	_
,	,	PONCT	_
le	il	CLO	_
détériore	détériorer	V	_
,	,	PONCT	_
le	le	DET	_
réduit	réduit	NC	_
graduellement	graduellement	ADV	_
,	,	PONCT	_
et	et	CC	_
finit	finir	V	_
par	par	P	_
le	il	CLO	_
faire	faire	VINF	_
disparoître	disparaître	VINF	_
,	,	PONCT	_
si	si	CS	_
ce	ce	DET	_
défaut	défaut	NC	_
d'	de	P	_
emploi	emploi	NC	_
subsiste	subsister	V	_
,	,	PONCT	_
pendant	pendant	P	_
une	un	DET	_
longue	long	ADJ	_
durée	durée	NC	_
,	,	PONCT	_
dans	dans	P	_
tous	tout	ADJ	_
les	le	DET	_
individus	individu	NC	_
qui	qui	PROREL	_
se	se	CLO	_
succèdent	succéder	V	_
par	par	P	_
la	le	DET	_
génération	génération	NC	_
.	.	PONCT	_
On	on	CLS	_
conçoit	concevoir	V	_
de	de	P	_
là	là	ADV	_
qu'	que	CS	_
un	un	DET	_
changement	changement	NC	_
de	de	P	_
circonstances	circonstance	NC	_
forçant	forcer	VPR	_
les	le	DET	_
individus	individu	NC	_
d'	de	P	_
une	un	DET	_
race	race	NC	_
d'	de	P	_
animaux	animal	NC	_
à	à	P	_
changer	changer	VINF	_
leurs	leur	DET	_
habitudes	habitude	NC	_
,	,	PONCT	_
les	le	DET	_
organes	organe	NC	_
moins	moins	ADV	_
employés	employer	VPP	_
dépérissent	dépérir	V	_
peu	peu	ADV	_
à	à	P	_
peu	peu	ADV	_
,	,	PONCT	_
tandis_que	tandis_que	CS	_
ceux	celui	PRO	_
qui	qui	PROREL	_
le	il	CLO	_
sont	être	V	_
davantage	davantage	ADV	_
,	,	PONCT	_
se	se	CLO	_
développent	développer	V	_
mieux	mieux	ADV	_
et	et	CC	_
acquièrent	acquérir	V	_
une	un	DET	_
vigueur	vigueur	NC	_
et	et	CC	_
des	un	DET	_
dimensions	dimension	NC	_
proportionnelles	proportionnel	ADJ	_
à	à	P	_
l'	le	DET	_
emploi	emploi	NC	_
que	que	CS	_
ces	ce	DET	_
individus	individu	NC	_
en	en	CLO	_
font	faire	V	_
habituellement	habituellement	ADV	_
.	.	PONCT	_
Secondement	secondement	ADV	_
,	,	PONCT	_
en	en	P	_
réfléchissant	réfléchir	VPR	_
sur	sur	P	_
le	le	DET	_
pouvoir	pouvoir	NC	_
du	de_le	P+D	_
mouvement	mouvement	NC	_
des	de_le	P+D	_
fluides	fluide	NC	_
dans	dans	P	_
les	le	DET	_
parties	partie	NC	_
très	très	ADV	_
-	-	PONCT	_
souples	souple	ADJ	_
qui	qui	PROREL	_
les	il	CLO	_
contiennent	contenir	V	_
,	,	PONCT	_
je	je	CLS	_
fus	être	V	_
bientôt	bientôt	ADV	_
convaincu	convaincre	VPP	_
qu'	que	CS	_
à	à	P	_
mesure	mesure	NC	_
que	que	CS	_
les	le	DET	_
fluides	fluide	NC	_
d'	de	P	_
un	un	DET	_
corps	corps	NC	_
organisé	organiser	VPP	_
reçoivent	recevoir	V	_
de	de	P	_
l'	le	DET	_
accélération	accélération	NC	_
dans	dans	P	_
leur	leur	DET	_
mouvement	mouvement	NC	_
,	,	PONCT	_
ces	ce	DET	_
fluides	fluide	NC	_
modifient	modifier	V	_
le	le	DET	_
tissu	tissu	NC	_
cellulaire	cellulaire	ADJ	_
dans	dans	P	_
lequel	lequel	PROREL	_
ils	il	CLS	_
se	se	CLO	_
meuvent	mouvoir	V	_
,	,	PONCT	_
s'	se	CLO	_
y	y	CLO	_
ouvrent	ouvrir	V	_
des	un	DET	_
passages	passage	NC	_
,	,	PONCT	_
y	y	CLO	_
forment	former	V	_
des	un	DET	_
canaux	canal	NC	_
divers	divers	ADJ	_
,	,	PONCT	_
enfin	enfin	ADV	_
,	,	PONCT	_
y	y	CLO	_
créent	créer	V	_
différens	différent	ADJ	_
organes	organe	NC	_
,	,	PONCT	_
selon	selon	P	_
l'	le	DET	_
état	état	NC	_
de	de	P	_
l'	le	DET	_
organisation	organisation	NC	_
dans	dans	P	_
laquelle	il	PROREL	_
ils	il	CLS	_
se	se	CLO	_
trouvent	trouver	V	_
.	.	PONCT	_
D'	de	P	_
après	après	P	_
ces	ce	DET	_
deux	deux	ADJ	_
considérations	considération	NC	_
,	,	PONCT	_
je	je	CLS	_
regardai	regarder	V	_
comme	comme	P	_
certain	certain	ADJ	_
que	que	CS	_
le	le	DET	_
mouvement	mouvement	NC	_
des	de_le	P+D	_
fluides	fluide	NC	_
dans	dans	P	_
l'	le	DET	_
intérieur	intérieur	NC	_
des	de_le	P+D	_
animaux	animal	NC	_
,	,	PONCT	_
mouvement	mouvement	NC	_
qui	qui	PROREL	_
s'	se	CLO	_
est	être	V	_
progressivement	progressivement	ADV	_
accéléré	accélérer	VPP	_
avec	avec	P	_
la	le	DET	_
composition	composition	NC	_
plus	plus	ADV	_
grande	grand	ADJ	_
de	de	P	_
l'	le	DET	_
organisation	organisation	NC	_
;	;	PONCT	_
et	et	CC	_
que	que	CS	_
l'	le	DET	_
influence	influence	NC	_
des	de_le	P+D	_
circonstances	circonstance	NC	_
nouvelles	nouveau	ADJ	_
,	,	PONCT	_
à	à	P	_
mesure	mesure	NC	_
que	que	CS	_
les	le	DET	_
animaux	animal	NC	_
s'	se	CLO	_
y	y	CLO	_
exposèrent	exposer	V	_
en	en	P	_
se	se	CLO	_
répandant	répandre	VPR	_
dans	dans	P	_
tous	tout	ADJ	_
les	le	DET	_
lieux	lieu	NC	_
habitables	habitable	ADJ	_
,	,	PONCT	_
furent	être	V	_
les	le	DET	_
deux	deux	ADJ	_
causes	cause	NC	_
générales	général	ADJ	_
qui	qui	PROREL	_
ont	avoir	V	_
amené	amener	VPP	_
les	le	DET	_
différens	différent	NC	_
animaux	animal	ADJ	_
à	à	P	_
l'	le	DET	_
état	état	NC	_
où	où	PROREL	_
nous	nous	CLS	_
les	il	CLO	_
voyons	voir	V	_
actuellement	actuellement	ADV	_
.	.	PONCT	_
Je	je	CLS	_
ne	ne	ADV	_
me	je	CLO	_
bornai	borner	V	_
point	point	ADV	_
à	à	P	_
développer	développer	VINF	_
,	,	PONCT	_
dans	dans	P	_
cet	ce	DET	_
ouvrage	ouvrage	NC	_
,	,	PONCT	_
les	le	DET	_
conditions	condition	NC	_
essentielles	essentiel	ADJ	_
à	à	P	_
l'	le	DET	_
existence	existence	NC	_
de	de	P	_
la	le	DET	_
vie	vie	NC	_
dans	dans	P	_
les	le	DET	_
organisations	organisation	NC	_
les	le	DET	_
plus	plus	ADV	_
simples	simple	ADJ	_
,	,	PONCT	_
ainsi	ainsi	ADV	_
que	que	CS	_
les	le	DET	_
causes	cause	NC	_
qui	qui	PROREL	_
ont	avoir	V	_
donné	donner	VPP	_
lieu	lieu	NC	_
à	à	P	_
la	le	DET	_
composition	composition	NC	_
croissante	croissant	ADJ	_
de	de	P	_
l'	le	DET	_
organisation	organisation	NC	_
animale	animal	ADJ	_
,	,	PONCT	_
depuis	depuis	P	_
les	le	DET	_
animaux	animal	NC	_
les	le	DET	_
plus	plus	ADV	_
imparfaits	imparfait	ADJ	_
jusqu'	jusque	P	_
aux	à_le	P+D	_
plus	plus	ADV	_
parfaits	parfait	ADJ	_
d'	de	P	_
entr'eux	entr'eux	NC	_
;	;	PONCT	_
mais	mais	CC	_
croyant	croire	VPR	_
apercevoir	apercevoir	VINF	_
la	le	DET	_
possibilité	possibilité	NC	_
de	de	P	_
reconnoître	reconnaître	VINF	_
les	le	DET	_
causes	cause	NC	_
physiques	physique	ADJ	_
du	de_le	P+D	_
sentiment	sentiment	NC	_
,	,	PONCT	_
dont	dont	PROREL	_
tant	tant	ADV	_
d'	de	P	_
animaux	animal	NC	_
jouissent	jouir	V	_
,	,	PONCT	_
je	je	CLS	_
ne	ne	ADV	_
balançai	balancer	V	_
point	point	ADV	_
à	à	P	_
m'	je	CLO	_
en	en	CLO	_
occuper	occuper	VINF	_
.	.	PONCT	_
En	en	P	_
effet	effet	NC	_
,	,	PONCT	_
persuadé	persuader	VPP	_
qu'	que	CS	_
aucune	aucun	DET	_
matière	matière	NC	_
quelconque	quelconque	ADJ	_
ne	ne	ADV	_
peut	pouvoir	V	_
avoir	avoir	VINF	_
en	en	P	_
propre	propre	ADJ	_
la	le	DET	_
faculté	faculté	NC	_
de	de	P	_
sentir	sentir	VINF	_
,	,	PONCT	_
et	et	CC	_
concevant	concevoir	VPR	_
que	que	CS	_
le	le	DET	_
sentiment	sentiment	NC	_
lui	il	PRO	_
-même	même	ADJ	_
n'	ne	ADV	_
est	être	V	_
qu'	qu'	ADV	_
un	un	DET	_
phénomène	phénomène	NC	_
résultant	résulter	VPR	_
des	un	DET	_
fonctions	fonction	NC	_
d'	de	P	_
un	un	DET	_
système	système	NC	_
d'	de	P	_
organes	organe	NC	_
capable	capable	ADJ	_
de	de	P	_
le	il	CLO	_
produire	produire	VINF	_
,	,	PONCT	_
je	je	CLS	_
recherchai	rechercher	V	_
quel	quel	PROWH	_
pouvoit	pouvoir	V	_
être	être	VINF	_
le	le	DET	_
mécanisme	mécanisme	NC	_
organique	organique	ADJ	_
qui	qui	PROREL	_
peut	pouvoir	V	_
donner	donner	VINF	_
lieu	lieu	NC	_
à	à	P	_
cet	ce	DET	_
admirable	admirable	ADJ	_
phénomène	phénomène	NC	_
,	,	PONCT	_
et	et	CC	_
je	je	CLS	_
crois	croire	V	_
l'	il	CLO	_
avoir	avoir	VINF	_
saisi	saisir	VPP	_
.	.	PONCT	_
En	en	P	_
rassemblant	rassembler	VPR	_
les	le	DET	_
observations	observation	NC	_
les	le	DET	_
plus	plus	ADV	_
positives	positif	ADJ	_
à	à	P	_
ce	ce	DET	_
sujet	sujet	NC	_
,	,	PONCT	_
j'	je	CLS	_
eus	avoir	V	_
occasion	occasion	NC	_
de	de	P	_
reconnoître	reconnaître	VINF	_
que	que	CS	_
,	,	PONCT	_
pour	pour	P	_
la	le	DET	_
production	production	NC	_
du	de_le	P+D	_
sentiment	sentiment	NC	_
,	,	PONCT	_
il	il	CLS	_
faut	falloir	V	_
que	que	CS	_
le	le	DET	_
système	système	NC	_
nerveux	nerveux	ADJ	_
soit	être	V	_
déjà	déjà	ADV	_
très	très	ADV	_
-	-	PONCT	_
composé	composer	VPP	_
,	,	PONCT	_
comme	comme	CS	_
il	il	CLS	_
faut	falloir	V	_
qu'	que	CS	_
il	il	CLS	_
le	il	CLO	_
soit	être	V	_
bien	bien	ADV	_
davantage	davantage	ADV	_
encore	encore	ADV	_
